x,y,SP,RP,TI,TT,UT,LMS,CML,MLR,n_SP,n_RP,n_TI,n_TT,n_UT,n_LMS,n_CML,n_MLR,Label,clu&sco,mean,c&s_0_1,vae,s2s,pres2s,dae
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.8148132562637329,0.7475869655609131,14808.0,4522.0,128.0,22.46299934387207,9.468000411987305,0.0,0.0,0.6988790035247803,0.7764551043510437,0.8414293527603149,1.0,0.8800549507141113,0.9999512434005736,1.0,1.0,0.03915691375732422,4.0,6.7013304156044695,0.97048283575858,0.9575197097560724,0.21295563852084734,0.9864605047703964,0.0020881075457762632,0.016841925481869482
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7996224164962769,0.7353410720825195,14133.0,4281.0,128.0,30.88800048828125,41.21799850463867,0.0,0.0,0.7014080286026001,0.7410592436790466,0.7965754270553589,1.0,0.8336851000785828,0.9996517896652222,1.0,1.0,0.03567993640899658,4.0,6.8391446352833185,0.9588097206698898,0.9772112968653835,0.2122069190914632,0.9799152784706257,0.0021024399747413547,0.016816807677709655
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.8477941751480103,0.7742816805839539,1594.0,516.0,128.0,4.709000110626222,14.076000213623047,0.0,0.0,0.683186948299408,0.0835343450307846,0.09584961831569673,1.0,0.9777700304985046,0.9999077916145324,1.0,1.0,0.06073093414306641,4.0,6.40162136889699,0.9949128582303934,0.9146957775490632,0.2156200875814058,0.9963979696963091,0.0021736674972502312,0.01670834121636601
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7891205549240112,0.7275924086570741,4303.0,1529.0,128.0,41.07600021362305,41.22200012207031,0.0,0.0,0.650708794593811,0.22558993101119995,0.2843848764896393,1.0,0.777612030506134,0.9996517300605774,1.0,1.0,0.1053829789161682,4.0,6.931283930017183,0.9447844829019229,0.9903766215515476,0.7879911549731055,0.9790577831266546,0.002326159285541585,0.3599905670263364
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7619466185569763,0.7055737376213074,5656.0,1934.0,128.0,55.44400024414063,41.7239990234375,0.0,0.0,0.6640735268592834,0.2965390384197235,0.3597617745399475,1.0,0.6985328793525696,0.99964702129364,1.0,1.0,0.08700871467590332,4.0,6.8216574019234955,0.9250037081302744,0.9747126332310484,0.21853351272015656,0.9684624092222142,0.0023286962669733517,0.01646709974271629
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7637462615966797,0.7068851590156555,4971.0,1649.0,128.0,53.61700057983398,41.22200012207031,0.0,0.0,0.6737074851989746,0.26061874628067017,0.3067187666893005,1.0,0.7085883617401123,0.9996517300605774,1.0,1.0,0.07376360893249513,4.0,6.837366288533567,0.9275200038142046,0.9769571977599728,0.8804678894913007,0.9682227133999496,0.002405381837183917,0.6846505235865977
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7655709981918335,0.7084865570068359,5654.0,1932.0,128.0,53.39099884033203,37.12300109863281,0.0,0.0,0.6641315817832947,0.2964341640472412,0.3593895435333252,1.0,0.7098322510719299,0.9996904134750366,1.0,1.0,0.08692890405654907,4.0,6.8545027666107945,0.9278408060948199,0.9794057437198226,0.8798971132355929,0.9682081661590659,0.0329747951905503,0.6760255649187624
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7492650151252747,0.6950204372406006,7377.0,2327.0,128.0,60.5009994506836,41.117000579833984,0.0,0.0,0.6893045902252197,0.3867855072021485,0.43290525674819946,1.0,0.670699954032898,0.9996527433395386,1.0,1.0,0.05232018232345581,4.0,6.705124099627754,0.9180434555447694,0.9580617703618922,0.21475316266187588,0.9623481193536076,0.04583537062544429,0.016780152487801084
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.778581440448761,0.7184622883796692,14419.0,4405.0,128.0,43.10499954223633,36.65800094604492,0.0,0.0,0.6988002061843872,0.7560566067695618,0.8196538090705872,1.0,0.766444742679596,0.9996947646141052,1.0,1.0,0.03926527500152588,4.0,6.970135444404424,0.9420020396990064,0.9959279208417644,0.21333652807631026,0.9753204768288392,0.20955001681634608,0.016897516312167557
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7687536478042603,0.7110441327095032,5643.0,1927.0,128.0,51.57899856567383,36.67399978637695,0.0,0.0,0.6641857028007507,0.29585734009742737,0.3584589660167694,1.0,0.7198052406311035,0.9996946454048156,1.0,1.0,0.08685445785522461,4.0,6.883343942703173,0.9303363490705704,0.9835267156534988,0.21777847732400846,0.969011769981305,0.4809107914952499,0.0163553874242858
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7279683351516724,0.6777975559234619,9406.0,2904.0,128.0,71.97200012207031,37.24300003051758,0.0,0.0,0.6955134868621826,0.4931829869747162,0.5402940511703491,1.0,0.6075654625892639,0.9996892809867859,1.0,1.0,0.04378396272659302,4.0,6.511651587205358,0.9022611402423442,0.9304174471527136,0.21345610369681225,0.95756052005879,0.6623180379127112,0.01680045899426269
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.8094601035118103,0.7432634234428406,13157.0,4001.0,128.0,25.356000900268555,41.1879997253418,0.0,0.0,0.7002356052398682,0.6898793578147888,0.7444630265235901,1.0,0.8641323447227478,0.9996520280838012,1.0,1.0,0.03729182481765747,4.0,6.749932902289982,0.9664253682297476,0.9644642768880212,0.21312066236779914,0.9872332969136264,0.6701174364661769,0.0169154083254828
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7978764176368713,0.7339536547660828,13159.0,4003.0,128.0,31.98500061035156,41.21799850463867,0.0,0.0,0.7002052068710327,0.6899842023849487,0.7448352575302124,1.0,0.8276473879814148,0.9996517896652222,1.0,1.0,0.03733360767364502,4.0,6.854896142650883,0.9572995437102648,0.979461951261963,0.2131252740260713,0.9823978385309114,0.761797638333082,0.016915032442850114
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.846379280090332,0.776980996131897,625.0,397.0,128.0,29.53700065612793,36.61000061035156,0.0,0.0,0.3792000114917755,0.03272155299782753,0.07370184361934662,1.0,0.8411207795143127,0.9996952414512634,1.0,1.0,0.4786626696586609,4.0,6.397163166632702,0.9606804312084772,0.9140587672431404,0.2613996583362741,0.9867115625661216,0.8408450472891823,0.012935275571077707
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7931182980537415,0.7301395535469055,13180.0,4018.0,128.0,34.785999298095696,23.29700088500977,0.0,0.0,0.6996206641197205,0.6910854578018188,0.7476270198822021,1.0,0.812231183052063,0.9998208284378052,1.0,1.0,0.03813725709915161,4.0,6.897960343557056,0.953485860868328,0.9856151803366758,0.2132129155839295,0.982569184564511,0.9230834330816821,0.016907766852667986
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.7935971021652222,0.731350302696228,2940.0,1080.0,128.0,39.49499893188477,41.7239990234375,0.0,0.0,0.6387755274772644,0.1541164070367813,0.20081891119480133,1.0,0.7863135933876038,0.99964702129364,1.0,1.0,0.12178927659988405,4.0,6.8899992111436426,0.9469597752135824,0.9844776537971592,0.22231545346636294,0.9794518754449756,0.9624806523579904,0.016154161973495618
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.8733651041984558,0.8003172874450684,333.0,265.0,128.0,24.9950008392334,22.783000946044922,0.0,0.0,0.22822822630405426,0.017409542575478554,0.04913456365466118,1.0,0.8661192059516907,0.999825656414032,1.0,1.0,0.6862239241600037,4.0,6.1451512764870015,0.9669657586129364,0.8780500440580405,0.2843244388480746,0.9896055025832832,0.9697430093400844,0.01483882924375904
0.4095670878887177,0.3737472891807556,12974.0,3890.0,-1.0,-1.0,41.724998474121094,1.0,2.0,0.7044088244438171,0.6802831292152405,0.7238041758537292,0.0,0.0,0.9996469616889954,0.0,0.9965457916259766,0.031554341316223145,0.0,2.0468072209954418,0.2491717589692809,0.2924580843843389,0.21250670361340132,0.6964042788391289,0.9860497354489332,0.016966298411798142
0.8244271278381348,0.755859375,2265.0,791.0,128.0,20.32200050354004,4.309999942779541,0.0,0.0,0.6573951244354248,0.11872050166130065,0.14703145623207092,1.0,0.8918386697769165,0.9999998807907104,1.0,1.0,0.09619039297103882,4.0,6.611804344685272,0.9734423925916528,0.944727775598858,0.21950965373798292,0.989877282412047,0.9827174962520144,0.01638630708743463
