SP,RP,TI,TT,UT,LMS,CML,MLR,RP2,TI2,TT2,UT2,LMS2,CML2,MLR2,mean,trans,pre_trans,s2s,pres2s,dae
0.26407024,0.25276268,1.0,0.9988289,0.9999903,1.0,1.0,0.37102670000000004,0.26576233,1.0,0.9990546,0.99753845,1.0,1.0,0.72409666,0.809720682,0.945829712,0.980515455,0.025143662,0.0014594979999999998,0.9860221020000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.43057033,0.42235753,1.0,0.9956994,0.99999285,1.0,1.0,0.4362899,0.4348308,1.0,0.999288,0.99998015,1.0,1.0,0.7242538000000001,0.858493652,0.959015754,0.982344654,0.026250312999999997,2.18e-05,0.992577721
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.5965805000000001,0.5923076999999999,1.0,0.9850834,0.9999758,1.0,1.0,0.46752185,0.5980489,1.0,0.999288,0.99997914,1.0,1.0,0.7215539000000001,0.900914848,0.960366908,0.9829481059999999,0.028207437999999998,2.2899999999999998e-05,0.987974017
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.74755937,0.75347203,1.0,0.99056727,0.9999846,1.0,1.0,0.5081475999999999,0.74696606,1.0,0.9991324,0.9999905000000001,1.0,1.0,0.7202983000000001,0.94378722,0.9613978329999999,0.983544957,0.02935099,2.3800000000000003e-05,0.992037251
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.7473085,0.7532919,1.0,0.99881905,0.99997705,1.0,1.0,0.5084301,0.746316,1.0,0.9990546,0.99751794,1.0,1.0,0.72020435,0.944397708,0.965175162,0.983784907,0.029401625,0.000288312,0.993787121
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.7626381,0.75568265,1.0,0.9905821,0.9999846,1.0,1.0,0.46018296,0.76742804,1.0,0.9991324,0.99997395,1.0,1.0,0.7224713,0.940993416,0.962647513,0.983662389,0.03237817,2.36e-05,0.9946384509999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.7623871999999999,0.7555026,1.0,0.9988328000000002,0.99997896,1.0,1.0,0.46044433,0.766778,1.0,0.9990546,0.99752086,1.0,1.0,0.72238,0.9416041359999999,0.9663952840000001,0.983915585,0.032428595,0.000288347,0.9964032970000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.9135694999999999,0.9225142,1.0,0.99175143,0.9999865,1.0,1.0,0.5110916,0.9101794,1.0,0.999288,0.9999723,1.0,1.0,0.7192799,0.984328015,0.933910151,0.982358605,0.032671753,1.12e-05,0.9769733359999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.92864823,0.9247249,1.0,0.9964837,0.9999940999999999,1.0,1.0,0.47165340000000006,0.9305648999999999,1.0,0.999288,0.999984,1.0,1.0,0.7210555000000001,0.983081619,0.964463891,0.9843668320000001,0.035482133,2.4100000000000003e-05,0.975383731
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.92839736,0.92454475,1.0,0.9988406999999999,0.99997896,1.0,1.0,0.47187084,0.92995787,1.0,0.9990546,0.99752086,1.0,1.0,0.7209800999999999,0.9829608059999999,0.96867136,0.984865588,0.035509824,0.000297581,0.9744836159999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.12845656,0.11183702,1.0,0.9997347,0.99684626,1.0,1.0,0.14337718,0.12947801,1.0,0.9990546,0.99511015,1.0,1.0,0.7267948000000001,0.748477982,0.992170312,0.990724906,0.127105092,0.222932519,0.9603325070000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.12864819,0.11221204,1.0,0.9997347,0.99684626,1.0,1.0,0.14465266,0.12994164,1.0,0.9990546,0.99766445,1.0,1.0,0.7272016,0.7490912479999999,0.9921166459999999,0.99071592,0.127929239,0.22638338100000002,0.9621081159999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.12898007,0.11258706,1.0,0.99973667,0.99684626,1.0,1.0,0.14685267,0.13074464,1.0,0.9990565999999999,0.99511015,1.0,1.0,0.72790325,0.7492760479999999,0.9920858659999999,0.990712815,0.12805525,0.227035805,0.960453633
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20391142,0.20368949,1.0,0.9997524,0.99684626,1.0,1.0,0.46028596,0.19538087,1.0,0.999288,0.9975506,1.0,1.0,0.7096643,0.8040894259999999,0.988153684,0.9903392759999999,0.128119599,0.23445884,0.9755048559999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.12931195,0.112962075,1.0,0.99973667,0.99684626,1.0,1.0,0.14904147,0.13154763,1.0,0.9990585,0.99511015,1.0,1.0,0.72860134,0.74976746,0.992055131,0.990709919,0.128181323,0.227687362,0.960529755
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.12964383,0.11333710000000001,1.0,0.99973863,0.99684626,1.0,1.0,0.15121907,0.13235062,1.0,0.99906045,0.99511015,1.0,1.0,0.72929585,0.7502573309999999,0.9920247879999999,0.990707069,0.128306955,0.228336998,0.960606918
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.1299757,0.11371212,1.0,0.99973863,0.99684626,1.0,1.0,0.15338552,0.13315362,1.0,0.99906045,0.99511015,1.0,1.0,0.7299868,0.750744952,0.99199437,0.990704204,0.128433416,0.228986305,0.9606822279999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13030759,0.114087135,1.0,0.9997405999999999,0.99684626,1.0,1.0,0.15554088,0.13395661,1.0,0.9990624,0.99511015,1.0,1.0,0.73067427,0.751231284,0.991964133,0.990701293,0.128558796,0.229633895,0.960759721
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13063946,0.11446215,1.0,0.9997405999999999,0.99684626,1.0,1.0,0.15768552,0.1347596,1.0,0.9990624,0.99511015,1.0,1.0,0.7313582,0.75171542,0.991934062,0.990698473,0.12868495300000002,0.230280764,0.9608354370000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13097134,0.11483717,1.0,0.99974257,0.99684626,1.0,1.0,0.15981913,0.1355626,1.0,0.9990624,0.99511015,1.0,1.0,0.7320386,0.7521980359999999,0.9919041120000001,0.990695533,0.128810911,0.230926971,0.960912193
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.1313032,0.11521219,1.0,0.99974257,0.99684626,1.0,1.0,0.16194195,0.13636559,1.0,0.9990624,0.99511015,1.0,1.0,0.7327157,0.752678711,0.991874328,0.9906928620000001,0.128936595,0.23157169600000002,0.960988214
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13163508,0.11558721,1.0,0.99974257,0.99684626,1.0,1.0,0.16405404,0.13716859,1.0,0.9990624,0.99511015,1.0,1.0,0.7333893,0.753157667,0.9918445440000001,0.990689982,0.129062269,0.23221535399999998,0.961064488
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13196696,0.11596223,1.0,0.99974453,0.99684626,1.0,1.0,0.16615558,0.13797158,1.0,0.9990624,0.99511015,1.0,1.0,0.7340595999999999,0.753635185,0.9918150309999999,0.9906873420000001,0.12918855199999998,0.232858806,0.9611416509999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13229884,0.11633725,1.0,0.99974453,0.99684626,1.0,1.0,0.16824669,0.13877457,1.0,0.99906045,0.99511015,1.0,1.0,0.7347264,0.754110547,0.99178567,0.990684612,0.12931383800000001,0.233499882,0.961217113
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.23411627,0.23888451,1.0,0.99972886,0.99684626,1.0,1.0,0.5299039000000001,0.22540711,1.0,0.999288,0.9999684000000001,1.0,1.0,0.71077144,0.820805853,0.9770914470000001,0.9897330940000001,0.129351788,0.339947266,0.976996764
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13263072,0.116712265,1.0,0.99974453,0.99684626,1.0,1.0,0.17032725,0.13957757,1.0,0.9990585,0.99511015,1.0,1.0,0.73539,0.7545842490000001,0.991756278,0.990681941,0.129439879,0.234141207,0.9612927529999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20413662,0.2040645,1.0,0.9997524,0.99684626,1.0,1.0,0.4608811,0.19592576,1.0,0.9990546,0.99511015,1.0,1.0,0.70998454,0.8039880970000001,0.988097407,0.990330845,0.129561153,0.238939071,0.973628657
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.1329626,0.11708728,1.0,0.9997465,0.99684626,1.0,1.0,0.17239726,0.14038056,1.0,0.9990585,0.99511015,1.0,1.0,0.73605025,0.7550567429999999,0.991727219,0.990679256,0.129564703,0.234780808,0.961370348
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.2044685,0.20443952,1.0,0.99975044,0.99684626,1.0,1.0,0.46175609999999995,0.19672875,1.0,0.9990565999999999,0.99511015,1.0,1.0,0.7104550999999999,0.804293038,0.9880849829999999,0.990331625,0.12966744300000002,0.239374041,0.973622057
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13329448,0.1174623,1.0,0.9997465,0.99684626,1.0,1.0,0.17445719,0.14118356,1.0,0.9990565999999999,0.99511015,1.0,1.0,0.7367071999999999,0.755527155,0.991700046,0.990677741,0.129690377,0.23535390399999997,0.961446241
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.1474724,0.13447878,1.0,0.99975437,0.99684626,1.0,1.0,0.2537989,0.15208611,1.0,0.99906045,0.99511015,1.0,1.0,0.7292303000000001,0.767585981,0.9906882020000001,0.9905573990000001,0.12976431300000002,0.236890972,0.967016689
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20480038,0.20481455,1.0,0.99975044,0.99684626,1.0,1.0,0.46262807,0.19753174,1.0,0.9990585,0.99511015,1.0,1.0,0.71092427,0.8045976709999999,0.9880726190000001,0.990332225,0.129772735,0.23980822899999998,0.973616727
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.13357896,0.117755905,1.0,0.9997465,0.99684626,1.0,1.0,0.17621458,0.14187182,1.0,0.9990546,0.99511015,1.0,1.0,0.73726773,0.7559256440000001,0.69505614,0.8631284840000001,0.129787394,0.97255602,0.961511221
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20513226,0.20518957,1.0,0.99974847,0.99684626,1.0,1.0,0.46349728,0.19833474,1.0,0.99906045,0.99511015,1.0,1.0,0.7113918,0.8049015409999999,0.98806243,0.990332855,0.129877869,0.240304739,0.973611117
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.14780428,0.13485379999999997,1.0,0.99975437,0.99684626,1.0,1.0,0.25547385,0.1528891,1.0,0.9990585,0.99511015,1.0,1.0,0.7298380999999999,0.768003928,0.99066426,0.9905558529999999,0.12988524099999998,0.23747318899999997,0.96708715
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.14813615,0.13522881,1.0,0.99975634,0.99684626,1.0,1.0,0.2571413,0.1536921,1.0,0.9990565999999999,0.99511015,1.0,1.0,0.7304431,0.768420874,0.9906403779999999,0.990554158,0.130005969,0.238054746,0.9671585770000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.14846803,0.13560385,1.0,0.9997583000000001,0.99684626,1.0,1.0,0.25880128,0.15449509,1.0,0.9990565999999999,0.99511015,1.0,1.0,0.7310455,0.7688368329999999,0.9906166470000001,0.990552448,0.130125815,0.23863526100000002,0.967231501
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.22096956,0.22388376,1.0,0.99973863,0.99684626,1.0,1.0,0.50194126,0.21325226,1.0,0.9990624,0.99511015,1.0,1.0,0.7101920999999999,0.813462492,0.9875947,0.990328025,0.130308865,0.24220128600000002,0.9735228109999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.22130144,0.22425878,1.0,0.99973863,0.99684626,1.0,1.0,0.50268805,0.21405526,1.0,0.9990624,0.99511015,1.0,1.0,0.7106266,0.81374758,0.987584525,0.990329075,0.130412099,0.24260991,0.97353035
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.22163332,0.22463379999999997,1.0,0.99973667,0.99684626,1.0,1.0,0.5034324,0.21485825,1.0,0.9990624,0.99511015,1.0,1.0,0.7110598000000001,0.8140319779999999,0.987574079,0.99033017,0.130515259,0.243017824,0.973537203
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.2219652,0.22500882,1.0,0.99973667,0.99684626,1.0,1.0,0.5041747999999999,0.21566124,1.0,0.9990624,0.99511015,1.0,1.0,0.7114917,0.81431622,0.987563814,0.99033143,0.130618461,0.243426084,0.97354558
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.23391281,0.23850949,1.0,0.99972886,0.99684626,1.0,1.0,0.5294949999999999,0.22491479,1.0,0.9990546,0.9926671999999999,1.0,1.0,0.71051985,0.8197107920000001,0.987280857,0.9903348209999999,0.130695748,0.242670345,0.9716921479999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.22229707,0.22538383,1.0,0.9997347,0.99684626,1.0,1.0,0.50491494,0.21646424,1.0,0.9990624,0.99511015,1.0,1.0,0.7119224000000001,0.8145998059999999,0.9875535790000001,0.990332585,0.130721391,0.24383365199999998,0.9735531940000001
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20802434,0.20878185,1.0,0.99974453,0.99684626,1.0,1.0,0.47095436,0.20533225,1.0,0.99906045,0.99511015,1.0,1.0,0.7154033000000001,0.807566494,0.987957438,0.990340476,0.130767962,0.243951467,0.973572485
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.22262895,0.22575885,1.0,0.9997347,0.99684626,1.0,1.0,0.5056527,0.21726723,1.0,0.99906045,0.99511015,1.0,1.0,0.71235174,0.814882942,0.9875433140000001,0.990333756,0.130825412,0.244241923,0.9735609609999999
0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2
0.20835622,0.20915687,1.0,0.9997465,0.99684626,1.0,1.0,0.47179679999999996,0.20613524,1.0,0.9990585,0.99511015,1.0,1.0,0.71585655,0.807865407,0.987945437,0.9903412559999999,0.130873611,0.244383606,0.9735700740000001
