time,formaldehyde,co2,tvoc,temp,humidity,pm25
2019/7/30 17:53,18,662,46,279,278,14
2019/7/30 17:53,18,664,46,278,281,15
2019/7/30 17:54,18,662,46,279,277,15
2019/7/30 17:54,18,659,45,279,275,14
2019/7/30 17:55,17,654,44,278,275,14
2019/7/30 17:55,17,654,44,277,276,15
2019/7/30 17:56,17,654,44,277,276,14
2019/7/30 17:57,18,656,45,277,274,15
2019/7/30 17:57,17,650,44,277,274,15
2019/7/30 17:58,17,653,44,276,273,15
2019/7/30 17:58,17,650,44,277,272,14
2019/7/30 17:59,17,653,44,277,272,14
2019/7/30 17:59,17,650,44,277,271,13
2019/7/30 18:00,17,644,43,275,274,14
2019/7/30 18:00,17,644,43,274,273,14
2019/7/30 18:01,17,643,42,275,273,13
2019/7/30 18:01,17,644,43,275,271,14
2019/7/30 18:02,17,644,43,275,272,13
2019/7/30 18:02,16,637,41,275,269,13
2019/7/30 18:03,16,639,42,274,271,14
2019/7/30 18:04,16,634,41,274,270,15
2019/7/30 18:04,16,639,42,274,269,14
2019/7/30 18:04,16,636,41,273,269,14
2019/7/30 18:05,17,643,42,274,269,14
2019/7/30 18:06,16,636,41,273,270,15
2019/7/30 18:06,17,643,42,274,270,14
2019/7/30 18:07,17,644,43,274,270,14
2019/7/30 18:07,17,644,43,274,268,13
2019/7/30 18:08,16,636,41,274,268,14
2019/7/30 18:08,16,637,41,273,269,14
2019/7/30 18:09,16,636,41,274,267,14
2019/7/30 18:09,16,636,41,273,268,13
2019/7/30 18:10,16,634,41,273,268,16
2019/7/30 18:10,16,639,42,273,269,14
2019/7/30 18:11,16,636,41,274,267,13
2019/7/30 18:12,16,638,42,273,269,14
2019/7/30 18:12,16,633,41,273,270,14
2019/7/30 18:13,16,637,41,273,270,14
2019/7/30 18:13,16,637,41,272,272,14
2019/7/30 18:13,16,639,42,272,270,13
2019/7/30 18:14,16,638,42,273,269,14
2019/7/30 18:15,16,636,41,272,270,13
2019/7/30 18:15,16,633,41,272,270,13
2019/7/30 18:16,16,636,41,272,270,14
2019/7/30 18:16,16,634,41,272,269,14
2019/7/30 18:17,16,632,41,272,271,13
2019/7/30 18:17,17,641,42,272,270,13
2019/7/30 18:18,16,639,42,273,268,13
2019/7/30 18:18,17,648,43,274,267,13
2019/7/30 18:19,16,638,42,274,267,13
2019/7/30 18:19,16,639,42,273,268,14
2019/7/30 18:20,16,638,42,273,266,14
2019/7/30 18:21,16,638,42,272,270,13
2019/7/30 18:21,17,648,43,273,271,14
2019/7/30 18:22,16,637,41,272,270,14
2019/7/30 18:22,17,644,43,273,269,14
2019/7/30 18:23,17,645,43,273,268,14
2019/7/30 18:23,16,639,42,273,268,15
2019/7/30 18:24,16,634,41,271,270,14
2019/7/30 18:24,16,629,40,270,270,13
2019/7/30 18:25,16,633,41,270,271,14
2019/7/30 18:25,16,632,41,270,272,14
2019/7/30 18:26,16,628,40,269,271,14
2019/7/30 18:27,16,634,41,270,269,13
2019/7/30 18:28,16,633,41,270,268,13
2019/7/30 18:28,16,633,41,271,268,13
2019/7/30 18:28,16,631,40,270,267,13
2019/7/30 18:29,16,633,41,270,268,13
2019/7/30 18:30,16,634,41,270,267,13
2019/7/30 18:30,16,636,41,271,265,13
2019/7/30 18:31,16,632,41,271,265,12
2019/7/30 18:31,16,632,41,271,265,13
2019/7/30 18:32,16,629,40,270,266,12
2019/7/30 18:32,16,633,41,270,266,13
2019/7/30 18:33,16,631,40,270,264,13
2019/7/30 18:33,16,634,41,270,265,12
2019/7/30 18:34,16,633,41,271,264,13
2019/7/30 18:34,16,632,41,270,265,14
2019/7/30 18:35,16,631,40,269,266,13
2019/7/30 18:36,16,636,41,270,266,14
2019/7/30 18:36,16,630,40,269,264,13
2019/7/30 18:37,16,630,40,269,265,12
2019/7/30 18:37,15,624,39,268,267,14
2019/7/30 18:38,16,626,40,268,266,12
2019/7/30 18:38,16,629,40,268,266,13
2019/7/30 18:39,16,629,40,269,264,13
2019/7/30 18:39,16,632,41,269,263,14
2019/7/30 18:40,16,630,40,269,264,13
2019/7/30 18:40,16,630,40,269,264,13
2019/7/30 18:41,16,631,40,270,263,13
2019/7/30 18:41,16,631,40,270,263,14
2019/7/30 18:42,16,631,40,269,262,12
2019/7/30 18:42,16,630,40,270,261,12
2019/7/30 18:43,16,633,41,270,260,12
2019/7/30 18:43,16,636,41,270,260,13
2019/7/30 18:44,16,638,42,271,259,12
2019/7/30 18:45,16,629,40,269,261,14
2019/7/30 18:45,16,632,41,269,262,12
2019/7/30 18:46,16,639,42,269,263,13
2019/7/30 18:46,16,631,40,269,262,13
2019/7/30 18:47,16,632,41,269,261,13
2019/7/30 18:47,14,611,37,269,262,13
2019/7/30 18:48,16,631,40,268,263,12
2019/7/30 18:48,16,631,40,269,262,12
2019/7/30 18:49,16,630,40,268,261,12
2019/7/30 18:49,16,633,41,268,264,13
2019/7/30 18:50,16,631,40,268,262,14
2019/7/30 18:51,16,630,40,268,264,13
2019/7/30 18:52,16,629,40,268,262,12
2019/7/30 18:52,16,626,40,268,264,13
2019/7/30 18:52,16,629,40,267,263,13
2019/7/30 18:53,16,631,40,267,263,12
2019/7/30 18:54,16,631,40,267,263,13
2019/7/30 18:54,16,626,40,268,263,13
2019/7/30 18:55,16,633,41,268,263,12
2019/7/30 18:55,16,628,40,268,261,13
2019/7/30 18:56,16,631,40,268,262,13
2019/7/30 18:56,16,631,40,268,262,12
2019/7/30 18:57,16,632,41,268,262,12
2019/7/30 18:57,15,622,39,268,262,13
2019/7/30 18:58,15,615,37,267,263,13
2019/7/30 18:58,16,632,41,266,265,12
2019/7/30 18:59,16,632,41,267,264,12
2019/7/30 19:00,16,632,41,267,263,12
2019/7/30 19:00,16,632,41,267,264,13
2019/7/30 19:01,16,639,42,267,264,12
2019/7/30 19:01,16,631,40,266,264,12
2019/7/30 19:02,16,632,41,267,264,12
2019/7/30 19:02,16,626,40,267,263,12
2019/7/30 19:03,15,625,39,267,262,13
2019/7/30 19:03,15,618,38,266,267,13
2019/7/30 19:04,15,616,38,265,266,13
2019/7/30 19:04,15,613,37,264,266,13
2019/7/30 19:05,14,611,37,265,266,13
2019/7/30 19:05,14,609,36,264,268,13
2019/7/30 19:06,14,609,36,265,268,13
2019/7/30 19:07,14,609,36,265,268,13
2019/7/30 19:07,14,609,36,265,268,13
2019/7/30 19:08,14,609,36,265,268,13
2019/7/30 19:09,14,609,36,265,268,13
2019/7/30 19:09,14,609,36,265,268,13
2019/7/30 19:10,14,609,36,265,268,13
2019/7/30 19:10,14,609,36,265,268,13
2019/7/30 19:11,14,609,36,265,268,13
2019/7/30 19:11,14,609,36,265,268,13
2019/7/30 19:12,14,609,36,265,268,13
2019/7/30 19:12,14,609,36,265,268,13
2019/7/30 19:13,14,609,36,265,268,13
2019/7/30 19:13,14,609,36,265,268,13
2019/7/30 19:14,14,609,36,265,268,13
2019/7/30 19:15,14,609,36,265,268,13
2019/7/30 19:16,14,609,36,265,268,13
2019/7/30 19:16,14,609,36,265,268,13
2019/7/30 19:16,14,609,36,265,268,13
2019/7/30 19:17,14,609,36,265,268,13
2019/7/30 19:18,14,609,36,265,268,13
2019/7/30 19:18,14,609,36,265,268,13
2019/7/30 19:19,14,609,36,265,268,13
2019/7/30 19:19,14,609,36,265,268,13
2019/7/30 19:20,14,609,36,265,268,13
2019/7/30 19:20,14,609,36,265,268,13
2019/7/30 19:21,14,609,36,265,268,13
2019/7/30 19:21,14,609,36,265,268,13
2019/7/30 19:22,14,609,36,265,268,13
2019/7/30 19:22,14,609,36,265,268,13
2019/7/30 19:23,14,609,36,265,268,13
2019/7/30 19:24,14,609,36,265,268,13
2019/7/30 19:24,14,609,36,265,268,13
2019/7/30 19:25,14,609,36,265,268,13
2019/7/30 19:25,14,609,36,265,268,13
2019/7/30 19:25,14,609,36,265,268,13
2019/7/30 19:26,14,609,36,265,268,13
2019/7/30 19:27,14,609,36,265,268,13
2019/7/30 19:27,14,609,36,265,268,13
2019/7/30 19:28,14,609,36,265,268,13
2019/7/30 19:28,14,609,36,265,268,13
2019/7/30 19:29,14,609,36,265,268,13
2019/7/30 19:29,14,609,36,265,268,13
2019/7/30 19:30,14,609,36,265,268,13
2019/7/30 19:30,14,609,36,237,268,13
2019/7/30 19:31,14,609,36,238,319,15
2019/7/30 19:31,14,609,36,239,315,13
2019/7/30 19:32,14,609,36,240,313,13
2019/7/30 19:33,14,609,36,242,311,13
2019/7/30 19:34,20,691,51,244,306,13
2019/7/30 19:34,17,653,44,245,304,13
2019/7/30 19:35,15,619,38,247,301,13
2019/7/30 19:35,13,594,34,247,299,12
2019/7/30 19:36,11,559,28,248,300,13
2019/7/30 19:36,11,559,28,248,300,13
2019/7/30 19:37,11,559,28,248,300,13
2019/7/30 19:37,11,559,28,248,300,13
2019/7/30 19:38,11,559,28,248,300,13
2019/7/30 19:39,11,559,28,248,300,13
2019/7/30 19:39,11,559,28,248,300,13
2019/7/30 19:40,11,559,28,248,300,13
2019/7/30 19:40,11,559,28,248,300,13
2019/7/30 19:40,11,559,28,248,300,13
2019/7/30 19:41,11,559,28,248,300,13
2019/7/30 19:42,11,559,28,248,300,13
2019/7/30 19:42,11,559,28,248,300,13
2019/7/30 19:43,11,559,28,248,300,13
2019/7/30 19:44,11,559,28,248,300,13
2019/7/30 19:44,11,559,28,248,300,13
2019/7/30 19:45,11,559,28,248,300,13
2019/7/30 19:45,11,559,28,248,300,13
2019/7/30 19:46,11,559,28,248,300,13
2019/7/30 19:46,11,559,28,248,300,13
2019/7/30 19:47,11,559,28,248,300,13
2019/7/30 19:48,11,559,28,248,300,13
2019/7/30 19:48,11,559,28,248,300,13
2019/7/30 19:49,11,559,28,248,300,13
2019/7/30 19:49,11,559,28,248,300,13
2019/7/30 19:50,11,559,28,248,300,13
2019/7/30 19:50,11,559,28,248,300,13
2019/7/30 19:51,11,559,28,248,300,13
2019/7/30 19:51,11,559,28,248,300,13
2019/7/30 19:52,11,559,28,248,300,13
2019/7/30 19:52,11,559,28,248,300,13
2019/7/30 19:53,11,559,28,248,300,13
2019/7/30 19:53,11,559,28,248,300,13
2019/7/30 19:54,11,559,28,248,300,13
2019/7/30 19:54,11,559,28,248,300,13
2019/7/30 19:55,11,559,28,248,300,13
2019/7/30 19:55,11,559,28,248,300,13
2019/7/30 19:56,11,559,28,248,300,13
2019/7/30 19:57,11,559,28,248,300,13
2019/7/30 19:57,11,559,28,248,300,13
2019/7/30 19:58,11,559,28,248,300,13
2019/7/30 19:58,11,559,28,248,300,13
2019/7/30 19:59,11,559,28,248,300,13
2019/7/30 19:59,11,559,28,248,300,13
2019/7/30 20:00,11,559,28,248,300,13
2019/7/30 20:00,11,559,28,248,300,13
2019/7/30 20:01,11,559,28,248,300,13
2019/7/30 20:01,11,559,28,248,300,13
2019/7/30 20:02,11,559,28,248,300,13
2019/7/30 20:03,11,559,28,248,300,13
2019/7/30 20:03,11,559,28,248,300,13
2019/7/30 20:04,11,559,28,248,300,13
2019/7/30 20:04,11,559,28,248,300,13
2019/7/30 20:04,11,559,28,248,300,13
2019/7/30 20:05,11,559,28,248,300,13
2019/7/30 20:06,11,559,28,248,300,13
2019/7/30 20:06,11,559,28,232,329,14
2019/7/30 20:07,11,559,28,234,324,13
2019/7/30 20:07,11,559,28,236,321,14
2019/7/30 20:08,11,559,28,237,316,14
2019/7/30 20:08,11,559,28,238,315,14
2019/7/30 20:09,17,648,43,240,310,13
2019/7/30 20:09,15,614,37,242,311,13
2019/7/30 20:10,14,601,35,244,309,13
2019/7/30 20:10,13,588,33,247,304,13
2019/7/30 20:11,12,572,30,249,300,13
2019/7/30 20:12,11,564,28,250,298,12
2019/7/30 20:12,11,564,28,250,298,12
2019/7/30 20:13,11,564,28,250,298,12
2019/7/30 20:13,11,564,28,250,298,12
2019/7/30 20:14,11,564,28,250,298,12
2019/7/30 20:14,11,564,28,250,298,12
2019/7/30 20:15,11,564,28,250,298,12
2019/7/30 20:15,11,564,28,250,298,12
2019/7/30 20:16,11,564,28,250,298,12
2019/7/30 20:16,11,564,28,250,298,12
2019/7/30 20:17,11,564,28,250,298,12
2019/7/30 20:18,11,564,28,250,298,12
2019/7/30 20:19,11,564,28,250,298,12
2019/7/30 20:19,11,564,28,250,298,12
2019/7/30 20:19,11,564,28,250,298,12
2019/7/30 20:20,11,564,28,250,298,12
2019/7/30 20:21,11,564,28,250,298,12
2019/7/30 20:21,11,564,28,250,298,12
2019/7/30 20:22,11,564,28,250,298,12
2019/7/30 20:22,11,564,28,250,298,12
2019/7/30 20:23,11,564,28,250,298,12
2019/7/30 20:23,11,564,28,250,298,12
2019/7/30 20:24,11,564,28,250,298,12
2019/7/30 20:24,11,564,28,250,298,12
2019/7/30 20:25,11,564,28,250,298,12
2019/7/30 20:25,11,564,28,250,298,12
2019/7/30 20:26,11,564,28,250,298,12
2019/7/30 20:27,11,564,28,250,298,12
2019/7/30 20:27,11,564,28,250,298,12
2019/7/30 20:28,11,564,28,250,298,12
2019/7/30 20:28,11,564,28,250,298,12
2019/7/30 20:29,11,564,28,250,298,12
2019/7/30 20:29,11,564,28,250,298,12
2019/7/30 20:30,11,564,28,250,298,12
2019/7/30 20:30,11,564,28,250,298,12
2019/7/30 20:31,11,564,28,250,298,12
2019/7/30 20:31,11,564,28,250,298,12
2019/7/30 20:32,11,564,28,250,298,12
2019/7/30 20:32,11,564,28,250,298,12
2019/7/30 20:33,11,564,28,250,298,12
2019/7/30 20:33,11,564,28,250,298,12
2019/7/30 20:34,11,564,28,250,298,12
2019/7/30 20:34,11,564,28,250,298,12
2019/7/30 20:35,11,564,28,250,298,12
2019/7/30 20:36,11,564,28,250,298,12
2019/7/30 20:37,11,564,28,250,298,12
2019/7/30 20:37,11,564,28,250,298,12
2019/7/30 20:38,11,564,28,250,298,12
2019/7/30 20:38,11,564,28,250,298,12
2019/7/30 20:39,11,564,28,250,298,12
2019/7/30 20:39,11,564,28,250,298,12
2019/7/30 20:40,11,564,28,250,298,12
2019/7/30 20:40,11,564,28,250,298,12
2019/7/30 20:41,11,564,28,250,298,12
2019/7/30 20:42,11,564,28,274,349,14
2019/7/30 20:43,11,564,28,276,350,15
2019/7/30 20:43,11,564,28,278,343,14
2019/7/30 20:43,11,564,28,279,339,14
2019/7/30 20:44,11,564,28,281,337,13
2019/7/30 20:45,32,865,82,284,335,14
2019/7/30 20:45,30,835,76,285,335,14
2019/7/30 20:46,29,816,73,287,333,14
2019/7/30 20:46,28,803,71,288,332,13
2019/7/30 20:47,27,793,69,288,336,14
2019/7/30 20:47,27,793,69,288,336,14
2019/7/30 20:48,27,793,69,288,336,14
2019/7/30 20:48,27,793,69,288,336,14
2019/7/30 20:49,27,793,69,288,336,14
2019/7/30 20:49,27,793,69,288,336,14
2019/7/30 20:50,27,793,69,288,336,14
2019/7/30 20:51,27,793,69,288,336,14
2019/7/30 20:51,27,793,69,288,336,14
2019/7/30 20:52,27,793,69,288,336,14
2019/7/30 20:52,27,793,69,288,336,14
2019/7/30 20:53,27,793,69,288,336,14
2019/7/30 20:53,27,793,69,288,336,14
2019/7/30 20:54,27,793,69,288,336,14
2019/7/30 20:54,27,793,69,288,336,14
2019/7/30 20:55,27,793,69,288,336,14
2019/7/30 20:55,27,793,69,288,336,14
2019/7/30 20:56,27,793,69,288,336,14
2019/7/30 20:56,27,793,69,288,336,14
2019/7/30 20:57,27,793,69,288,336,14
2019/7/30 20:57,27,793,69,288,336,14
2019/7/30 20:58,27,793,69,288,336,14
2019/7/30 20:58,27,793,69,288,336,14
2019/7/30 20:59,27,793,69,288,336,14
2019/7/30 21:00,27,793,69,288,336,14
2019/7/30 21:00,27,793,69,288,336,14
2019/7/30 21:01,27,793,69,288,336,14
2019/7/30 21:01,27,793,69,288,336,14
2019/7/30 21:02,27,793,69,288,336,14
2019/7/30 21:02,27,793,69,288,336,14
2019/7/30 21:03,27,793,69,288,336,14
2019/7/30 21:03,27,793,69,288,336,14
2019/7/30 21:04,27,793,69,288,336,14
2019/7/30 21:04,27,793,69,288,336,14
2019/7/30 21:05,27,793,69,288,336,14
2019/7/30 21:06,27,793,69,288,336,14
2019/7/30 21:07,27,793,69,288,336,14
2019/7/30 21:07,27,793,69,288,336,14
2019/7/30 21:07,27,793,69,288,336,14
2019/7/30 21:08,27,793,69,288,336,14
2019/7/30 21:09,27,793,69,288,336,14
2019/7/30 21:09,27,793,69,288,336,14
2019/7/30 21:10,27,793,69,288,336,14
2019/7/30 21:10,27,793,69,288,336,14
2019/7/30 21:11,27,793,69,288,336,14
2019/7/30 21:11,27,793,69,288,336,14
2019/7/30 21:12,27,793,69,288,336,14
2019/7/30 21:12,27,793,69,288,336,14
2019/7/30 21:13,27,793,69,288,336,14
2019/7/30 21:13,27,793,69,288,336,14
2019/7/30 21:14,27,793,69,288,336,14
2019/7/30 21:15,27,793,69,288,336,14
2019/7/30 21:15,27,793,69,288,336,14
2019/7/30 21:16,27,793,69,288,336,14
2019/7/30 21:16,27,793,69,288,336,14
2019/7/30 21:17,27,793,69,283,406,14
2019/7/30 21:17,27,793,69,285,401,16
2019/7/30 21:18,27,793,69,288,395,15
2019/7/30 21:18,27,793,69,290,389,13
2019/7/30 21:19,27,793,69,291,384,15
2019/7/30 21:19,27,793,69,293,381,14
2019/7/30 21:20,40,973,101,294,380,14
2019/7/30 21:20,36,923,92,296,379,14
2019/7/30 21:21,33,876,84,298,374,14
2019/7/30 21:22,32,857,80,299,371,13
2019/7/30 21:22,32,854,80,299,370,13
2019/7/30 21:22,32,854,80,299,370,13
2019/7/30 21:23,32,854,80,299,370,13
2019/7/30 21:24,32,854,80,299,370,13
2019/7/30 21:24,32,854,80,299,370,13
2019/7/30 21:25,32,854,80,299,370,13
2019/7/30 21:25,32,854,80,299,370,13
2019/7/30 21:26,32,854,80,299,370,13
2019/7/30 21:26,32,854,80,299,370,13
2019/7/30 21:27,32,854,80,299,370,13
2019/7/30 21:27,32,854,80,299,370,13
2019/7/30 21:28,32,854,80,299,370,13
2019/7/30 21:28,32,854,80,299,370,13
2019/7/30 21:29,32,854,80,299,370,13
2019/7/30 21:30,32,854,80,299,370,13
2019/7/30 21:30,32,854,80,299,370,13
2019/7/30 21:31,32,854,80,299,370,13
2019/7/30 21:31,32,854,80,299,370,13
2019/7/30 21:31,32,854,80,299,370,13
2019/7/30 21:32,32,854,80,299,370,13
2019/7/30 21:33,32,854,80,299,370,13
2019/7/30 21:33,32,854,80,299,370,13
2019/7/30 21:34,32,854,80,299,370,13
2019/7/30 21:34,32,854,80,299,370,13
2019/7/30 21:35,32,854,80,299,370,13
2019/7/30 21:35,32,854,80,299,370,13
2019/7/30 21:36,32,854,80,299,370,13
2019/7/30 21:36,32,854,80,299,370,13
2019/7/30 21:37,32,854,80,299,370,13
2019/7/30 21:37,32,854,80,299,370,13
2019/7/30 21:38,32,854,80,299,370,13
2019/7/30 21:39,32,854,80,299,370,13
2019/7/30 21:39,32,854,80,299,370,13
2019/7/30 21:40,32,854,80,299,370,13
2019/7/30 21:40,32,854,80,299,370,13
2019/7/30 21:41,32,854,80,299,370,13
2019/7/30 21:41,32,854,80,299,370,13
2019/7/30 21:42,32,854,80,299,370,13
2019/7/30 21:42,32,854,80,299,370,13
2019/7/30 21:43,32,854,80,299,370,13
2019/7/30 21:43,32,854,80,299,370,13
2019/7/30 21:44,32,854,80,299,370,13
2019/7/30 21:45,32,854,80,299,370,13
2019/7/30 21:46,32,854,80,299,370,13
2019/7/30 21:46,32,854,80,299,370,13
2019/7/30 21:46,32,854,80,299,370,13
2019/7/30 21:47,32,854,80,299,370,13
2019/7/30 21:48,32,854,80,299,370,13
2019/7/30 21:48,32,854,80,299,370,13
2019/7/30 21:49,32,854,80,299,370,13
2019/7/30 21:49,32,854,80,299,370,13
2019/7/30 21:50,32,854,80,299,370,13
2019/7/30 21:50,32,854,80,299,370,13
2019/7/30 21:51,32,854,80,299,370,13
2019/7/30 21:51,32,854,80,299,370,13
2019/7/30 21:52,32,854,80,289,430,13
2019/7/30 21:52,32,854,80,290,425,16
2019/7/30 21:53,32,854,80,292,424,15
2019/7/30 21:54,32,854,80,295,414,15
2019/7/30 21:54,32,854,80,297,409,14
2019/7/30 21:55,32,854,80,298,408,14
2019/7/30 21:55,39,964,99,299,404,14
2019/7/30 21:55,37,932,93,301,401,13
2019/7/30 21:56,35,898,87,302,396,13
2019/7/30 21:57,32,865,82,304,397,14
2019/7/30 21:57,31,843,78,304,397,14
2019/7/30 21:58,31,843,78,304,397,14
2019/7/30 21:58,31,843,78,304,397,14
2019/7/30 21:59,31,843,78,304,397,14
2019/7/30 21:59,31,843,78,304,397,14
2019/7/30 22:00,31,843,78,304,397,14
2019/7/30 22:00,31,843,78,304,397,14
2019/7/30 22:01,31,843,78,304,397,14
2019/7/30 22:01,31,843,78,304,397,14
2019/7/30 22:02,31,843,78,304,397,14
2019/7/30 22:03,31,843,78,304,397,14
2019/7/30 22:03,31,843,78,304,397,14
2019/7/30 22:04,31,843,78,304,397,14
2019/7/30 22:04,31,843,78,304,397,14
2019/7/30 22:05,31,843,78,304,397,14
2019/7/30 22:05,31,843,78,304,397,14
2019/7/30 22:06,31,843,78,304,397,14
2019/7/30 22:06,31,843,78,304,397,14
2019/7/30 22:07,31,843,78,304,397,14
2019/7/30 22:07,31,843,78,304,397,14
2019/7/30 22:08,31,843,78,304,397,14
2019/7/30 22:09,31,843,78,304,397,14
2019/7/30 22:10,31,843,78,304,397,14
2019/7/30 22:10,31,843,78,304,397,14
2019/7/30 22:10,31,843,78,304,397,14
2019/7/30 22:11,31,843,78,304,397,14
2019/7/30 22:12,31,843,78,304,397,14
2019/7/30 22:12,31,843,78,304,397,14
2019/7/30 22:13,31,843,78,304,397,14
2019/7/30 22:13,31,843,78,304,397,14
2019/7/30 22:14,31,843,78,304,397,14
2019/7/30 22:14,31,843,78,304,397,14
2019/7/30 22:15,31,843,78,304,397,14
2019/7/30 22:15,31,843,78,304,397,14
2019/7/30 22:16,31,843,78,304,397,14
2019/7/30 22:16,31,843,78,304,397,14
2019/7/30 22:17,31,843,78,304,397,14
2019/7/30 22:18,31,843,78,304,397,14
2019/7/30 22:18,31,843,78,304,397,14
2019/7/30 22:19,31,843,78,304,397,14
2019/7/30 22:19,31,843,78,304,397,14
2019/7/30 22:20,31,843,78,304,397,14
2019/7/30 22:20,31,843,78,304,397,14
2019/7/30 22:21,31,843,78,304,397,14
2019/7/30 22:21,31,843,78,304,397,14
2019/7/30 22:22,31,843,78,304,397,14
2019/7/30 22:22,31,843,78,304,397,14
2019/7/30 22:23,31,843,78,304,397,14
2019/7/30 22:23,31,843,78,304,397,14
2019/7/30 22:24,31,843,78,304,397,14
2019/7/30 22:24,31,843,78,304,397,14
2019/7/30 22:25,31,843,78,304,397,14
2019/7/30 22:25,31,843,78,304,397,14
2019/7/30 22:26,31,843,78,304,397,14
2019/7/30 22:27,31,843,78,304,397,14
2019/7/30 22:27,31,843,78,304,397,14
2019/7/30 22:28,31,843,78,289,448,15
2019/7/30 22:28,31,843,78,290,443,13
2019/7/30 22:29,31,843,78,292,439,14
2019/7/30 22:29,31,843,78,294,434,13
2019/7/30 22:30,31,843,78,297,427,13
2019/7/30 22:30,33,876,84,298,424,13
2019/7/30 22:31,30,830,75,299,424,13
2019/7/30 22:31,27,793,69,300,423,13
2019/7/30 22:32,26,772,65,301,419,13
2019/7/30 22:33,24,744,60,302,416,13
2019/7/30 22:33,24,744,60,302,416,13
2019/7/30 22:34,24,744,60,302,416,13
2019/7/30 22:34,24,744,60,302,416,13
2019/7/30 22:34,24,744,60,302,416,13
2019/7/30 22:35,24,744,60,302,416,13
2019/7/30 22:36,24,744,60,302,416,13
2019/7/30 22:36,24,744,60,302,416,13
2019/7/30 22:37,24,744,60,302,416,13
2019/7/30 22:37,24,744,60,302,416,13
2019/7/30 22:38,24,744,60,302,416,13
2019/7/30 22:38,24,744,60,302,416,13
2019/7/30 22:39,24,744,60,302,416,13
2019/7/30 22:39,24,744,60,302,416,13
2019/7/30 22:40,24,744,60,302,416,13
2019/7/30 22:40,24,744,60,302,416,13
2019/7/30 22:41,24,744,60,302,416,13
2019/7/30 22:42,24,744,60,302,416,13
2019/7/30 22:42,24,744,60,302,416,13
2019/7/30 22:43,24,744,60,302,416,13
2019/7/30 22:43,24,744,60,302,416,13
2019/7/30 22:44,24,744,60,302,416,13
2019/7/30 22:44,24,744,60,302,416,13
2019/7/30 22:45,24,744,60,302,416,13
2019/7/30 22:45,24,744,60,302,416,13
2019/7/30 22:46,24,744,60,302,416,13
2019/7/30 22:46,24,744,60,302,416,13
2019/7/30 22:47,24,744,60,302,416,13
2019/7/30 22:47,24,744,60,302,416,13
2019/7/30 22:48,24,744,60,302,416,13
2019/7/30 22:48,24,744,60,302,416,13
2019/7/30 22:49,24,744,60,302,416,13
2019/7/30 22:49,24,744,60,302,416,13
2019/7/30 22:50,24,744,60,302,416,13
2019/7/30 22:51,24,744,60,302,416,13
2019/7/30 22:51,24,744,60,302,416,13
2019/7/30 22:52,24,744,60,302,416,13
2019/7/30 22:52,24,744,60,302,416,13
2019/7/30 22:53,24,744,60,302,416,13
2019/7/30 22:53,24,744,60,302,416,13
2019/7/30 22:54,24,744,60,302,416,13
2019/7/30 22:54,24,744,60,302,416,13
2019/7/30 22:55,24,744,60,302,416,13
2019/7/30 22:55,24,744,60,302,416,13
2019/7/30 22:56,24,744,60,302,416,13
2019/7/30 22:57,24,744,60,302,416,13
2019/7/30 22:57,24,744,60,302,416,13
2019/7/30 22:58,24,744,60,302,416,13
2019/7/30 22:58,24,744,60,302,416,13
2019/7/30 22:58,24,744,60,302,416,13
2019/7/30 22:59,24,744,60,302,416,13
2019/7/30 23:00,24,744,60,302,416,13
2019/7/30 23:00,24,744,60,302,416,13
2019/7/30 23:01,24,744,60,302,416,13
2019/7/30 23:01,24,744,60,302,416,13
2019/7/30 23:02,24,744,60,302,416,13
2019/7/30 23:02,24,744,60,302,416,13
2019/7/30 23:03,24,744,60,289,453,12
2019/7/30 23:03,24,744,60,291,450,12
2019/7/30 23:04,24,744,60,292,446,12
2019/7/30 23:04,24,744,60,294,444,12
2019/7/30 23:05,24,744,60,295,439,12
2019/7/30 23:06,26,775,66,298,431,11
2019/7/30 23:06,23,732,58,299,429,11
2019/7/30 23:07,21,710,54,300,426,12
2019/7/30 23:07,20,693,51,301,426,12
2019/7/30 23:08,19,679,49,302,423,11
2019/7/30 23:08,19,676,48,302,423,11
2019/7/30 23:09,19,676,48,302,423,11
2019/7/30 23:09,19,676,48,302,423,11
2019/7/30 23:10,19,676,48,302,423,11
2019/7/30 23:10,19,676,48,302,423,11
2019/7/30 23:11,19,676,48,302,423,11
2019/7/30 23:11,19,676,48,302,423,11
2019/7/30 23:12,19,676,48,302,423,11
2019/7/30 23:13,19,676,48,302,423,11
2019/7/30 23:13,19,676,48,302,423,11
2019/7/30 23:13,19,676,48,302,423,11
2019/7/30 23:14,19,676,48,302,423,11
2019/7/30 23:15,19,676,48,302,423,11
2019/7/30 23:15,19,676,48,302,423,11
2019/7/30 23:16,19,676,48,302,423,11
2019/7/30 23:17,19,676,48,302,423,11
2019/7/30 23:17,19,676,48,302,423,11
2019/7/30 23:18,19,676,48,302,423,11
2019/7/30 23:18,19,676,48,302,423,11
2019/7/30 23:19,19,676,48,302,423,11
2019/7/30 23:19,19,676,48,302,423,11
2019/7/30 23:20,19,676,48,302,423,11
2019/7/30 23:21,19,676,48,302,423,11
2019/7/30 23:21,19,676,48,302,423,11
2019/7/30 23:22,19,676,48,302,423,11
2019/7/30 23:22,19,676,48,302,423,11
2019/7/30 23:23,19,676,48,302,423,11
2019/7/30 23:23,19,676,48,302,423,11
