0,1,2,3,4
-0.19466838,-0.35098135,-0.44427833,-0.49673066,-0.52606267
-0.19908412,-0.3400017,-0.4278374,-0.47969493,-0.49730182
-0.21396032,-0.36296174,-0.45219445,-0.4887782,-0.5135821
-0.21372382,-0.3627171,-0.43151936,-0.47949412,-0.5085756
-0.23226331,-0.36356667,-0.45707044,-0.5085081,-0.53496236
-0.20805594,-0.3664826,-0.45923883,-0.50724375,-0.5349081
-0.22866154,-0.38344115,-0.46749377,-0.51548266,-0.5358072
-0.21980456,-0.36268678,-0.45265082,-0.49123734,-0.51656187
-0.17573194,-0.3060611,-0.36579552,-0.40862158,-0.42819884
-0.12214666,-0.17683108,-0.22036195,-0.2381337,-0.25010312
-0.08969019,-0.16402936,-0.2031129,-0.23243152,-0.25449854
-0.18770266,-0.30499035,-0.38924703,-0.44331464,-0.4778388
-0.17722839,-0.3128178,-0.40204686,-0.45795172,-0.4925157
-0.22407421,-0.37763858,-0.46752968,-0.5164389,-0.5429929
-0.22555108,-0.37931687,-0.46911424,-0.51774776,-0.544024
-0.22337475,-0.37625185,-0.4658119,-0.51489526,-0.5416887
-0.22377346,-0.37676618,-0.46656752,-0.5154144,-0.5420997
-0.22426796,-0.37806058,-0.46767908,-0.51634073,-0.542834
-0.22438586,-0.37739968,-0.46721965,-0.51603806,-0.54259056
-0.22425191,-0.37784597,-0.46775666,-0.5164479,-0.54288447
-0.22680317,-0.38121533,-0.47063875,-0.5187182,-0.5446874
-0.22502516,-0.37908953,-0.468546,-0.5170927,-0.54340404
-0.22664672,-0.38091344,-0.4705187,-0.51866096,-0.54462284
-0.22664721,-0.38096973,-0.47039214,-0.5185884,-0.5445496
-0.22748539,-0.38220426,-0.47162572,-0.5194739,-0.5452824
-0.22537997,-0.37905192,-0.46855038,-0.51710045,-0.54328394
-0.22639,-0.3802242,-0.46978253,-0.518076,-0.5441511
-0.22640128,-0.38049996,-0.46980956,-0.5180464,-0.5440984
-0.22698082,-0.38133442,-0.4706883,-0.5187487,-0.5445971
-0.22699815,-0.38160586,-0.47083732,-0.5189218,-0.54473746
-0.22595112,-0.38015702,-0.469675,-0.51793796,-0.5440163
-0.2258044,-0.37950256,-0.46893764,-0.517294,-0.5435469
-0.22625735,-0.38025936,-0.46969903,-0.5178412,-0.5438622
-0.22601715,-0.3796777,-0.4691093,-0.51746935,-0.54357594
-0.22652134,-0.38108835,-0.47034025,-0.51824826,-0.54414284
-0.22676475,-0.38078067,-0.4700396,-0.5181882,-0.5442064
-0.22564262,-0.37956166,-0.46895382,-0.51732635,-0.54345936
-0.22575206,-0.37942052,-0.46866587,-0.5169314,-0.54308414
-0.2265427,-0.38063344,-0.46990535,-0.51794577,-0.5439145
-0.22757244,-0.3820581,-0.4712752,-0.5191454,-0.54483646
-0.22835298,-0.3831689,-0.4722503,-0.51998436,-0.5455647
-0.22628228,-0.38039267,-0.46967235,-0.5179206,-0.5439228
-0.22636741,-0.3801051,-0.4693964,-0.5175182,-0.5435457
-0.2263619,-0.38006946,-0.46907872,-0.51724786,-0.5433081
-0.22579741,-0.37942213,-0.46855375,-0.5168057,-0.54299027
-0.22594517,-0.3799231,-0.46898314,-0.51711726,-0.5432504
-0.22790562,-0.3826844,-0.47187757,-0.5197095,-0.54535073
-0.22706208,-0.3814962,-0.47062188,-0.5185605,-0.54431
-0.22635683,-0.38019687,-0.46948862,-0.517632,-0.5436942
-0.22713065,-0.38159865,-0.47100106,-0.5189578,-0.5447452
-0.22619042,-0.3803667,-0.46951684,-0.5176436,-0.5436301
-0.2271108,-0.3814245,-0.4706688,-0.51868445,-0.5445295
-0.22644141,-0.38073674,-0.4697258,-0.51787263,-0.543858
-0.22722654,-0.38177976,-0.47106263,-0.5189721,-0.5447162
-0.2282145,-0.3832776,-0.4724552,-0.5201443,-0.5456839
-0.22861601,-0.3837237,-0.47261214,-0.5202247,-0.54570645
-0.22728217,-0.38190398,-0.47099867,-0.51881343,-0.5446031
-0.22662099,-0.3803239,-0.46976915,-0.5178998,-0.54384863
-0.22730695,-0.38153973,-0.47079098,-0.51868004,-0.5444845
-0.22769023,-0.3819841,-0.4711796,-0.5190384,-0.54476964
-0.22704585,-0.38160595,-0.47078326,-0.5187661,-0.544551
-0.22623435,-0.37997523,-0.4692693,-0.51752883,-0.5435378
-0.22683018,-0.38100767,-0.47015664,-0.51821524,-0.54408604
-0.22726414,-0.38129076,-0.47034708,-0.51837844,-0.54428214
-0.22722127,-0.38137347,-0.47052264,-0.51838875,-0.54422027
-0.22795513,-0.38290954,-0.4720079,-0.51964533,-0.54524666
-0.22708543,-0.38168383,-0.47070077,-0.51857084,-0.5443455
-0.23636198,-0.39379522,-0.48210022,-0.5277981,-0.5508709
-0.23514563,-0.39261648,-0.48098516,-0.52503824,-0.548939
-0.2360994,-0.39366058,-0.4778967,-0.5245117,-0.5493588
-0.23620726,-0.38568807,-0.4768457,-0.52466494,-0.5495728
-0.2298108,-0.38953462,-0.4794894,-0.52618206,-0.5505191
-0.22796448,-0.38266847,-0.47165227,-0.51940864,-0.5450717
-0.2266406,-0.3806962,-0.4697322,-0.5177259,-0.54363465
-0.22731638,-0.38164064,-0.47081196,-0.5186361,-0.5444082
-0.22697477,-0.38119453,-0.47036675,-0.51827776,-0.54409564
-0.22711907,-0.38128257,-0.47064433,-0.5186211,-0.5444551
-0.22631247,-0.38051203,-0.4697886,-0.51776165,-0.5436525
-0.22831133,-0.3834658,-0.47253352,-0.5201058,-0.545567
-0.22745523,-0.38230383,-0.47136602,-0.51911694,-0.5447854
-0.22715911,-0.38137934,-0.4705445,-0.5185266,-0.54435813
-0.22641055,-0.380467,-0.46962747,-0.51768154,-0.54360634
-0.22776854,-0.38219872,-0.47120705,-0.5189968,-0.5447052
-0.22763133,-0.38191825,-0.47109658,-0.51900774,-0.5447691
-0.22757728,-0.38207713,-0.47125736,-0.51907533,-0.5447684
-0.2268546,-0.3810433,-0.47020942,-0.5182367,-0.5440812
-0.22694586,-0.38113868,-0.47021905,-0.5181784,-0.54404616
-0.226095,-0.37987137,-0.46890938,-0.51709855,-0.54319525
-0.22731139,-0.38164216,-0.47092536,-0.5188236,-0.54456466
-0.22739807,-0.3822271,-0.47132692,-0.51903045,-0.54464954
-0.22768956,-0.3820568,-0.47120097,-0.5189399,-0.54462546
-0.22696462,-0.38154897,-0.47053555,-0.5183995,-0.5441552
-0.2261649,-0.379801,-0.46871334,-0.5168704,-0.54294693
-0.2275243,-0.3818875,-0.47105116,-0.518928,-0.54463184
-0.22763757,-0.38205254,-0.4712298,-0.51906466,-0.54470795
-0.22633258,-0.38024682,-0.46924645,-0.5173278,-0.54337114
-0.22634088,-0.38030174,-0.46952,-0.51755387,-0.54349583
-0.22819658,-0.3827292,-0.47190547,-0.5195348,-0.5451232
-0.22741462,-0.38191786,-0.47103772,-0.5188365,-0.5445443
-0.2274033,-0.38164225,-0.47076395,-0.51857764,-0.5443818
-0.22650357,-0.38075614,-0.46980745,-0.517808,-0.5436633
-0.22763039,-0.38219365,-0.4711517,-0.5187751,-0.5444781
-0.22631942,-0.38021064,-0.4694436,-0.51745635,-0.54340285
-0.22816041,-0.38259956,-0.4717306,-0.519475,-0.545088
-0.22717087,-0.3818664,-0.47085875,-0.5187267,-0.5444444
-0.22674116,-0.38100722,-0.4699456,-0.51797295,-0.5439273
-0.22720294,-0.38101733,-0.47037756,-0.51830333,-0.5440853
-0.2252668,-0.37851927,-0.46765524,-0.51595783,-0.5422014
-0.22624215,-0.3801704,-0.46917886,-0.51727104,-0.5432596
-0.22675543,-0.38095763,-0.46994054,-0.5178519,-0.54371184
-0.22685273,-0.38127232,-0.47046536,-0.5183468,-0.54409766
-0.22696088,-0.3812569,-0.47039673,-0.51836365,-0.54420596
-0.22892289,-0.38376045,-0.47292277,-0.52049637,-0.54592097
-0.22822131,-0.38328508,-0.47225624,-0.5198435,-0.5453577
-0.22862297,-0.3836506,-0.4725431,-0.5200114,-0.5454813
-0.22615422,-0.379641,-0.4689204,-0.51712066,-0.54315925
-0.228598,-0.38365626,-0.4726106,-0.5201711,-0.5456451
-0.22855122,-0.38360223,-0.47255057,-0.52010655,-0.5455784
-0.22779186,-0.38264504,-0.47155324,-0.5192146,-0.54478264
-0.22858335,-0.38369465,-0.47243863,-0.51999205,-0.54546475
-0.22751187,-0.38173896,-0.47075468,-0.51863575,-0.54444456
-0.22803423,-0.38272196,-0.47176164,-0.5193638,-0.5449105
-0.22640738,-0.380124,-0.46942574,-0.5174772,-0.5433856
-0.22602479,-0.37974313,-0.46892005,-0.51701313,-0.5430551
-0.22630732,-0.37983653,-0.46884647,-0.51700044,-0.54306203
-0.2277252,-0.3823255,-0.4714026,-0.51910436,-0.5447226
-0.2261718,-0.3798556,-0.4688731,-0.51689947,-0.5429523
-0.22702053,-0.3812638,-0.47029784,-0.51819605,-0.54399186
-0.22720984,-0.38126445,-0.47025937,-0.51815486,-0.5440327
-0.22845025,-0.38325205,-0.47221178,-0.519821,-0.54535586
-0.22852741,-0.3835162,-0.4726316,-0.5201411,-0.5455915
-0.22730272,-0.38183972,-0.470983,-0.5187873,-0.54445153
-0.2268163,-0.38098964,-0.4698987,-0.51782256,-0.5437227
-0.22774096,-0.38234127,-0.47135895,-0.51904523,-0.5446876
-0.22693488,-0.3811606,-0.4702671,-0.5181553,-0.5439643
-0.22788393,-0.3823959,-0.47143856,-0.5192484,-0.5448928
-0.22701997,-0.38106164,-0.46998414,-0.51793426,-0.5437918
-0.22727548,-0.38156912,-0.4706159,-0.5183829,-0.5441219
-0.22735976,-0.38156328,-0.47058395,-0.51846844,-0.54421914
-0.22859327,-0.38376197,-0.47264403,-0.52005875,-0.54548365
-0.22850521,-0.38353518,-0.47240955,-0.5199353,-0.54537874
-0.2300135,-0.38551003,-0.47425604,-0.521438,-0.5465864
-0.22796956,-0.38270637,-0.4716748,-0.51931906,-0.54488957
-0.22768416,-0.3819997,-0.4711476,-0.5188939,-0.5445786
-0.22825083,-0.3829605,-0.4719784,-0.51961,-0.5451546
-0.2274406,-0.38170412,-0.47079453,-0.5185961,-0.5442856
-0.22524019,-0.37881768,-0.468047,-0.51622045,-0.54243934
-0.22802587,-0.38267976,-0.47165233,-0.51926756,-0.5448759
-0.22728515,-0.38183528,-0.47072053,-0.5185828,-0.54434323
-0.22750553,-0.3820352,-0.47110978,-0.51879525,-0.54447955
-0.225208,-0.37856275,-0.4676694,-0.51597565,-0.54217833
-0.2270107,-0.38151765,-0.47053462,-0.5184315,-0.5442008
-0.22617942,-0.37960258,-0.46843204,-0.51659375,-0.5426263
-0.22538123,-0.37912154,-0.4682745,-0.516432,-0.54251605
-0.22657087,-0.3804647,-0.46945104,-0.5174376,-0.543396
-0.22756287,-0.38187543,-0.47090667,-0.5187634,-0.5445156
-0.22789589,-0.38258234,-0.47161433,-0.51931036,-0.54485875
-0.22677055,-0.38107955,-0.4701304,-0.5180863,-0.5438884
-0.22764394,-0.38203034,-0.47091344,-0.5186393,-0.5443355
-0.22878529,-0.38387328,-0.47271675,-0.5201666,-0.54555786
-0.2279856,-0.3821806,-0.47135285,-0.51917803,-0.5448193
-0.22677091,-0.38076612,-0.46983835,-0.5177566,-0.5436305
-0.22790413,-0.38235122,-0.47120503,-0.51892155,-0.54461145
-0.2268099,-0.38142547,-0.47033355,-0.51824594,-0.54405355
-0.22867559,-0.38367656,-0.47263342,-0.5201114,-0.54556125
-0.2274766,-0.38209358,-0.4709927,-0.51885146,-0.54458654
-0.22732902,-0.38147625,-0.47067615,-0.51848835,-0.544262
-0.22751267,-0.38195768,-0.47105026,-0.5188613,-0.5445468
-0.2292707,-0.38405117,-0.47309172,-0.5205024,-0.5458688
-0.22710156,-0.38133863,-0.47028077,-0.5181513,-0.5439976
-0.22791319,-0.38250378,-0.4715924,-0.519267,-0.54481786
-0.22875452,-0.38379472,-0.47275037,-0.52023286,-0.54561615
-0.2275112,-0.38188806,-0.4709026,-0.518693,-0.54441273
-0.2270807,-0.38157403,-0.4705973,-0.518404,-0.54414594
-0.22757176,-0.38226914,-0.4711238,-0.5187795,-0.5444701
-0.22816253,-0.38296485,-0.47190788,-0.5195164,-0.545015
-0.22711545,-0.38168567,-0.47067726,-0.5184701,-0.54415756
-0.22752857,-0.38193727,-0.47084,-0.518646,-0.54432976
-0.2268608,-0.38105473,-0.47007313,-0.5179785,-0.54385257
-0.22683594,-0.3808069,-0.46994406,-0.51791775,-0.5437969
-0.22582638,-0.3796287,-0.46859637,-0.51670563,-0.54280806
-0.22812934,-0.3830231,-0.47203627,-0.5196043,-0.5450686
-0.22786678,-0.38219312,-0.47121736,-0.518984,-0.5446442
-0.22693914,-0.38072425,-0.47003776,-0.5179699,-0.54384005
-0.22613563,-0.3798768,-0.46912995,-0.5172131,-0.54322356
-0.22816406,-0.38290262,-0.47190115,-0.5195037,-0.54504323
-0.22688703,-0.3811906,-0.47015974,-0.5180243,-0.54382986
-0.22735234,-0.38179424,-0.47074652,-0.51851946,-0.54425025
-0.22746086,-0.3818486,-0.47092912,-0.5187774,-0.54447395
-0.22820537,-0.38275096,-0.47184315,-0.5194178,-0.5449535
-0.22739038,-0.381956,-0.47103426,-0.51872426,-0.54441714
-0.22775859,-0.38242003,-0.47115037,-0.5188683,-0.5445745
-0.2273015,-0.3817679,-0.47053316,-0.5183515,-0.5441392
-0.22670966,-0.38075295,-0.46981314,-0.5177779,-0.543666
-0.2267548,-0.38045976,-0.46956217,-0.51755977,-0.5434584
-0.2279174,-0.38229176,-0.4712049,-0.5189012,-0.5445045
-0.22708395,-0.38134205,-0.47049937,-0.5183629,-0.54411566
-0.22732136,-0.38176838,-0.4708928,-0.51860917,-0.5442733
-0.22839883,-0.38309017,-0.47196868,-0.51958644,-0.5451094
-0.22647886,-0.3804628,-0.4694094,-0.5172766,-0.5431314
-0.22798574,-0.382458,-0.47141495,-0.5191171,-0.54475904
-0.2269773,-0.38116992,-0.47027284,-0.51819044,-0.544076
-0.22587793,-0.37944686,-0.4686241,-0.51693004,-0.5430444
-0.22697526,-0.38112324,-0.469989,-0.51790816,-0.54372305
-0.22715974,-0.3812074,-0.4700989,-0.5179788,-0.54374886
-0.22688569,-0.38094223,-0.46990642,-0.51784575,-0.54372317
-0.22796984,-0.3825026,-0.47145435,-0.5191117,-0.54470867
-0.22826874,-0.38321993,-0.4722658,-0.5197883,-0.54522526
-0.22633207,-0.38037145,-0.4693185,-0.51733613,-0.5433073
-0.22888234,-0.38416517,-0.47306806,-0.52056444,-0.54594433
-0.22824626,-0.3831409,-0.47188678,-0.5194549,-0.5450085
-0.22575516,-0.37928897,-0.4683803,-0.5166524,-0.5427817
-0.22891243,-0.38365138,-0.47278285,-0.52035755,-0.54573953
-0.22828607,-0.38305283,-0.4718726,-0.5194682,-0.54504853
-0.22885627,-0.38365746,-0.47264594,-0.52012604,-0.5455443
-0.22799298,-0.382779,-0.47173238,-0.51934403,-0.5449041
-0.227212,-0.38162574,-0.47054666,-0.5183734,-0.5441687
-0.22842859,-0.38329783,-0.47221467,-0.519743,-0.54516923
-0.22764902,-0.38164392,-0.4705485,-0.518356,-0.5441517
-0.22808567,-0.3827932,-0.4716503,-0.51912725,-0.5446929
-0.22696924,-0.3807795,-0.46983668,-0.5177826,-0.5436112
-0.22500186,-0.3783675,-0.46757677,-0.515855,-0.5420246
-0.22752789,-0.3818006,-0.47070083,-0.5185127,-0.54423314
