mean,trans,pre_trans,s2s,pres2s,dae
0.01048723266809537,0.040773296523956726,0.019738565713660616,0.9602019289614294,0.9998631987367756,0.026009062792866345
0.40223277070871966,0.0406042112267071,0.01959148893049889,0.963691325007991,0.9998747266092981,0.12811054873086744
0.4117142884134012,0.04030347188477024,0.019129168805701757,0.9655475996560765,0.9998794530370325,0.1281108787035855
0.41637885644161476,0.04002763895856232,0.01894752940283856,0.9666710945188579,0.9998811822179109,0.12826784418733073
0.41875716130392837,0.03979594994256591,0.018624138703336124,0.9674403332041029,0.9998816433328116,0.12823058265270298
0.4200196175622758,0.03966501218756674,0.01854385328102165,0.9680649228839661,0.9998813320802536,0.12811578768233006
0.4208700337925094,0.03949385988293136,0.018304503426600505,0.9665463971004252,0.9998742654943973,0.12811640447748773
0.4150008157832631,0.03938696899603533,0.01827095922663241,0.9664545147921064,0.9998719253362752,0.12828779484551697
0.41360339084726194,0.03937352321531723,0.018318188441767747,0.9651485889187624,0.9998663112623567,0.12837846119544224
0.40839879597679174,0.039401519909415206,0.018283477302521833,0.9651891641461161,0.9998654581997901,0.1283902056859547
0.4073843248043528,0.039348739592106274,0.018191225448340176,0.9640838777316347,0.9998610660803591,0.128379171905912
0.40283622931558294,0.03925592891393792,0.018066214426068317,0.9643517645393513,0.9998614695558973,0.1283923835058941
0.40252471954272373,0.0391572241949068,0.01793763893472955,0.9651652222417769,0.9998638097140194,0.12838171015758965
0.4038744562242428,0.03904673139415027,0.017806899301457402,0.9658708783696653,0.9998657348687306,0.12823631910149444
0.4049149887912211,0.038928052425528825,0.017674165262874075,0.9665282306554662,0.9998670375183257,0.1281155795456925
0.40584974443431165,0.03880947578400573,0.017543255892979726,0.9671133371948403,0.9998680404432352,0.12811536379429989
0.40656760325526065,0.03869071495370563,0.017413789284374315,0.9676411091738236,0.9998692393419775,0.12811524449647105
0.4071118071320937,0.03857183133088754,0.01728489553686885,0.9681224254577209,0.9998697696241136,0.1281151810401791
0.40751484770972757,0.038452681657613896,0.01715655343338568,0.9685652456796412,0.9998704612964648,0.12811519373143748
0.407801560025263,0.03833328639930428,0.017028635671458126,0.9689761853657838,0.9998709224113658,0.12811526987898783
0.40799129730167827,0.03821370695221771,0.016900908863230535,0.9693602639153917,0.9998710953294535,0.12811537140905493
0.40809934737918996,0.0380938205238362,0.01677330935746968,0.9697214296425136,0.9998713835262668,0.12811553131891062
0.4081379196979652,0.03797389316461536,0.01664583715417539,0.9700630218127548,0.9998714988049919,0.12811570138177306
0.4081169345942893,0.03785349510074232,0.01651849225334784,0.9703878126466178,0.9998716140837172,0.1281159196714173
0.4080447202785623,0.037733015175190565,0.016391041267131423,0.9706976187885983,0.9998715795000995,0.12811631056217568
0.4079275212773078,0.0376121873375046,0.016263823668770494,0.9709947609232837,0.9998714988049919,0.12811654915783335
0.4077711451766116,0.03749099112226473,0.016136436333787363,0.9712802051275157,0.9998713835262668,0.1281168283655179
0.4075802861861263,0.03736954932198888,0.01600928238665983,0.9715556630374379,0.9998711529688162,0.12811710503495077
0.4073589248622339,0.03724806659087371,0.01588214965661011,0.9718220167232101,0.9998711529688162,0.12811740201039706
0.40711042260125085,0.03712611315510633,0.015755144229026963,0.9720802322616738,0.999871037690091,0.12811770660059837
0.40683772681776276,0.03700403692682097,0.015628181235599448,0.9723312022238247,0.9998706918539153,0.12811802642030976
0.40654329868511674,0.036881715113499636,0.015501409195871951,0.972575661668129,0.9998704612964648,0.12811836654603456
0.4062293134803453,0.036759024922624395,0.015374679590299922,0.9728141356363483,0.999870115460289,0.12811870413350768
0.4058976765344253,0.03663619147381153,0.015248162155505729,0.9730471806727506,0.9998698849028388,0.1281190417209808
0.40555002782401917,0.03651311243996269,0.015121878108567077,0.9732751223032278,0.9998695851781532,0.12811940722922238
0.40518782921456087,0.03638997200985489,0.014995806232406261,0.9734986850854116,0.9998693085092125,0.12811976258445726
0.4048123521350544,0.03626629947883586,0.014869840441634363,0.9737177745117845,0.9998688473943118,0.1281201306309505
0.40442474548751217,0.036142606482397144,0.014744256558262392,0.9739332726525066,0.9998685591974986,0.12812049867744377
0.40402625532552583,0.03601850417756519,0.014618969713979357,0.9741449484892027,0.9998680404432352,0.12812105709281285
0.4036172994975554,0.03589432001105469,0.01449400112586302,0.9743534530736574,0.9998677291906771,0.12812141244804773
0.40319891742883296,0.03576989025950811,0.014369329576835566,0.9745587444025297,0.9998673487708839,0.1281218008005544
0.40277184355629936,0.03564519445750597,0.014244912632741469,0.9747611480017119,0.999866887655983,0.12812218915306106
0.4023367402990572,0.03552041679382517,0.014121174635136291,0.9749608633870737,0.999866426541082,0.12812258765857445
0.4018941608411003,0.035395188890911866,0.013997712459542178,0.9751580900744844,0.9998660807049063,0.12812298616408785
0.40144467697505837,0.03526994052257881,0.013874568540114818,0.9753528700672851,0.9998655043112801,0.12812339989911128
0.4009887500500984,0.035144426103790205,0.013752188435487478,0.9755453293754984,0.999865123891487,0.12812378571336633
0.40052681531496337,0.0350186047037066,0.013630084152871202,0.9757357830241817,0.999864639720841,0.12812419944838976
0.4000592833679958,0.03489276283820342,0.0135085739484328,0.9759241680083233,0.9998640056878523,0.12812461064516154
0.39958650849828836,0.03476649119888725,0.013387657822172216,0.9761107678504747,0.9998636022123141,0.12812501676542998
0.3991088360531232,0.03464013769789248,0.01326733577408934,0.9762955300464597,0.9998630834580505,0.1281254330387051
0.3986265623206503,0.034513559077281375,0.013147713889573254,0.9764785491037956,0.9998625762316595,0.12812584423547685
0.39813997464720785,0.03438671440621471,0.01302853756369049,0.9766600665416926,0.9998619306707982,0.12812626812350703
0.39764933548706316,0.034259746942630065,0.012910252355074425,0.9768398828442814,0.999861550251005,0.12812667932027882
0.3971548814357291,0.034132779479045416,0.01279245513924726,0.9770182500316074,0.9998610084409965,0.12812709813180564
0.3966568121131181,0.03400515712203156,0.012675442955297933,0.9771951891053413,0.9998604320473704,0.12812752963459081
