mean,trans,pre_trans,s2s,pres2s,dae
0.01048723266809537,0.013251180721756683,0.008029291053463616,0.9602019289614294,0.9998631987367756,0.026009062792866345
0.40223277070871966,0.013136029592692833,0.008016509738521915,0.963691325007991,0.9998747266092981,0.12811054873086744
0.4117142884134012,0.013098184301586047,0.00800515357019932,0.9655475996560765,0.9998794530370325,0.1281108787035855
0.41637885644161476,0.013084809380197682,0.007993707392616622,0.9666710945188579,0.9998811822179109,0.12826784418733073
0.41875716130392837,0.013057531182738502,0.007982621252074495,0.9674403332041029,0.9998816433328116,0.12823058265270298
0.4200196175622758,0.013024259933596405,0.007968909841444438,0.9680649228839661,0.9998813320802536,0.12811578768233006
0.4208700337925094,0.013072355305541516,0.007955108421554391,0.9665463971004252,0.9998742654943973,0.12811640447748773
0.4150008157832631,0.013067720880184597,0.007940781947646802,0.9664545147921064,0.9998719253362752,0.12828779484551697
0.41360339084726194,0.013078152111199615,0.007925105334836868,0.9651485889187624,0.9998663112623567,0.12837846119544224
0.40839879597679174,0.013038389647388238,0.007908753652575817,0.9651891641461161,0.9998654581997901,0.1283902056859547
0.4073843248043528,0.013060203147846672,0.007892491979574867,0.9640838777316347,0.9998610660803591,0.128379171905912
0.40283622931558294,0.013043159935377746,0.007877430430042687,0.9643517645393513,0.9998614695558973,0.1283923835058941
0.40252471954272373,0.01300454475601942,0.007862698914464394,0.9651652222417769,0.9998638097140194,0.12838171015758965
0.4038744562242428,0.012967756174277367,0.00784787738962589,0.9658708783696653,0.9998657348687306,0.12823631910149444
0.4049149887912211,0.012933141394657177,0.00783284584318028,0.9665282306554662,0.9998670375183257,0.1281155795456925
0.40584974443431165,0.012900941950727773,0.007817919307538446,0.9671133371948403,0.9998680404432352,0.12811536379429989
0.40656760325526065,0.012870614391958912,0.007802992771896389,0.9676411091738236,0.9998692393419775,0.12811524449647105
0.4071118071320937,0.012841962472325552,0.007788051234711046,0.9681224254577209,0.9998697696241136,0.1281151810401791
0.40751484770972757,0.012814744658258714,0.007773169703699179,0.9685652456796412,0.9998704612964648,0.12811519373143748
0.407801560025263,0.012788613745252753,0.007758183161883703,0.9689761853657838,0.9998709224113658,0.12811526987898783
0.40799129730167827,0.012763237624650203,0.007743286629328439,0.9693602639153917,0.9998710953294535,0.12811537140905493
0.40809934737918996,0.012738857830020156,0.007728360093686437,0.9697214296425136,0.9998713835262668,0.12811553131891062
0.4081379196979652,0.012715232827793521,0.007713388553414413,0.9700630218127548,0.9998714988049919,0.12811570138177306
0.4081169345942893,0.012691970125920549,0.007698462017772356,0.9703878126466178,0.9998716140837172,0.1281159196714173
0.4080447202785623,0.01266938673721063,0.007683520480587069,0.9706976187885983,0.9998715795000995,0.12811631056217568
0.4079275212773078,0.012647226032246495,0.0076685789434016716,0.9709947609232837,0.9998714988049919,0.12811654915783335
0.4077711451766116,0.012625382340091917,0.007653727415476541,0.9712802051275157,0.9998713835262668,0.1281168283655179
0.4075802861861263,0.01260397642753136,0.007638575856684149,0.9715556630374379,0.9998711529688162,0.12811710503495077
0.4073589248622339,0.012583008294564657,0.007623799336475778,0.9718220167232101,0.9998711529688162,0.12811740201039706
0.40711042260125085,0.01256204016159812,0.007608812794660358,0.9720802322616738,0.999871037690091,0.12811770660059837
0.40683772681776276,0.012541524904073453,0.00759387125747496,0.9723312022238247,0.9998706918539153,0.12811802642030976
0.40654329868511674,0.01252117570087763,0.007578914718746277,0.972575661668129,0.9998704612964648,0.12811836654603456
0.4062293134803453,0.012500992552010481,0.007563973181560879,0.9728141356363483,0.999870115460289,0.12811870413350768
