mean,trans,pre_trans,s2s,pres2s,dae
0.01048723266809537,0.8698663451682811,0.9140206650748359,0.9602019289614294,0.9998631987367756,0.026009062792866345
0.40223277070871966,0.8700646167190162,0.9146212215344641,0.963691325007991,0.9998747266092981,0.12811054873086744
0.4117142884134012,0.8702404640874721,0.9150258552283135,0.9655475996560765,0.9998794530370325,0.1281108787035855
0.41637885644161476,0.8704866658771566,0.9153923544868843,0.9666710945188579,0.9998811822179109,0.12826784418733073
0.41875716130392837,0.8706858658586705,0.915650688897626,0.9674403332041029,0.9998816433328116,0.12823058265270298
0.4200196175622758,0.8709264325893231,0.9158579789187753,0.9680649228839661,0.9998813320802536,0.12811578768233006
0.4208700337925094,0.8713516538859574,0.9159207288749098,0.9665463971004252,0.9998742654943973,0.12811640447748773
0.4150008157832631,0.8717218140794669,0.9160994248358236,0.9664545147921064,0.9998719253362752,0.12828779484551697
0.41360339084726194,0.8723897942349812,0.916240784775824,0.9651485889187624,0.9998663112623567,0.12837846119544224
0.40839879597679174,0.872925988799411,0.9164544485794489,0.9651891641461161,0.9998654581997901,0.1283902056859547
0.4073843248043528,0.8736588043709694,0.9166595328117585,0.9640838777316347,0.9998610660803591,0.128379171905912
0.40283622931558294,0.874197835807223,0.9169852317430172,0.9643517645393513,0.9998614695558973,0.1283923835058941
0.40252471954272373,0.874628137683396,0.9173426777946323,0.9651652222417769,0.9998638097140194,0.12838171015758965
0.4038744562242428,0.8750717728571404,0.9176878634493834,0.9658708783696653,0.9998657348687306,0.12823631910149444
0.4049149887912211,0.8755430675311663,0.9180262693482527,0.9665282306554662,0.9998670375183257,0.1281155795456925
0.40584974443431165,0.8760575729210165,0.9183559197539974,0.9671133371948403,0.9998680404432352,0.12811536379429989
0.40656760325526065,0.8765664948313225,0.9186784791575824,0.9676411091738236,0.9998692393419775,0.12811524449647105
0.4071118071320937,0.8770708777467108,0.9189945023893293,0.9681224254577209,0.9998697696241136,0.1281151810401791
0.40751484770972757,0.8775713922005212,0.9193057757322252,0.9685652456796412,0.9998704612964648,0.12811519373143748
0.407801560025263,0.8780608299593471,0.9196127592894632,0.9689761853657838,0.9998709224113658,0.12811526987898783
0.40799129730167827,0.8785451613488902,0.9199164815270056,0.9693602639153917,0.9998710953294535,0.12811537140905493
0.40809934737918996,0.8790271974512305,0.9202170777693213,0.9697214296425136,0.9998713835262668,0.12811553131891062
0.4081379196979652,0.8795079440663782,0.9205151028467315,0.9700630218127548,0.9998714988049919,0.12811570138177306
0.4081169345942893,0.8799866661866335,0.9208110439273238,0.9703878126466178,0.9998716140837172,0.1281159196714173
0.4080447202785623,0.8804644211914943,0.9211048874786515,0.9706976187885983,0.9998715795000995,0.12811631056217568
0.4079275212773078,0.8809408738142905,0.921397283058164,0.9709947609232837,0.9998714988049919,0.12811654915783335
0.4077711451766116,0.8814166687986187,0.9216884201201178,0.9712802051275157,0.9998713835262668,0.1281168283655179
0.4075802861861263,0.881891200085498,0.9219780280155752,0.9715556630374379,0.9998711529688162,0.12811710503495077
0.4073589248622339,0.8823652671569879,0.9222667833668798,0.9718220167232101,0.9998711529688162,0.12811740201039706
0.40711042260125085,0.8828384960618028,0.9225548079660535,0.9720802322616738,0.999871037690091,0.12811770660059837
0.40683772681776276,0.8833112091717406,0.9228418852939462,0.9723312022238247,0.9998706918539153,0.12811802642030976
0.40654329868511674,0.8837832517483382,0.9231281777399205,0.972575661668129,0.9998704612964648,0.12811836654603456
0.4062293134803453,0.8842551266916008,0.9234140912773826,0.9728141356363483,0.999870115460289,0.12811870413350768
0.4058976765344253,0.8847266018938336,0.9236993011276073,0.9730471806727506,0.9998698849028388,0.1281190417209808
0.40555002782401917,0.8851975741960614,0.9239839155501699,0.9732751223032278,0.9998695851781532,0.12811940722922238
0.40518782921456087,0.8856683143905945,0.9242683134535825,0.9734986850854116,0.9998693085092125,0.12811976258445726
0.4048123521350544,0.8861388482671767,0.9245522783186952,0.9737177745117845,0.9998688473943118,0.1281201306309505
0.40442474548751217,0.8866090597719607,0.9248358778077426,0.9739332726525066,0.9998685591974986,0.12812049867744377
0.40402625532552583,0.8870791423280258,0.9251193961021085,0.9741449484892027,0.9998680404432352,0.12812105709281285
0.4036172994975554,0.8875489025122922,0.9254023054363654,0.9743534530736574,0.9998677291906771,0.12812141244804773
0.40319891742883296,0.888019010858101,0.9256852689004098,0.9745587444025297,0.9998673487708839,0.1281218008005544
0.40277184355629936,0.8884886163039045,0.9259679346506231,0.9747611480017119,0.999866887655983,0.12812218915306106
0.4023367402990572,0.8889581830650923,0.9262503297518991,0.9749608633870737,0.999866426541082,0.12812258765857445
0.4018941608411003,0.8894278787749994,0.9265325489313656,0.9751580900744844,0.9998660807049063,0.12812298616408785
0.40144467697505837,0.8898974455361872,0.9268144974618948,0.9753528700672851,0.9998655043112801,0.12812339989911128
0.4009887500500984,0.8903667930845522,0.9270967031089146,0.9755453293754984,0.999865123891487,0.12812378571336633
0.40052681531496337,0.890832865335448,0.9273782727309314,0.9757357830241817,0.999864639720841,0.12812419944838976
0.4000592833679958,0.8912860685041617,0.9276579207454927,0.9759241680083233,0.9998640056878523,0.12812461064516154
0.39958650849828836,0.8917388848267176,0.9279376093573947,0.9761107678504747,0.9998636022123141,0.12812501676542998
0.3991088360531232,0.8921922427338943,0.9282169190607843,0.9762955300464597,0.9998630834580505,0.1281254330387051
0.3986265623206503,0.8926455232718394,0.9284966347375799,0.9764785491037956,0.9998625762316595,0.12812584423547685
0.39813997464720785,0.8930986877559373,0.9287759850383102,0.9766600665416926,0.9998619306707982,0.12812626812350703
0.39764933548706316,0.8935521617169614,0.9290554300661685,0.9768398828442814,0.999861550251005,0.12812667932027882
0.3971548814357291,0.894005545413882,0.9293345097179613,0.9770182500316074,0.9998610084409965,0.12812709813180564
0.3966568121131181,0.8944442289568069,0.9296118978138954,0.9771951891053413,0.9998604320473704,0.12812752963459081
0.3961553520312132,0.8948784379791734,0.9298885822225923,0.9773707630704945,0.9998598556537442,0.1281279509843693
0.39565069235145645,0.8953126985810276,0.930164982449905,0.9775451399404307,0.9998592792601182,0.12812836725764445
0.3951430044182994,0.8957468818136503,0.9304414909367924,0.9777181307001156,0.9998589334239424,0.12812878606917127
0.39463244676765274,0.896181206889864,0.9307178235018708,0.9778900293729362,0.9998581841122284,0.12812923026321485
0.3941194058308001,0.896615699599413,0.930994372586099,0.9780608149572215,0.9998576307743473,0.12812981406110072
0.3936035349312711,0.8970501020448585,0.9312705833591555,0.9782304979538071,0.999857204243064,0.12813023794913087
0.39308523898814896,0.8974849171262054,0.9315465234832745,0.9783988683459881,0.9998564664592227,0.12813066183716104
0.39256460367366,0.8979194227306262,0.9318220576339875,0.9785662831621627,0.9998557747868713,0.1281311085694563
0.3920417726609733,0.8983537220170962,0.9320926118442525,0.9787329314173648,0.9998553597834605,0.1281315400722415
0.39151682594305637,0.8987883952548521,0.9323633961061142,0.978898424580691,0.9998547488062167,0.12813197157502668
0.3909898684049471,0.8992232748105589,0.9326340991732947,0.9790628151563174,0.9998542646355708,0.1281324030778119
0.39046101629020313,0.8996579093636987,0.9329046939809001,0.9792264706734772,0.9998535729632194,0.1281328345805971
0.3899303394416255,0.9000923891783758,0.933175045204462,0.9793894436363467,0.9998528236515055,0.128133276236389
0.38939792256475847,0.9005274621571613,0.9334452881684491,0.9795511564989878,0.9998523625366047,0.1281337102774259
0.388863841906675,0.9009620967103014,0.933715422872861,0.9797122393115146,0.9998516708642532,0.12813415447146947
0.3883281842271191,0.9013968860019046,0.9339854222528043,0.9798724820572228,0.9998510368312645,0.12813459612726139
0.38779099810188056,0.9018318429268428,0.9342553675029601,0.9800318847361117,0.999850518077001,0.12813504285955662
0.38725235941552627,0.9022664387953672,0.9345198727094743,0.9801906888673924,0.9998497111259244,0.12813547436234185
0.38671233607749345,0.9027013441408177,0.9347835389042826,0.9803484849184904,0.9998491808437884,0.12813591347988207
0.38617096409670093,0.9031361850119086,0.9350470156448347,0.9805056404186387,0.999848489171437,0.128136362750429
0.38562832588282236,0.903571090357359,0.9353103570609181,0.9806619873544741,0.999847935833556,0.12813679425321423
0.38508444173618706,0.9040055959617799,0.9355735360876392,0.9808177672452066,0.9998472556890771,0.12813725113851618
0.3845394013165869,0.9044404497277427,0.9358364985952101,0.9809726860674497,0.9998465986003434,0.12813768264130138
0.38399321417000953,0.9048753163885774,0.9360994340378876,0.9811271533537776,0.9998459530394821,0.12813812937359664
0.38344595026009276,0.9053100798904368,0.9363620717667337,0.9812808540791332,0.9998453305343658,0.12813857102938855
0.38289762553709616,0.9057449852358873,0.9366243576519613,0.9814337462401759,0.9998447080292496,0.12813901268518046
0.3823483098438216,0.9061797358428747,0.9368866706020826,0.9815862183678088,0.9998439471896633,0.1281394721087341
0.3817980094637047,0.9066143575011429,0.9371483745920948,0.9817379554369753,0.9998432555173119,0.12813990868802266
