SP,RP,TI,TT,UT,LMS,CML,MLR,RP,TI,TT,UT,LMS,CML,MLR,mean,trans,pre_trans,s2s,pres2s,dae
0.001528116,0.001910996,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.8226601,0.59086114,0.36502706,0.460394468,0.408610352,0.076159661,0.671483213,0.884526371
0.001575808,0.001970637,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.817734,0.59322345,0.364243538,0.461584141,0.409771093,0.090521943,0.662133447,0.884873742
0.001623499,0.002030278,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.8128079,0.59545094,0.363417833,0.46368098,0.408892298,0.105921155,0.682702932,0.885216573
0.001671191,0.002089919,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.8078818,0.59755486,0.362553492,0.4578801,0.405682076,0.103150871,0.678759031,0.885555197
0.001718882,0.00214956,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.8029557,0.5995452,0.361653585,0.461171213,0.40818365,0.076717578,0.665941351,0.885890055
0.001766574,0.002209201,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.79802954,0.60143083,0.360720896,0.463013792,0.411096706,0.090605928,0.661878453,0.886221259
0.001814266,0.002268842,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.79310346,0.60321987,0.35975801,0.460099873,0.414478853,0.097165716,0.662949426,0.886549196
0.001861957,0.002328483,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7881774,0.6049196,0.358767186,0.462161757,0.412005821,0.099868375,0.664768381,0.886874033
0.001909648,0.002388124,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7832512,0.6065365,0.357750401,0.462646207,0.412426852,0.095362077,0.656693583,0.887168695
0.00195734,0.002447765,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.77832514,0.60807645,0.356709584,0.46556009,0.415160586,0.110061213,0.664768381,0.887452063
0.002005032,0.002507405,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.773399,0.6095449,0.355646369,0.464775877,0.414862432,0.097410445,0.668474288,0.887731886
0.002052723,0.002567046,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7684729,0.6109466,0.354562282,0.460249003,0.411927411,0.100639333,0.645864853,0.888008388
0.002100415,0.002626687,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7635468,0.61228603,0.353458712,0.465674884,0.419379509,0.104657603,0.660212495,0.888281944
0.002148106,0.002686328,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7586207,0.61356735,0.352336959,0.464425938,0.4145703,0.10058088,0.657118572,0.888552754
0.002195798,0.002745969,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7536946,0.61479414,0.351198145,0.466574367,0.418486688,0.102245616,0.657832554,0.888820951
0.002243489,0.00280561,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.74876845,0.61596996,0.350043367,0.461946081,0.415811029,0.100603991,0.653973651,0.889086645
0.002291181,0.002865251,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.74384236,0.61709774,0.348873576,0.463401765,0.419263998,0.100335199,0.651423714,0.889349981
0.002338872,0.002924892,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7389163,0.61818045,0.347689693,0.468156971,0.423447198,0.098205784,0.64,0.889611146
0.002386564,0.002984533,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7339902,0.6192208,0.346492544,0.46218004,0.419113269,0.109720149,0.646374841,0.889870262
0.002434255,0.003044174,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.72906405,0.6202211,0.345282847,0.467141471,0.423252204,0.103511154,0.639898003,0.890127386
0.002481947,0.003103815,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7241379,0.6211837,0.344061355,0.469075817,0.421715955,0.107244072,0.6359881,0.890382737
0.002529638,0.003163456,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7192118,0.62211066,0.342828727,0.46623788,0.424338172,0.102754134,0.632724182,0.890636317
0.00257733,0.003223097,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.71428573,0.62300396,0.341585576,0.466101299,0.42371973,0.112681277,0.639388015,0.890888236
0.002625021,0.003282738,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.70935965,0.62386537,0.340332444,0.467931595,0.426175714,0.1148477,0.621453464,0.891138649
0.002672713,0.003342379,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.7044335,0.6246966,0.339069878,0.472997837,0.425642427,0.100077683,0.634730132,0.891347116
0.002720404,0.00340202,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.69950736,0.6254992,0.337798326,0.469485277,0.425891536,0.101190975,0.638062048,0.891550589
0.002768096,0.003461661,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6945813,0.6262745,0.336518258,0.472563723,0.434010418,0.10208662,0.619889503,0.891752844
0.002815787,0.003521302,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6896552,0.62702405,0.33523012,0.469575576,0.427284537,0.111650978,0.614313642,0.891954047
0.002863479,0.003580943,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6847291,0.62774915,0.333934332,0.46759654,0.424255315,0.129671802,0.635444114,0.892154308
0.002911171,0.003640584,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.67980295,0.62845075,0.332631175,0.477308008,0.432245247,0.093032845,0.604929877,0.892353352
0.002958862,0.003700225,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6748768,0.62913007,0.331321047,0.470413929,0.431697044,0.104586205,0.607462813,0.892551631
0.003006554,0.003759866,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6699507,0.6297883,0.330004336,0.470324817,0.432035387,0.126419247,0.615928602,0.892748892
0.003054245,0.003819507,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.66502464,0.63042617,0.328681267,0.468676128,0.430164555,0.120855727,0.604436889,0.892945223
0.003101937,0.003879148,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.66009855,0.63104475,0.327352154,0.47503866,0.430850132,0.101014785,0.629970251,0.893140889
0.003149628,0.003938789,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6551724,0.6316449,0.326017254,0.47295598,0.42976032,0.122037875,0.608482788,0.893335714
0.00319732,0.00399843,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6502463,0.6322274,0.324676848,0.473366271,0.43602995,0.117600671,0.600594985,0.893529896
0.003245011,0.004058071,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6453202,0.632793,0.323331154,0.470801125,0.433551465,0.10713229,0.59520612,0.893723126
0.003292703,0.004117711,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6403941,0.6333425,0.321980423,0.476358524,0.435559184,0.126682918,0.611474713,0.893915858
0.003340395,0.004177352,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.635468,0.6338765,0.320624841,0.472166458,0.434400424,0.113005901,0.600169996,0.894107925
0.003388086,0.004236993,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6305419,0.63439566,0.319264617,0.475743653,0.43901885,0.108878907,0.598555036,0.894299162
0.003435778,0.004296634,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6256158,0.6349006,0.317899943,0.4748087,0.432854646,0.093403969,0.584071398,0.894490011
0.003483469,0.004356275,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.62068963,0.63539195,0.316530995,0.477226346,0.438630052,0.113495994,0.600017,0.894684736
0.003531161,0.004415916,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.61576355,0.6358702,0.315157977,0.478569484,0.435314253,0.1240866,0.582847429,0.894890546
0.003578852,0.004475557,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.61083746,0.63633585,0.313781013,0.475111171,0.437735033,0.120041765,0.577424564,0.895095835
0.003626544,0.004535198,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6059114,0.6367894,0.312400272,0.477893499,0.437886267,0.098653467,0.564606885,0.895300747
0.003674235,0.004594839,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.6009852,0.63723135,0.311015858,0.478487982,0.437821413,0.117433693,0.576863578,0.89550494
0.003721927,0.00465448,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5960591,0.6376622,0.309628002,0.478245014,0.436209239,0.108598042,0.569111772,0.8957088
0.003769618,0.004714121,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.591133,0.6380821,0.30823672,0.474105282,0.436630404,0.102075064,0.579005525,0.895912284
0.00381731,0.004773762,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5862069,0.6384917,0.306842216,0.475842394,0.440779809,0.095681182,0.555342116,0.896115193
0.003865001,0.004833403,0.1,0.048414934,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5812808,0.63889134,0.305444595,0.476091822,0.434963092,0.126758961,0.583459414,0.896317835
0.003912693,0.004893044,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5763547,0.6392814,0.304043946,0.474606563,0.441914154,0.113417965,0.568635784,0.896520034
0.003960385,0.004952685,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.57142854,0.63966215,0.302640396,0.475694203,0.438903155,0.121771385,0.554577136,0.896721791
0.004008076,0.005012326,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.56650245,0.6400339,0.301234051,0.480669526,0.44527217,0.120454782,0.563246919,0.896923215
0.004055767,0.005071967,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.56157637,0.6403971,0.299825035,0.480610059,0.441856634,0.129453599,0.554628134,0.897124308
0.004103459,0.005131608,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5566503,0.6407519,0.298413393,0.476939219,0.446011005,0.111544239,0.531321717,0.897325001
0.004151151,0.005191249,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.55172414,0.6410986,0.296999189,0.477007413,0.443755789,0.123096765,0.535775606,0.897525385
0.004198842,0.00525089,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.54679805,0.64143753,0.295582575,0.478834558,0.445028884,0.139749125,0.541147471,0.89772548
0.004246533,0.005310531,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5418719,0.641769,0.294163609,0.477542958,0.440606879,0.129243695,0.541504462,0.897925133
0.004294225,0.005370172,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5369458,0.64209306,0.29274234,0.480347569,0.443951136,0.123639671,0.532341691,0.898124719
0.004341917,0.005429813,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.53201973,0.6424102,0.291318915,0.482692154,0.450268168,0.113022062,0.535316617,0.898323884
0.004389608,0.005489454,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5270936,0.64272046,0.289893318,0.482978644,0.447741644,0.11100844,0.516226094,0.898522762
0.0044373,0.005549095,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5221675,0.64302415,0.288465675,0.481440925,0.447688235,0.103396791,0.528737782,0.898721307
0.004484991,0.005608736,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.51724136,0.64332145,0.287036021,0.478382639,0.44798092,0.119691449,0.529808755,0.898919742
0.004532683,0.005668377,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5123153,0.64361256,0.285604454,0.482745091,0.450752475,0.127527298,0.530352741,0.899117733
0.004580374,0.005728018,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5073892,0.64389765,0.284170992,0.481905057,0.450034815,0.102199394,0.511772206,0.899315614
0.004628066,0.005787659,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.5024631,0.64417696,0.282735721,0.47858129,0.4485505,0.105261463,0.511109222,0.899513118
0.004675757,0.0058473,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.49753696,0.64445055,0.281298647,0.484388542,0.448018824,0.107258606,0.509086273,0.899710545
0.004723449,0.00590694,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.49261087,0.6447187,0.279859887,0.486011745,0.446300636,0.119397599,0.515053124,0.899907651
0.00477114,0.005966581,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.48768473,0.64498156,0.278419457,0.480315534,0.445638819,0.116424281,0.50318742,0.900104591
0.004818832,0.006026222,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.48275864,0.64523935,0.276977455,0.485683823,0.451178054,0.113755892,0.498087548,0.900301254
0.004866524,0.006085863,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.4778325,0.645492,0.27553383,0.479815935,0.449262303,0.1104784,0.492562686,0.90049785
0.004914215,0.006145504,0.1,0.048414838,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.4729064,0.6457399,0.274088731,0.480752799,0.445909086,0.129897947,0.502949426,0.900694026
0.004961907,0.006205145,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.46798033,0.64598304,0.272642123,0.490732101,0.45641524,0.113441195,0.485626859,0.90089019
0.005009598,0.006264786,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.46305418,0.6462216,0.271194086,0.4861756,0.45443108,0.110546184,0.484249894,0.901086022
0.00505729,0.006324427,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.4581281,0.64645565,0.26974466,0.484804161,0.453766829,0.121392002,0.48,0.901281855
0.005104981,0.006384068,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.453202,0.6466854,0.268293882,0.485282168,0.457002221,0.112320994,0.473523162,0.901477244
0.005152673,0.006443709,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.44827586,0.646911,0.266841793,0.485447315,0.452748599,0.11726612,0.469868253,0.901672689
0.005200364,0.00650335,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.44334978,0.6471324,0.265388409,0.486409949,0.450548319,0.116595071,0.483756906,0.901867912
0.005248056,0.006562991,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.43842363,0.64734983,0.26393376,0.484507938,0.454629817,0.133530678,0.481563961,0.902062914
0.005295747,0.006622632,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.43349755,0.64756346,0.262477945,0.48690792,0.454081697,0.127769922,0.45280068,0.902257805
0.005343439,0.006682273,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.42857146,0.6477732,0.261020909,0.491005865,0.45499613,0.109010821,0.444334892,0.90245253
0.00539113,0.006741914,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.42364532,0.6479794,0.25956275,0.491530827,0.457846532,0.119164466,0.454908627,0.902647033
0.005438822,0.006801555,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.41871923,0.64818186,0.258103437,0.489052705,0.455879789,0.111735559,0.440883978,0.902841371
0.005486514,0.006861196,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.4137931,0.64838094,0.256643053,0.489206294,0.45740258,0.138723472,0.463068423,0.903035708
0.005534205,0.006920837,0.1,0.048414744,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.408867,0.64857656,0.255181597,0.487175348,0.455422246,0.135116114,0.465108372,0.903229824
0.005581896,0.006980478,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.40394092,0.6487689,0.25371909,0.489693522,0.458141415,0.141008666,0.450369741,0.90342394
0.005629588,0.007040119,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.39901477,0.648958,0.252255577,0.487669195,0.458236773,0.125783778,0.46318742,0.903617724
0.00567728,0.00709976,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3940887,0.64914393,0.250791098,0.487957897,0.456579746,0.141414297,0.458138547,0.903811441
0.005724971,0.007159401,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3891626,0.6493268,0.249325652,0.490875195,0.457686103,0.126522095,0.42478538,0.904004959
0.005772663,0.007219042,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.38423645,0.6495067,0.247859261,0.489368857,0.455146088,0.129803518,0.430769231,0.904198455
0.005820354,0.007278683,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.37931037,0.64968365,0.246391969,0.493817042,0.457135031,0.112825501,0.418648534,0.904391862
0.005868046,0.007338324,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.37438422,0.64985776,0.244923766,0.490346765,0.456506453,0.10676748,0.411253719,0.904585137
0.005915737,0.007397965,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.36945814,0.65002906,0.243454706,0.496343411,0.458441886,0.10281076,0.405949851,0.904786627
0.005963429,0.007457606,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.36453205,0.6501977,0.241984811,0.493646621,0.463164143,0.118101089,0.402634934,0.905028802
0.006011121,0.007517247,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3596059,0.6503636,0.240514039,0.492981574,0.456995459,0.118666431,0.402039949,0.905270976
0.006058812,0.007576888,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.35467982,0.65052694,0.239042488,0.49369793,0.460053675,0.13315332,0.396872078,0.90551304
0.006106503,0.007636529,0.1,0.048414648,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.34975368,0.65068775,0.237570127,0.49308858,0.458066394,0.131272883,0.407649809,0.905754993
0.006154195,0.007696169,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3448276,0.6508462,0.236097017,0.495960429,0.459442482,0.120370479,0.410641734,0.905996835
0.006201887,0.00775581,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3399015,0.651002,0.234623101,0.494405985,0.459269501,0.118172526,0.38561836,0.90633734
0.006249578,0.007815451,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.33497536,0.6511556,0.233148484,0.499524386,0.461027138,0.115365789,0.376642584,0.906712616
0.006297269,0.007875092,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.33004928,0.65130687,0.231673157,0.490950132,0.456048692,0.118506918,0.350259244,0.907087671
0.006344961,0.007934733,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.3251232,0.6514559,0.230197129,0.496585406,0.464131851,0.10906014,0.370828729,0.907462726
0.006392653,0.007994374,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.32019705,0.6516027,0.228720381,0.49480249,0.462055218,0.111846387,0.35719507,0.907837736
0.006440344,0.008054015,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.31527096,0.6517473,0.227242964,0.494805675,0.459917811,0.114548371,0.357807055,0.908212835
0.006488035,0.008113656,0.1,0.048414554,0.96635693,1,1,1,0,0.1,0.99999994,1,0,0.31034482,0.6518898,0.225764874,0.496343234,0.461771175,0.098856779,0.351007225,0.908587602
