SP,RP,TI,TT,UT,LMS,CML,MLR,RP,TI,TT,UT,LMS,CML,MLR
0.2655894,0.25294277,1,0,0,0,0.75892854,0.35573024,0.26913205,1,0.9990585,0.997557,1,1,0.7256745
0.2656368,0.25294277,1,0,0,0,0.75,0.35521555,0.26924676,1,0.9990585,0.99511015,1,1,0.72572345
0.26568422,0.25294277,1,0,0,0,0.7410714,0.35470098,0.26936147,1,0.9990585,0.99511015,1,1,0.7257724
0.2657316,0.25294277,1,0,0,0,0.7321428,0.35418677,0.26943794,1,0.998294,0.99999803,1,1,0.7258213
0.26577902,0.25294277,1,0,0,0,0.72321427,0.35367256,0.26955265,1,0.99906045,0.99511206,1,1,0.72587025
0.26582643,0.25294277,1,0,0,0,0.71428573,0.35315847,0.26966736,1,0.99906045,0.99511015,1,1,0.7259191
0.26587385,0.25294277,1,0,0,0,0.70535713,0.3526448,0.26974386,1,0.025674403,0.9975531,1,1,0.725968
0.26592126,0.25294277,1,0,0,0,0.69642854,0.35213125,0.26985857,1,0.99906045,0.997557,1,1,0.7260168
0.26596868,0.25294277,1,0,0,0,0.6875,0.35161775,0.26997328,1,0.99906045,0.99511015,1,1,0.72606564
0.2660161,0.25294277,1,0,0,0,0.6785714,0.3511045,0.270088,1,0.99906045,0.99511015,1,1,0.7261145
0.26606348,0.25294277,1,0,0,0,0.6696428,0.35059148,0.27016446,1,0.99829596,0.99999803,1,1,0.72616327
0.2661109,0.25294277,1,0,0,0,0.66071427,0.35007864,0.27027917,1,0.99906045,0.99511206,1,1,0.726212
0.2661583,0.25294277,1,0,0,0,0.65178573,0.34956598,0.27039388,1,0.99906045,0.99511015,1,1,0.7262608
0.26620573,0.25294277,1,0,0,0,0.64285713,0.34905344,0.27047035,1,0.025675714,0.9975531,1,1,0.72630954
0.26625314,0.25294277,1,0,0,0,0.63392854,0.34854108,0.2705851,1,0.99906045,0.997557,1,1,0.7263583
0.26630056,0.25294277,1,0,0,0,0.625,0.3480289,0.2706998,1,0.99906045,0.99511015,1,1,0.726407
0.26634797,0.25294277,1,0,0,0,0.6160714,0.34751707,0.2708145,1,0.99906045,0.99511015,1,1,0.7264557
0.26639536,0.25294277,1,0,0,0,0.6071428,0.3470052,0.27089098,1,0.99829596,0.99999803,1,1,0.7265043
0.26644278,0.25294277,1,0,0,0,0.59821427,0.34649354,0.2710057,1,0.99906045,0.99511206,1,1,0.72655296
0.2664902,0.25294277,1,0,0,0,0.58928573,0.34598225,0.2711204,1,0.99906045,0.99511015,1,1,0.72660166
0.2665376,0.25294277,1,0,0,0,0.58035713,0.34547102,0.27119687,1,0.025676966,0.9975531,1,1,0.72665024
0.26658502,0.25294277,1,0,0,0,0.57142854,0.34495986,0.2713116,1,0.9990624,0.997557,1,1,0.7266989
0.26663244,0.25294277,1,0,0,0,0.5625,0.3444491,0.27142632,1,0.9990624,0.99511015,1,1,0.72674745
0.26667985,0.25294277,1,0,0,0,0.5535714,0.3439384,0.27154103,1,0.9990624,0.99511015,1,1,0.72679603
0.26672724,0.25294277,1,0,0,0,0.5446428,0.3434279,0.2716175,1,0.9982979,0.99999803,1,1,0.72684455
0.26677465,0.25294277,1,0,0,0,0.53571427,0.34291756,0.2717322,1,0.9990624,0.99511206,1,1,0.7268931
0.26682207,0.25294277,1,0,0,0,0.52678573,0.34240746,0.27184692,1,0.9990624,0.99511015,1,1,0.7269416
0.2668695,0.25294277,1,0,0,0,0.51785713,0.3418975,0.2719234,1,0.025677979,0.9975531,1,1,0.7269901
0.2669169,0.25294277,1,0,0,0,0.50892854,0.3413877,0.2720381,1,0.9990624,0.997557,1,1,0.7270386
0.26696432,0.25294277,1,0,0,0,0.5,0.340878,0.27215284,1,0.9990624,0.99511015,1,1,0.7270871
0.26701173,0.25294277,1,0,0,0,0.4910714,0.3403687,0.27226755,1,0.9990624,0.99511015,1,1,0.72713554
0.26705912,0.25294277,1,0,0,0,0.4821428,0.33985943,0.27234402,1,0.9982979,0.99999803,1,1,0.727184
0.26710653,0.25294277,1,0,0,0,0.47321427,0.33935028,0.27245873,1,0.9990624,0.99511206,1,1,0.7272324
0.26715395,0.25294277,1,0,0,0,0.46428567,0.3388415,0.27257344,1,0.9990624,0.99511015,1,1,0.7272808
0.26720136,0.25294277,1,0,0,0,0.45535713,0.3383329,0.2726499,1,0.025678813,0.9975531,1,1,0.7273292
0.26724878,0.25294277,1,0,0,0,0.44642854,0.33782423,0.27276462,1,0.9990624,0.997557,1,1,0.72737753
0.2672962,0.25294277,1,0,0,0,0.4375,0.33731592,0.27287933,1,0.9990624,0.99511015,1,1,0.7274259
0.2673436,0.25294277,1,0,0,0,0.4285714,0.33680785,0.27299407,1,0.9990624,0.99511015,1,1,0.7274742
0.267391,0.25294277,1,0,0,0,0.4196428,0.33629996,0.27307054,1,0.99829984,0.99999803,1,1,0.7275225
0.2674384,0.25294277,1,0,0,0,0.41071427,0.33579195,0.27318525,1,0.9990624,0.99511206,1,1,0.72757083
0.26748583,0.25294277,1,0,0,0,0.40178567,0.33528435,0.27329996,1,0.9990624,0.99511015,1,1,0.7276191
0.26753324,0.25294277,1,0,0,0,0.39285713,0.33477694,0.27337644,1,0.02567941,0.9975531,1,1,0.72766733
0.26758066,0.25294277,1,0,0,0,0.38392854,0.33426982,0.27349114,1,0.9990624,0.997557,1,1,0.7277156
0.26762807,0.25294277,1,0,0,0,0.375,0.3337627,0.27360585,1,0.9990624,0.99511015,1,1,0.7277639
0.26767546,0.25294277,1,0,0,0,0.3660714,0.33325577,0.2737206,1,0.9990624,0.99511015,1,1,0.72781205
0.26772287,0.25294277,1,0,0,0,0.3571428,0.33274907,0.27379707,1,0.99829984,0.99999803,1,1,0.7278602
0.2677703,0.25294277,1,0,0,0,0.34821427,0.3322425,0.27391177,1,0.9990624,0.99511206,1,1,0.72790843
0.2678177,0.25294277,1,0,0,0,0.33928567,0.3317362,0.27402648,1,0.9990624,0.99511015,1,1,0.72795653
0.26786512,0.25294277,1,0,0,0,0.33035713,0.33122993,0.27410296,1,0.025679767,0.9975531,1,1,0.7280047
0.26791254,0.25294277,1,0,0,0,0.32142854,0.330724,0.27421767,1,0.9990624,0.997557,1,1,0.72805285
0.26795995,0.25294277,1,0,0,0,0.31249994,0.33021814,0.27433237,1,0.9990624,0.99511015,1,1,0.72810096
0.26800734,0.25294277,1,0,0,0,0.3035714,0.32971257,0.27444708,1,0.9990624,0.99511015,1,1,0.72814906
0.26805475,0.25294277,1,0,0,0,0.2946428,0.32920718,0.2745236,1,0.99829984,0.99999803,1,1,0.7281971
0.26810217,0.25294277,1,0,0,0,0.28571427,0.32870167,0.2746383,1,0.9990624,0.99511206,1,1,0.72824514
0.26814958,0.25294277,1,0,0,0,0.27678567,0.3281967,0.274753,1,0.9990624,0.99511015,1,1,0.7282932
0.268197,0.25294277,1,0,0,0,0.26785713,0.32769173,0.27482948,1,0.025679708,0.9975531,1,1,0.7283412
0.26824442,0.25294277,1,0,0,0,0.25892854,0.32718706,0.2749442,1,0.9990624,0.997557,1,1,0.72838926
0.26829183,0.25294277,1,0,0,0,0.24999994,0.32668245,0.2750589,1,0.9990624,0.99511015,1,1,0.72843724
0.26833922,0.25294277,1,0,0,0,0.2410714,0.32617807,0.2751736,1,0.9990624,0.99511015,1,1,0.7284852
0.26838663,0.25294277,1,0,0,0,0.2321428,0.32567388,0.27525008,1,0.99829984,0.99999803,1,1,0.72853315
0.26843405,0.25294277,1,0,0,0,0.22321427,0.3251698,0.27536482,1,0.9990624,0.99511206,1,1,0.7285811
0.26848146,0.25294277,1,0,0,0,0.21428567,0.3246659,0.27547953,1,0.9990624,0.99511015,1,1,0.728629
0.26852888,0.25294277,1,0,0,0,0.20535713,0.32416224,0.275556,1,0.02567941,0.9975531,1,1,0.7286769
0.2685763,0.25294277,1,0,0,0,0.19642854,0.32365882,0.2756707,1,0.9990624,0.997557,1,1,0.72872484
0.2686237,0.25294277,1,0,0,0,0.18749994,0.32315546,0.27578542,1,0.9990624,0.99511015,1,1,0.72877264
0.2686711,0.25294277,1,0,0,0,0.1785714,0.32265228,0.27590013,1,0.9990624,0.99511015,1,1,0.72882056
0.2687185,0.25294277,1,0,0,0,0.1696428,0.3221494,0.2759766,1,0.99829984,0.99999803,1,1,0.72886837
0.26876593,0.25294277,1,0,0,0,0.16071427,0.3216465,0.27609134,1,0.9990624,0.99511206,1,1,0.72891617
0.26881334,0.25294277,1,0,0,0,0.15178567,0.32114398,0.27620605,1,0.9990624,0.99511015,1,1,0.728964
0.26886076,0.25294277,1,0,0,0,0.14285707,0.32064152,0.27628252,1,0.025678754,0.9975531,1,1,0.7290118
0.26890817,0.25294277,1,0,0,0,0.13392854,0.32013935,0.27639723,1,0.9990624,0.997557,1,1,0.7290596
0.2689556,0.25294277,1,0,0,0,0.12499994,0.31963712,0.27651194,1,0.9990624,0.99511015,1,1,0.7291073
0.26900297,0.25294277,1,0,0,0,0.1160714,0.31913525,0.27662665,1,0.9990624,0.99511015,1,1,0.72915506
0.2690504,0.25294277,1,0,0,0,0.107142806,0.31863356,0.27670312,1,0.9982979,0.99999803,1,1,0.72920275
0.2690978,0.25294277,1,0,0,0,0.09821427,0.3181321,0.27681783,1,0.9990624,0.99511206,1,1,0.72925043
0.26914522,0.25294277,1,0,0,0,0.08928567,0.3176306,0.27693257,1,0.99906045,0.99511015,1,1,0.7292981
0.26919264,0.25294277,1,0,0,0,0.080357075,0.31712943,0.27700904,1,0.02567792,0.9975531,1,1,0.7293458
0.26924005,0.25294277,1,0,0,0,0.07142854,0.31662834,0.27712375,1,0.99906045,0.997557,1,1,0.7293935
0.26928747,0.25294277,1,0,0,0,0.06249994,0.31612754,0.27723846,1,0.99906045,0.99511015,1,1,0.7294411
0.26933485,0.25294277,1,0,0,0,0.053571403,0.31562686,0.27735317,1,0.99906045,0.99511015,1,1,0.72948873
0.26938227,0.25294277,1,0,0,0,0.044642806,0.31512636,0.27742964,1,0.9982979,0.99999803,1,1,0.7295363
0.26942968,0.25294277,1,0,0,0,0.03571427,0.3146261,0.27754435,1,0.99906045,0.99511206,1,1,0.7295839
0.2694771,0.25294277,1,0,0,0,0.026785672,0.3141259,0.27765906,1,0.99906045,0.99511015,1,1,0.7296315
0.2695245,0.25294277,1,0,0,0,0.017857075,0.31362593,0.27773556,1,0.025676787,0.9975531,1,1,0.729679
0.26957193,0.25294277,1,0,0,0,0.008928537,0.31312633,0.27785027,1,0.99906045,0.997557,1,1,0.72972655
0.26961935,0.25298226,1,0.016492248,0.6498694,1,1,0.31386727,0.27796498,1,0.99906045,0.99511015,1,1,0.7297741
0.26966673,0.25298226,1,0,0,0,0.9910714,0.31274742,0.2780797,1,0.99906045,0.99511015,1,1,0.72982156
0.26971415,0.25298226,1,0,0,0,0.98214287,0.3122481,0.27815616,1,0.99829596,0.99999803,1,1,0.72986907
0.26976156,0.25298226,1,0,0,0,0.97321427,0.31174898,0.27827087,1,0.99906045,0.99511206,1,1,0.7299165
0.26980898,0.25302175,1,0.016491115,0.98738134,1,1,0.3124898,0.27838558,1,0.99906045,0.99511015,1,1,0.729964
0.2698564,0.25302175,1,0,0,0,0.9910714,0.3113709,0.27846205,1,0.025675595,0.9975531,1,1,0.73001146
0.2699038,0.25302175,1,0,0,0,0.98214287,0.31087214,0.2785768,1,0.99906045,0.997557,1,1,0.7300588
0.2699512,0.25302175,1,0,0,0,0.97321427,0.31037349,0.2786915,1,0.9990585,0.99511015,1,1,0.73010623
0.2699986,0.2530612,1,0.016489923,0.98738134,1,1,0.311114,0.2788062,1,0.9990585,0.99511015,1,1,0.7301536
0.27004603,0.2530612,1,0,0,0,0.9910714,0.30999613,0.27888268,1,0.99829596,0.99999803,1,1,0.730201
0.27009344,0.2530612,1,0,0,0,0.98214287,0.30949795,0.2789974,1,0.9990585,0.99511206,1,1,0.73024833
0.27014086,0.2530612,1,0,0,0,0.97321427,0.30900007,0.2791121,1,0.9990585,0.99511015,1,1,0.73029566
0.27018827,0.2531007,1,0.01648873,0.98738134,1,1,0.3097402,0.27918857,1,0.025674224,0.9975531,1,1,0.730343
0.2702357,0.2531007,1,0,0,0,0.9910714,0.30862337,0.2793033,1,0.9990585,0.997557,1,1,0.7303903
0.27028307,0.2531007,1,0,0,0,0.98214287,0.30812597,0.27941802,1,0.9990585,0.99511015,1,1,0.7304376
0.2703305,0.2531007,1,0,0,0,0.97321427,0.3076285,0.27953273,1,0.9990585,0.99511015,1,1,0.73048484
0.2703779,0.25314015,1,0.016487658,0.98738134,1,1,0.3083685,0.2796092,1,0.998294,0.99999803,1,1,0.7305321
0.27042532,0.25314015,1,0,0,0,0.9910714,0.30725265,0.2797239,1,0.9990585,0.99511206,1,1,0.7305794
0.27047274,0.25314015,1,0,0,0,0.98214287,0.30675572,0.27983862,1,0.9990585,0.99511015,1,1,0.7306266
0.27052015,0.25314015,1,0,0,0,0.97321427,0.3062588,0.2799151,1,0.025672853,0.9975531,1,1,0.7306738
0.27056757,0.25317964,1,0.016488314,0.9873814,1,1,0.3069986,0.2800298,1,0.9990585,0.997557,1,1,0.73072094
0.27061495,0.25317964,1,0,0,0,0.9910714,0.30588377,0.28014454,1,0.9990566,0.99511015,1,1,0.7307681
0.27066237,0.25317964,1,0,0,0,0.98214287,0.30538738,0.28025925,1,0.9990566,0.99511015,1,1,0.73081523
0.27070978,0.25317964,1,0,0,0,0.97321427,0.3048911,0.28033572,1,0.9982921,0.99999803,1,1,0.7308624
0.2707572,0.2532191,1,0.016489267,0.9873814,1,1,0.30563056,0.28045043,1,0.9990566,0.99511206,1,1,0.73090947
0.2708046,0.2532191,1,0,0,0,0.9910714,0.3045168,0.28056514,1,0.9990566,0.99511015,1,1,0.7309566
0.27085203,0.2532191,1,0,0,0,0.98214287,0.304021,0.28064162,1,0.025671303,0.9975531,1,1,0.7310037
0.27089944,0.2532191,1,0,0,0,0.97321427,0.30352533,0.28075632,1,0.9990566,0.997557,1,1,0.7310507
0.27094683,0.2532586,1,0.01649028,0.9873814,1,1,0.30426443,0.28087106,1,0.9990566,0.99511015,1,1,0.7310978
0.27099425,0.2532586,1,0,0,0,0.9910714,0.3031516,0.28098577,1,0.9990566,0.99511015,1,1,0.7311449
0.27104166,0.2532586,1,0,0,0,0.98214287,0.3026564,0.28106225,1,0.9982901,0.99999803,1,1,0.7311919
0.27108908,0.2532586,1,0,0,0,0.97321427,0.30216134,0.28117695,1,0.9990566,0.99511206,1,1,0.73123884
0.2711365,0.25329807,1,0.016491294,0.9873814,1,1,0.30290025,0.28129166,1,0.9990546,0.99511015,1,1,0.73128587
0.2711839,0.25329807,1,0,0,0,0.9910714,0.3017885,0.28136814,1,0.025669813,0.9975531,1,1,0.73133284
0.27123132,0.25329807,1,0,0,0,0.98214287,0.30129403,0.28148285,1,0.9990546,0.997557,1,1,0.7313798
0.2712787,0.25329807,1,0,0,0,0.97321427,0.30079943,0.28159755,1,0.9990546,0.99511015,1,1,0.7314267
0.27132612,0.25333753,1,0.016492367,0.9873814,1,1,0.30153805,0.2817123,1,0.9990546,0.99511015,1,1,0.7314737
0.27137354,0.25333753,1,0,0,0,0.9910714,0.30042732,0.28178877,1,0.9982901,0.99999803,1,1,0.7315206
0.27142096,0.25333753,1,0,0,0,0.98214287,0.29993325,0.28190348,1,0.9990546,0.99511206,1,1,0.7315675
0.27146837,0.25333753,1,0,0,0,0.97321427,0.29943937,0.28201818,1,0.9990546,0.99511015,1,1,0.73161435
0.2715158,0.25337702,1,0.01649338,0.9873814,1,1,0.3001777,0.28209466,1,0.025668263,0.9975531,1,1,0.7316612
0.2715632,0.25337702,1,0,0,0,0.9910714,0.2990679,0.28217113,1,0.9982882,0.98777544,1,1,0.73170805
0.2716106,0.25337702,1,0,0,0,0.98214287,0.29857457,0.2822476,1,0.025666833,0.98777544,1,1,0.73175484
0.271658,0.25337702,1,0,0,0,0.97321427,0.29808116,0.28232408,1,0.025665581,0.98044074,1,1,0.7318016
0.27170542,0.25341648,1,0.016494334,0.9873814,1,1,0.2988193,0.28240055,1,0.025664449,0.98044074,1,1,0.7318485
0.27175283,0.25341648,1,0,0,0,0.9910714,0.29771054,0.28247705,1,0.025663316,0.98044074,1,1,0.7318952
0.27180025,0.25341648,1,0,0,0,0.98214287,0.29721773,0.28255352,1,0.025662422,0.98044074,1,1,0.73194194
0.27184767,0.25341648,1,0,0,0,0.97321427,0.29672486,0.28263,1,0.025663316,0.9804408,1,1,0.7319887
0.27189508,0.25345597,1,0.016495287,0.9873814,1,1,0.29746258,0.28270647,1,0.02566433,0.9804408,1,1,0.73203546
0.27194247,0.25345597,1,0,0,0,0.9910714,0.29635495,0.28278294,1,0.025665343,0.9804408,1,1,0.7320821
0.27198988,0.25345597,1,0,0,0,0.98214287,0.29586273,0.2828594,1,0.025666356,0.9804408,1,1,0.73212886
0.2720373,0.25345597,1,0,0,0,0.97321427,0.29537058,0.2829359,1,0.02566737,0.9804408,1,1,0.7321755
0.2720847,0.25349545,1,0.016496241,0.9873814,1,1,0.296108,0.28301236,1,0.025668383,0.9804408,1,1,0.7322222
0.27213213,0.25349545,1,0,0,0,0.9910714,0.29500127,0.28308883,1,0.025669336,0.9804408,1,1,0.7322688
0.27217954,0.25349545,1,0,0,0,0.98214287,0.29450965,0.2831653,1,0.02567029,0.9804408,1,1,0.7323155
0.27222696,0.25349545,1,0,0,0,0.97321427,0.29401797,0.28324178,1,0.025671244,0.9804408,1,1,0.7323621
0.27227435,0.2535349,1,0.016497076,0.9873814,1,1,0.29475522,0.28324178,1,0,0,0,0.9950739,0.7322346
0.27232176,0.2535349,1,0,0,0,0.9910714,0.29364955,0.28331828,1,0.025672019,0.9804408,1,1,0.73236823
0.27236918,0.2535349,1,0,0,0,0.98214287,0.29315835,0.28331828,1,0,0,0,0.9950739,0.73224074
0.2724166,0.2535349,1,0,0,0,0.97321427,0.2926674,0.28331828,1,0,0,0,0.99014777,0.7322003
0.272464,0.2535744,1,0.01649791,0.9873814,1,1,0.29340434,0.28331828,1,0,0,0,0.9852217,0.73216
0.27251142,0.2535744,1,0,0,0,0.9910714,0.2922997,0.28339475,1,0.025672853,0.9804408,1,1,0.7322935
0.2725588,0.2535744,1,0,0,0,0.98214287,0.29180896,0.28339475,1,0,0,0,0.9950739,0.7321662
0.27260622,0.2535744,1,0,0,0,0.97321427,0.2913186,0.28339475,1,0,0,0,0.99014777,0.73212576
0.27265364,0.25361386,1,0.016498625,0.9873814,1,1,0.29205525,0.28339475,1,0,0,0,0.9852217,0.73208547
0.27270105,0.25361386,1,0,0,0,0.9910714,0.29095167,0.28347123,1,0.025673568,0.9804408,1,1,0.73221886
0.27274847,0.25361386,1,0,0,0,0.98214287,0.2904616,0.28347123,1,0,0,0,0.9950739,0.73209167
0.2727959,0.25361386,1,0,0,0,0.97321427,0.28997183,0.28347123,1,0,0,0,0.99014777,0.7320513
0.2728433,0.25365335,1,0.01649928,0.9873814,1,1,0.29070807,0.28347123,1,0,0,0,0.9852217,0.73201096
0.2728907,0.25365335,1,0,0,0,0.9910714,0.2896055,0.2835477,1,0.025674105,0.9804408,1,1,0.73214436
0.2729381,0.25365335,1,0,0,0,0.98214287,0.28911597,0.2835477,1,0,0,0,0.9950739,0.7320173
0.27298552,0.25365335,1,0,0,0,0.97321427,0.28862685,0.2835477,1,0,0,0,0.99014777,0.731977
0.27303293,0.2536928,1,0.016499817,0.9873814,1,1,0.2893629,0.2835477,1,0,0,0,0.9852217,0.7319367
0.27308035,0.25375202,1,0.999721,0.99842495,1,1,0.28948623,0.28362417,1,0.025674641,0.9804408,1,1,0.73207
0.27312776,0.25381124,1,0.999721,0.9984086,1,1,0.2896095,0.28365764,1,0.9981773,0.9999762,1,1,0.7321165
0.27317518,0.25387046,1,0.999721,0.99843884,1,1,0.28973287,0.28365764,1,0,0,0,0.9950739,0.7319895
0.27322257,0.25392967,1,0.999721,0.99684626,1,1,0.28985614,0.28365764,1,0,0,0,0.99014777,0.7319492
0.27326998,0.2539889,1,0.999721,0.99684626,1,1,0.28997928,0.28373888,1,0.00388819,0.9852995,1,1,0.7320825
0.2732838,0.25400615,1,0.9999568,0.9983856,1,1,0.29001516,0.28377235,1,0.99312127,0.99998206,1,1,0.732096
0.2733174,0.2540481,1,0.99979955,0.9999926,1,1,0.29010236,0.2838536,1,0.9863518,0.99997,1,1,0.7321289
0.27333122,0.25406536,1,0.9999568,0.99997896,1,1,0.29013836,0.28388706,1,0.99506646,0.99998695,1,1,0.73214245
0.2733648,0.25410733,1,0.99979955,0.99999577,1,1,0.29022557,0.2839731,1,0.9933547,0.9999876,1,1,0.73217535
0.27337864,0.25412458,1,0.9999568,0.9999903,1,1,0.29026145,0.28400654,1,0.98689646,0.99996644,1,1,0.73218894
0.2734142,0.254169,1,0.99979955,0.99998254,1,1,0.2903536,0.28400654,1,0,0,0,0.9950739,0.73205036
0.2734616,0.2542282,1,0.999721,0.99852765,1,1,0.29047668,0.28400654,1,0,0,0,0.99014777,0.7320101
0.27350903,0.25428742,1,0.999721,0.99684626,1,1,0.29059964,0.28400654,1,0,0,0,0.9852217,0.73196995
0.27355644,0.25434664,1,0.999721,0.99684626,1,1,0.2907226,0.28400654,1,0,0,0,0.98029554,0.7319298
0.27360386,0.25440586,1,0.999721,0.99684626,1,1,0.2908454,0.28400654,1,0,0,0,0.97536945,0.73188955
0.27365124,0.2544453,1,0.016500473,0.9984225,1,1,0.29096818,0.28400654,1,0,0,0,0.97044337,0.73184943
0.27369866,0.25450453,1,0.999721,0.99842495,1,1,0.29109102,0.28400654,1,0,0,0,0.9655172,0.7318092
0.27374607,0.25456375,1,0.999721,0.99684626,1,1,0.2912138,0.28400654,1,0,0,0,0.96059114,0.7317691
0.2737935,0.25462297,1,0.999721,0.99684626,1,1,0.2913366,0.28400654,1,0,0,0,0.95566505,0.731729
0.2738409,0.25466245,1,0.99895465,0.99999994,1,1,0.29145926,0.28400654,1,0,0,0,0.9507389,0.73168886
0.27388832,0.25472164,1,0.999721,0.99684745,1,1,0.29158187,0.28400654,1,0,0,0,0.9458128,0.73164874
0.27393574,0.25478086,1,0.999721,0.99684626,1,1,0.29170448,0.28400654,1,0,0,0,0.9408867,0.7316086
0.27398312,0.25482035,1,0.016500592,0.9984225,1,1,0.29182696,0.28400654,1,0,0,0,0.9359606,0.7315686
0.27403054,0.25487956,1,0.999721,0.99842495,1,1,0.29194957,0.28400654,1,0,0,0,0.9310345,0.7315285
0.27407795,0.25493878,1,0.99972296,0.99684626,1,1,0.292072,0.28400654,1,0,0,0,0.92610836,0.73148847
0.27412537,0.254998,1,0.99972296,0.99684626,1,1,0.2921943,0.28400654,1,0,0,0,0.9211823,0.7314484
0.27417278,0.25503746,1,0.99895465,0.99999994,1,1,0.2923168,0.28400654,1,0,0,0,0.9162562,0.7314085
0.2742202,0.25509667,1,0.99972296,0.99684745,1,1,0.29243904,0.28400654,1,0,0,0,0.91133004,0.7313684
0.2742676,0.2551559,1,0.99972296,0.99684626,1,1,0.29256135,0.28400654,1,0,0,0,0.90640396,0.7313284
0.274315,0.25519535,1,0.016500533,0.9984225,1,1,0.2926836,0.28400654,1,0,0,0,0.9014778,0.7312885
0.27436242,0.25525457,1,0.99972296,0.99842495,1,1,0.29280597,0.28400654,1,0,0,0,0.8965517,0.7312485
0.27440983,0.25531378,1,0.99972296,0.99684626,1,1,0.29292804,0.28400654,1,0,0,0,0.89162564,0.73120856
0.27445725,0.255373,1,0.99972296,0.99684626,1,1,0.2930501,0.28400654,1,0,0,0,0.8866995,0.7311686
0.27450466,0.2554125,1,0.99895465,0.99999994,1,1,0.2931723,0.28400654,1,0,0,0,0.8817734,0.7311287
0.27455208,0.2554717,1,0.99972296,0.99684745,1,1,0.29329425,0.28400654,1,0,0,0,0.87684727,0.7310888
0.2745995,0.2555309,1,0.99972296,0.99684626,1,1,0.29341632,0.28400654,1,0,0,0,0.8719212,0.73104894
0.27464688,0.25557038,1,0.016500354,0.9984225,1,1,0.29353827,0.28400654,1,0,0,0,0.8669951,0.731009
0.2746943,0.2556296,1,0.99972296,0.99842495,1,1,0.29366004,0.28400654,1,0,0,0,0.86206895,0.7309692
0.2747417,0.25568882,1,0.99972296,0.99684626,1,1,0.293782,0.28400654,1,0,0,0,0.85714287,0.7309293
0.27478912,0.25574803,1,0.99972296,0.99684626,1,1,0.29390383,0.28400654,1,0,0,0,0.8522167,0.73088944
0.27483654,0.2557875,1,0.99895465,0.99999994,1,1,0.2940256,0.28400654,1,0,0,0,0.84729064,0.7308497
0.27488396,0.2558467,1,0.99972296,0.99684745,1,1,0.29414737,0.28400654,1,0,0,0,0.84236455,0.73080987
0.27493134,0.25590593,1,0.99972296,0.99684626,1,1,0.29426914,0.28400654,1,0,0,0,0.8374384,0.7307701
0.27497876,0.2559454,1,0.016499817,0.9984225,1,1,0.29439074,0.28400654,1,0,0,0,0.8325123,0.7307303
0.27502617,0.2560046,1,0.99972296,0.99842495,1,1,0.29451233,0.28400654,1,0,0,0,0.8275862,0.7306905
0.2750736,0.25606382,1,0.99972296,0.99684626,1,1,0.29463392,0.28400654,1,0,0,0,0.8226601,0.7306508
0.275121,0.25612304,1,0.99972296,0.99684626,1,1,0.2947554,0.28400654,1,0,0,0,0.817734,0.730611
0.27516842,0.25616252,1,0.9989527,0.99999994,1,1,0.294877,0.28400654,1,0,0,0,0.8128079,0.73057127
0.27521583,0.25622174,1,0.99972296,0.99684745,1,1,0.29499847,0.28400654,1,0,0,0,0.8078818,0.7305316
0.27526322,0.25628096,1,0.99972296,0.99684626,1,1,0.2951197,0.28400654,1,0,0,0,0.8029557,0.7304919
0.27531064,0.25632042,1,0.016499162,0.9984225,1,1,0.29524112,0.28400654,1,0,0,0,0.79802954,0.7304522
0.27535805,0.25637963,1,0.99972296,0.99842495,1,1,0.2953624,0.28400654,1,0,0,0,0.79310346,0.7304125
0.27540547,0.25643885,1,0.99972296,0.99684626,1,1,0.29548365,0.28400654,1,0,0,0,0.7881774,0.73037285
0.27545288,0.25649807,1,0.99972296,0.99684626,1,1,0.29560494,0.28400654,1,0,0,0,0.7832512,0.7303332
0.2755003,0.25653753,1,0.9989527,0.99999994,1,1,0.29572618,0.28400654,1,0,0,0,0.77832514,0.7302936
0.2755477,0.25659674,1,0.99972296,0.99684745,1,1,0.29584736,0.28400654,1,0,0,0,0.773399,0.73025393
0.2755951,0.25665596,1,0.99972296,0.99684626,1,1,0.2959684,0.28400654,1,0,0,0,0.7684729,0.73021436
0.2756425,0.25669545,1,0.016498327,0.9984225,1,1,0.29608953,0.28400654,1,0,0,0,0.7635468,0.7301748
0.27568993,0.25675467,1,0.9997249,0.99842495,1,1,0.2962106,0.28400654,1,0,0,0,0.7586207,0.7301352
0.27573735,0.25681385,1,0.9997249,0.99684626,1,1,0.29633158,0.28400654,1,0,0,0,0.7536946,0.7300956
0.27578476,0.25687307,1,0.9997249,0.99684626,1,1,0.29645252,0.28400654,1,0,0,0,0.74876845,0.7300561
0.27583218,0.25691256,1,0.9989507,0.99999994,1,1,0.2965734,0.28400654,1,0,0,0,0.74384236,0.7300165
0.2758796,0.25697178,1,0.9997249,0.99684745,1,1,0.29669434,0.28400654,1,0,0,0,0.7389163,0.729977
0.27592698,0.257031,1,0.9997249,0.99684626,1,1,0.29681516,0.28400654,1,0,0,0,0.7339902,0.7299375
0.2759744,0.25707045,1,0.016497374,0.99842244,1,1,0.29693592,0.28400654,1,0,0,0,0.72906405,0.72989804
0.2760218,0.25712967,1,0.9997249,0.99842495,1,1,0.29705667,0.28400654,1,0,0,0,0.7241379,0.7298585
0.27606922,0.2571889,1,0.9997249,0.99684626,1,1,0.29717737,0.28400654,1,0,0,0,0.7192118,0.72981906
