SP,RP,TI,TT,UT,LMS,CML,MLR,RP,TI,TT,UT,LMS,CML,MLR
0.006449892,0.008055503,1,0.99974847,0.99684626,1,1,1,0,1,0,0,0,0.31034482,0.4855579
0.006497304,0.008114716,1,0.99974847,0.99684626,1,1,1,0,1,0,0,0,0.30541873,0.48566258
0.006544715,0.00817393,1,0.99974847,0.99684626,1,1,1,0,1,0,0,0,0.30049264,0.48576564
0.006592126,0.008233143,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.2955665,0.48586726
0.006639537,0.008292357,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.2906404,0.48596752
0.006686948,0.00835157,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.28571427,0.48606634
0.006734359,0.008410784,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.28078818,0.48616368
0.00678177,0.008469997,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.2758621,0.48625982
0.006829182,0.00852921,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.27093595,0.48635453
0.006876593,0.008588424,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.26600987,0.48644793
0.006924004,0.008647637,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.26108378,0.48654008
0.006971415,0.008706851,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.25615764,0.48663104
0.007018826,0.008766064,1,0.9997465,0.99684626,1,1,1,0,1,0,0,0,0.25123155,0.48672074
0.007066237,0.008825278,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.2463054,0.48680925
0.007113649,0.008884491,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.24137932,0.4868965
0.00716106,0.008943705,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.23645324,0.4869827
0.007208471,0.009002918,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.23152709,0.48706782
0.007255882,0.009062132,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.226601,0.48715174
0.007303293,0.009121345,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.22167492,0.48723465
0.007350704,0.009180559,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.21674877,0.48731637
0.007398116,0.009239772,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.21182269,0.4873972
0.007445527,0.009298986,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.20689654,0.48747694
0.007492938,0.009358199,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.20197046,0.48755562
0.007540349,0.009417413,1,0.99974453,0.99684626,1,1,1,0,1,0,0,0,0.19704437,0.48763347
0.00758776,0.009476626,1,0.99974453,0.99684626,1,1,1,0.000114713,1,0.9990546,0,1,1,0.49391985
0.007635171,0.00953584,1,0.99974453,0.99684626,1,1,1,0.000229427,1,0.9990546,0.99511015,1,1,0.49704295
0.007682582,0.009595053,1,0.9997465,0.99684626,1,1,1,0.00034414,1,0.9990546,0.99511015,1,1,0.5001278
0.007696411,0.009612325,1,0.9999823,0.9978217,1,1,1,0.000377598,1,0.999288,0.99662197,1,1,0.50102043
0.007729994,0.009654267,1,0.9998251,0.99999577,1,1,1,0.000458854,1,0.9991324,0.99999154,1,1,0.503175
0.007743822,0.009671538,1,0.9999823,0.9999783,1,1,1,0.000492312,1,0.999288,0.9999645,1,1,0.5040568
0.007777405,0.00971348,1,0.9998251,0.9999812,1,1,1,0.000573567,1,0.9991324,0.99996907,1,1,0.5061853
0.007791233,0.009730752,1,0.9999823,0.99997956,1,1,1,0.000607025,1,0.999288,0.99996644,1,1,0.5070564
0.007826792,0.009775162,1,0.9998251,0.9999945,1,1,1,0.00069306,1,0.9991324,0.99998957,1,1,0.50928247
0.007874203,0.009834375,1,0.9997465,0.9991023,1,1,1,0.000807774,1,0.9990546,0.99860674,1,1,0.5122194
0.007921614,0.009893589,1,0.9997465,0.99684626,1,1,1,0.000922487,1,0.9990546,0.99511015,1,1,0.51512146
0.007969026,0.009952802,1,0.9997465,0.99684626,1,1,1,0.001037201,1,0.9990546,0.99511015,1,1,0.51798916
0.008016436,0.010012016,1,0.9997465,0.99684626,1,1,1,0.001151914,1,0.9990566,0.99511015,1,1,0.5208231
0.008063847,0.010071229,1,0.9997465,0.99684626,1,1,1,0.001266628,1,0.9990566,0.99511015,1,1,0.523624
0.008111259,0.010130443,1,0.9997465,0.99684626,1,1,1,0.001381341,1,0.9990566,0.99511015,1,1,0.5263922
0.00815867,0.010189656,1,0.9997465,0.99684626,1,1,1,0.001496054,1,0.9990566,0.99511015,1,1,0.52912855
0.008206081,0.01024887,1,0.99974847,0.99684626,1,1,1,0.001610768,1,0.9990566,0.99511015,1,1,0.5318334
0.008253492,0.010308083,1,0.99974847,0.99684626,1,1,1,0.001725481,1,0.9990566,0.99511015,1,1,0.5345074
0.008300903,0.010367297,1,0.99974847,0.99684626,1,1,1,0.001840195,1,0.9990566,0.99511015,1,1,0.537151
0.008348314,0.01042651,1,0.99974847,0.99684626,1,1,1,0.001954908,1,0.9990566,0.99511015,1,1,0.5397647
0.008395726,0.010485724,1,0.99974847,0.99684626,1,1,1,0.002069621,1,0.9990566,0.99511015,1,1,0.5423491
0.008443137,0.010544937,1,0.99974847,0.99684626,1,1,1,0.002184335,1,0.9990585,0.99511015,1,1,0.5449046
0.008490548,0.010604151,1,0.99974847,0.99684626,1,1,1,0.002299048,1,0.9990585,0.99511015,1,1,0.5474317
0.008537959,0.010663364,1,0.99974847,0.99684626,1,1,1,0.002413762,1,0.9990585,0.99511015,1,1,0.54993093
0.00858537,0.010722578,1,0.99975044,0.99684626,1,1,1,0.002528475,1,0.9990585,0.99511015,1,1,0.55240273
0.008632781,0.010781791,1,0.99975044,0.99684626,1,1,1,0.002643189,1,0.9990585,0.99511015,1,1,0.55484754
0.008680193,0.010841005,1,0.99975044,0.99684626,1,1,1,0.002757902,1,0.9990585,0.99511015,1,1,0.55726576
0.008727604,0.010900218,1,0.99975044,0.99684626,1,1,1,0.002872615,1,0.9990585,0.99511015,1,1,0.5596578
0.008775014,0.010959432,1,0.99975044,0.99684626,1,1,1,0.002987329,1,0.9990585,0.99511015,1,1,0.5620242
0.008822426,0.011018645,1,0.99975044,0.99684626,1,1,1,0.003102042,1,0.9990585,0.99511015,1,1,0.56436527
0.008869837,0.011077859,1,0.99975044,0.99684626,1,1,1,0.003216756,1,0.99906045,0.99511015,1,1,0.56668144
0.008917249,0.011137072,1,0.9997524,0.99684626,1,1,1,0.003331469,1,0.99906045,0.99511015,1,1,0.5689731
0.00896466,0.011196286,1,0.9997524,0.99684626,1,1,1,0.003446183,1,0.99906045,0.99511015,1,1,0.57124066
0.009012071,0.011255499,1,0.9997524,0.99684626,1,1,1,0.003560896,1,0.99906045,0.99511015,1,1,0.57348454
0.009059482,0.011314712,1,0.9997524,0.99684626,1,1,1,0.003675609,1,0.99906045,0.99511015,1,1,0.575705
0.009106893,0.011373926,1,0.9997524,0.99684626,1,1,1,0.003790323,1,0.99906045,0.99511015,1,1,0.57790244
0.009154304,0.011433139,1,0.9997524,0.99684626,1,1,1,0.003905036,1,0.99906045,0.99511015,1,1,0.5800773
0.009201716,0.011492353,1,0.9997524,0.99684626,1,1,1,0.00401975,1,0.99906045,0.99511015,1,1,0.5822298
0.009249127,0.011551566,1,0.9997524,0.99684626,1,1,1,0.004134463,1,0.99906045,0.99511015,1,1,0.58436036
0.009296537,0.01161078,1,0.99975437,0.99684626,1,1,1,0.004249177,1,0.99906045,0.99511015,1,1,0.58646935
0.009343949,0.011669993,1,0.99975437,0.99684626,1,1,1,0.00436389,1,0.99906045,0.99511015,1,1,0.588557
0.00939136,0.011729207,1,0.99975437,0.99684626,1,1,1,0.004478604,1,0.99906045,0.99511015,1,1,0.5906237
0.009438771,0.01178842,1,0.99975437,0.99684626,1,1,1,0.004593317,1,0.9990624,0.99511015,1,1,0.5926697
0.009486183,0.011847634,1,0.99975437,0.99684626,1,1,1,0.00470803,1,0.9990624,0.99511015,1,1,0.5946954
0.009533593,0.011906847,1,0.99975437,0.99684626,1,1,1,0.004822744,1,0.9990624,0.99511015,1,1,0.596701
0.009581004,0.011966061,1,0.99975437,0.99684626,1,1,1,0.004937457,1,0.9990624,0.99511015,1,1,0.59868693
0.009628416,0.012025274,1,0.99975437,0.99684626,1,1,1,0.005052171,1,0.9990624,0.99511015,1,1,0.6006533
0.009675827,0.012084488,1,0.99975634,0.99684626,1,1,1,0.005166884,1,0.9990624,0.99511015,1,1,0.6026006
0.009723238,0.012143701,1,0.99975634,0.99684626,1,1,1,0.005281597,1,0.9990624,0.99511015,1,1,0.6045289
0.00977065,0.012202915,1,0.99975634,0.99684626,1,1,1,0.005396311,1,0.9990624,0.99511015,1,1,0.60643864
0.00981806,0.012262128,1,0.99975634,0.99684626,1,1,1,0.005511025,1,0.9990624,0.99511015,1,1,0.60833
0.009865471,0.012321342,1,0.99975634,0.99684626,1,1,1,0.005625738,1,0.9990624,0.99511015,1,1,0.61020327
0.009912883,0.012380555,1,0.99975634,0.99684626,1,1,1,0.005740451,1,0.9990624,0.99511015,1,1,0.6120587
0.009960294,0.012439769,1,0.99975634,0.99684626,1,1,1,0.005855165,1,0.9990624,0.99511015,1,1,0.61389655
0.010007705,0.012498982,1,0.99975634,0.99684626,1,1,1,0.005969878,1,0.9990624,0.99511015,1,1,0.6157171
0.010055116,0.012558196,1,0.9997583,0.99684626,1,1,1,0.006084592,1,0.9990624,0.99511015,1,1,0.6175205
0.010102527,0.012617409,1,0.9997583,0.99684626,1,1,1,0.006199305,1,0.9990624,0.99511015,1,1,0.61930716
0.010149938,0.012676623,1,0.9997583,0.99684626,1,1,1,0.006314018,1,0.9990624,0.99511015,1,1,0.62107706
0.01019735,0.012735836,1,0.9997583,0.99684626,1,1,1,0.006428732,1,0.9990624,0.99511015,1,1,0.6228307
0.010244761,0.01279505,1,0.9997583,0.99684626,1,1,1,0.006543445,1,0.9990624,0.99511015,1,1,0.62456816
0.010292172,0.012854263,1,0.9997583,0.99684626,1,1,1,0.006658159,1,0.9990624,0.99511015,1,1,0.62628967
0.010339583,0.012913477,1,0.9997583,0.99684626,1,1,1,0.006772872,1,0.9990624,0.99511015,1,1,0.62799543
0.010386994,0.01297269,1,0.9997583,0.99684626,1,1,1,0.006887585,1,0.9990624,0.99511015,1,1,0.62968576
0.010434405,0.013031904,1,0.99976027,0.99684626,1,1,1,0.007002299,1,0.9990624,0.99511015,1,1,0.6313607
0.010481817,0.013091117,1,0.99976027,0.99684626,1,1,1,0.007117012,1,0.9990624,0.99511015,1,1,0.63302064
0.010529228,0.013150331,1,0.99976027,0.99684626,1,1,1,0.007231726,1,0.9990624,0.99511015,1,1,0.63466567
0.010576638,0.013209544,1,0.99976027,0.99684626,1,1,1,0.007346439,1,0.9990624,0.99511015,1,1,0.63629603
0.01062405,0.013268758,1,0.99976027,0.99684626,1,1,1,0.007461153,1,0.9990624,0.99511015,1,1,0.6379119
0.010671461,0.013327971,1,0.99976027,0.99684626,1,1,1,0.007575866,1,0.9990624,0.99511015,1,1,0.6395135
0.010718872,0.013387185,1,0.99976027,0.99684626,1,1,1,0.00769058,1,0.9990624,0.99511015,1,1,0.6411009
0.010766284,0.013446398,1,0.99976027,0.99684626,1,1,1,0.007805293,1,0.9990624,0.99511015,1,1,0.64267445
0.010813694,0.013505612,1,0.99976224,0.99684626,1,1,1,0.007920006,1,0.9990624,0.99511015,1,1,0.6442343
0.010861105,0.013564825,1,0.99976224,0.99684626,1,1,1,0.00803472,1,0.9990624,0.99511015,1,1,0.64578056
0.010908517,0.013624039,1,0.99976224,0.99684626,1,1,1,0.008149433,1,0.9990624,0.99511015,1,1,0.64731336
0.010955928,0.013683252,1,0.99976224,0.99684626,1,1,1,0.008264147,1,0.9990624,0.99511015,1,1,0.64883304
0.011003339,0.013742466,1,0.99976224,0.99684626,1,1,1,0.00837886,1,0.9990624,0.99511015,1,1,0.65033966
0.011050751,0.013801679,1,0.99976224,0.99684626,1,1,1,0.008493573,1,0.9990624,0.99511015,1,1,0.6518334
0.011098161,0.013860893,1,0.99976224,0.99684626,1,1,1,0.008608287,1,0.9990624,0.99511015,1,1,0.6533144
0.011145572,0.013920106,1,0.99976224,0.99684626,1,1,1,0.008723,1,0.9990624,0.99511015,1,1,0.6547829
0.011192984,0.01397932,1,0.99976224,0.99684626,1,1,1,0.008837714,1,0.9990624,0.99511015,1,1,0.65623903
0.011240395,0.014038533,1,0.9997642,0.99684626,1,1,1,0.008952427,1,0.9990624,0.99511015,1,1,0.6576829
