rt,p,rp,ut
62.63839277276,48.0,48.0,-1
62.657474925975,14.0,62.0,0.019082153215002506
62.657886925962,34.0,96.0,0.00041199998700136575
62.658472165918,14.0,110.0,0.0005852399559955757
62.659184165895,34.0,144.0,0.0007119999769997776
62.659389405791,14.0,158.0,0.00020523989600462755
62.659821405778,36.0,194.0,0.00043199998699350317
62.738392769522,48.0,242.0,0.07857136374400397
62.838392766288,48.0,290.0,0.09999999676600169
62.938392763059,48.0,338.0,0.0999999967709968
63.038392759834,48.0,386.0,0.09999999677499716
63.138392756614,48.0,434.0,0.09999999678000648
63.238392753398,48.0,482.0,0.09999999678399973
63.338392750188,48.0,530.0,0.09999999678999671
63.438392746982,48.0,578.0,0.09999999679399707
63.538392743781,48.0,626.0,0.0999999967990064
63.638392740585,48.0,674.0,0.0999999968039944
63.738392737395,48.0,722.0,0.0999999968100056
63.838392734209,48.0,770.0,0.09999999681399885
63.938392731029,48.0,818.0,0.09999999681999583
64.038392727855,48.0,866.0,0.09999999682599992
64.138392724686,48.0,914.0,0.09999999683100214
64.238392721523,48.0,962.0,0.09999999683699912
64.338392718365,48.0,1010.0,0.09999999684200134
64.438392715214,48.0,1058.0,0.09999999684899308
64.538392712068,48.0,1106.0,0.09999999685400951
64.638392708929,48.0,1154.0,0.09999999686100125
64.738392705795,48.0,1202.0,0.09999999686598926
64.838392702668,48.0,1250.0,0.09999999687300942
64.938392699548,48.0,1298.0,0.09999999688000116
65.038392696434,48.0,1346.0,0.09999999688599814
65.138392693326,48.0,1394.0,0.09999999689199512
65.238392690225,48.0,1442.0,0.09999999689900108
65.338392687131,48.0,1490.0,0.09999999690600703
65.438392684044,48.0,1538.0,0.09999999691299877
65.538392680964,48.0,1586.0,0.09999999691999051
65.638392677891,48.0,1634.0,0.09999999692701067
65.738392674825,48.0,1682.0,0.0999999969339882
65.838392671766,48.0,1730.0,0.09999999694100836
65.938392668715,48.0,1778.0,0.09999999694899486
66.038392665671,48.0,1826.0,0.09999999695600081
66.138392662635,48.0,1874.0,0.09999999696400153
66.238392659607,48.0,1922.0,0.09999999697200224
66.338392656586,48.0,1970.0,0.09999999697899398
66.438392653574,48.0,2018.0,0.09999999698800366
66.538392650569,48.0,2066.0,0.0999999969949954
66.638392647573,48.0,2114.0,0.09999999700400508
66.738392644585,48.0,2162.0,0.09999999701200579
66.838392641605,48.0,2210.0,0.09999999701999229
66.938392638634,48.0,2258.0,0.09999999702900197
67.038392635671,48.0,2306.0,0.09999999703700269
67.138392632717,48.0,2354.0,0.09999999704599816
67.238392629771,48.0,2402.0,0.09999999705399887
67.338392626835,48.0,2450.0,0.09999999706400331
67.438392623907,48.0,2498.0,0.09999999707200402
67.538392620989,48.0,2546.0,0.09999999708199425
67.638392618079,48.0,2594.0,0.09999999708999496
67.738392615179,48.0,2642.0,0.0999999970999994
67.838392612289,48.0,2690.0,0.09999999711000385
67.938392609408,48.0,2738.0,0.09999999711899932
68.038392606536,48.0,2786.0,0.09999999712799479
68.138392603674,48.0,2834.0,0.09999999713801344
68.238392600822,48.0,2882.0,0.09999999714798946
68.33839259798,48.0,2930.0,0.09999999715800811
68.438392595148,48.0,2978.0,0.09999999716799834
68.538392592327,48.0,3026.0,0.09999999717899755
68.638392589515,48.0,3074.0,0.09999999718800723
68.738392586714,48.0,3122.0,0.09999999719899222
68.838392583923,48.0,3170.0,0.09999999720899666
68.938392581143,48.0,3218.0,0.09999999722001007
69.038392578373,48.0,3266.0,0.0999999972300003
69.138392575614,48.0,3314.0,0.0999999972409995
69.238392572866,48.0,3362.0,0.0999999972519987
69.338392570129,48.0,3410.0,0.09999999726299791
69.438392567403,48.0,3458.0,0.09999999727399711
69.538392564689,48.0,3506.0,0.09999999728600528
69.638392561985,48.0,3554.0,0.09999999729599551
69.738392559293,48.0,3602.0,0.09999999730800369
69.838392556613,48.0,3650.0,0.09999999731999765
69.938392553944,48.0,3698.0,0.09999999733099685
70.038392551287,48.0,3746.0,0.09999999734300502
70.138392548642,48.0,3794.0,0.09999999735499898
70.238392546008,48.0,3842.0,0.09999999736599818
70.338392543387,48.0,3890.0,0.09999999737900112
70.438392540778,48.0,3938.0,0.09999999739099508
70.538392538181,48.0,3986.0,0.09999999740300325
70.638392535596,48.0,4034.0,0.09999999741499721
70.738392533024,48.0,4082.0,0.09999999742800014
70.838392530465,48.0,4130.0,0.09999999744100307
70.938392527918,48.0,4178.0,0.09999999745299704
71.038392525384,48.0,4226.0,0.09999999746599997
71.138392522863,48.0,4274.0,0.0999999974790029
71.238392520354,48.0,4322.0,0.09999999749099686
71.338392517859,48.0,4370.0,0.09999999750500876
71.438392515377,48.0,4418.0,0.09999999751799749
71.538392512909,48.0,4466.0,0.09999999753199518
71.638392510453,48.0,4514.0,0.09999999754400335
71.738392508012,48.0,4562.0,0.0999999975589958
71.838392505583,48.0,4610.0,0.09999999757100397
71.938392503169,48.0,4658.0,0.09999999758599643
72.038392500768,48.0,4706.0,0.09999999759899936
72.138392498382,48.0,4754.0,0.09999999761400602
72.238392496009,48.0,4802.0,0.09999999762699474
72.33839249365,48.0,4850.0,0.09999999764100664
72.438392491306,48.0,4898.0,0.0999999976559991
72.538392488976,48.0,4946.0,0.09999999766999679
72.63839248666,48.0,4994.0,0.09999999768399448
72.738392484359,48.0,5042.0,0.09999999769900114
72.838392482073,48.0,5090.0,0.0999999977140078
72.938392479801,48.0,5138.0,0.09999999772799129
73.038392477544,48.0,5186.0,0.09999999774299795
73.138392475302,48.0,5234.0,0.09999999775800461
73.238392473075,48.0,5282.0,0.09999999777299706
73.338392470863,48.0,5330.0,0.09999999778800372
73.438392468666,48.0,5378.0,0.09999999780299618
73.538392466485,48.0,5426.0,0.09999999781901181
73.638392464319,48.0,5474.0,0.09999999783399005
73.738392462169,48.0,5522.0,0.09999999785000568
73.838392460034,48.0,5570.0,0.09999999786499814
73.938392457915,48.0,5618.0,0.09999999788099956
74.038392455812,48.0,5666.0,0.09999999789700098
74.138392453724,48.0,5714.0,0.09999999791199343
74.238392451653,48.0,5762.0,0.09999999792900383
74.338392449598,48.0,5810.0,0.09999999794500525
74.438392447559,48.0,5858.0,0.09999999796099246
74.538392445536,48.0,5906.0,0.09999999797700809
74.638392443529,48.0,5954.0,0.0999999979929953
74.738392441539,48.0,6002.0,0.0999999980100057
74.838392439566,48.0,6050.0,0.09999999802698767
74.938392437609,48.0,6098.0,0.0999999980430033
75.038392435669,48.0,6146.0,0.09999999805999948
