st,p,sp,ti
0.005671297573,48.0,48.0,-1
0.105671297573,48.0,96.0,0.1
0.205671297573,48.0,144.0,0.1
0.305671297573,48.0,192.0,0.09999999999999998
0.314786002461,48.0,240.0,0.009114704888000036
0.405671297573,48.0,288.0,0.090885295112
0.505671297573,48.0,336.0,0.09999999999999998
0.605671297573,48.0,384.0,0.09999999999999998
0.614609990686,14.0,398.0,0.008938693112999996
0.614793990686,34.0,432.0,0.000184000000000073
0.615484353026,14.0,446.0,0.0006903623399999725
0.615828353026,34.0,480.0,0.00034400000000001096
0.616178715289,14.0,494.0,0.0003503622630000036
0.616442715289,36.0,530.0,0.00026399999999993096
0.705671297573,48.0,578.0,0.08922858228399999
0.805671297573,48.0,626.0,0.10000000000000009
0.905671297573,48.0,674.0,0.09999999999999998
1.005671297573,48.0,722.0,0.09999999999999998
1.105671297573,48.0,770.0,0.10000000000000009
1.205671297573,48.0,818.0,0.09999999999999987
1.305671297573,48.0,866.0,0.10000000000000009
1.405671297573,48.0,914.0,0.09999999999999987
1.505671297573,48.0,962.0,0.10000000000000009
1.605671297573,48.0,1010.0,0.10000000000000009
1.705671297573,48.0,1058.0,0.09999999999999987
1.805671297573,48.0,1106.0,0.10000000000000009
1.905671297573,48.0,1154.0,0.09999999999999987
2.005671297573,48.0,1202.0,0.10000000000000009
2.105671297573,48.0,1250.0,0.10000000000000009
2.205671297573,48.0,1298.0,0.10000000000000009
2.305671297573,48.0,1346.0,0.09999999999999964
2.405671297573,48.0,1394.0,0.10000000000000009
2.505671297573,48.0,1442.0,0.10000000000000009
2.605671297573,48.0,1490.0,0.10000000000000009
2.705671297573,48.0,1538.0,0.10000000000000009
2.805671297573,48.0,1586.0,0.09999999999999964
2.905671297573,48.0,1634.0,0.10000000000000009
3.005671297573,48.0,1682.0,0.10000000000000009
3.105671297573,48.0,1730.0,0.10000000000000009
3.205671297573,48.0,1778.0,0.10000000000000009
3.305671297573,48.0,1826.0,0.09999999999999964
3.405671297573,48.0,1874.0,0.10000000000000009
3.505671297573,48.0,1922.0,0.10000000000000009
3.605671297573,48.0,1970.0,0.10000000000000009
3.705671297573,48.0,2018.0,0.10000000000000009
3.805671297573,48.0,2066.0,0.09999999999999964
3.905671297573,48.0,2114.0,0.10000000000000009
4.005671297573,48.0,2162.0,0.09999999999999964
4.105671297573,48.0,2210.0,0.10000000000000053
4.205671297573,48.0,2258.0,0.09999999999999964
4.305671297573,48.0,2306.0,0.10000000000000053
4.405671297573,48.0,2354.0,0.09999999999999964
4.505671297573,48.0,2402.0,0.09999999999999964
4.605671297573,48.0,2450.0,0.10000000000000053
4.705671297573,48.0,2498.0,0.09999999999999964
4.805671297573,48.0,2546.0,0.10000000000000053
4.905671297573,48.0,2594.0,0.09999999999999964
5.005671297573,48.0,2642.0,0.09999999999999964
5.105671297573,48.0,2690.0,0.10000000000000053
5.205671297573,48.0,2738.0,0.09999999999999964
5.305671297573,48.0,2786.0,0.10000000000000053
5.405671297573,48.0,2834.0,0.09999999999999964
5.505671297573,48.0,2882.0,0.09999999999999964
5.605671297573,48.0,2930.0,0.10000000000000053
5.705671297573,48.0,2978.0,0.09999999999999964
5.805671297573,48.0,3026.0,0.10000000000000053
5.905671297573,48.0,3074.0,0.09999999999999964
6.005671297573,48.0,3122.0,0.09999999999999964
6.105671297573,48.0,3170.0,0.10000000000000053
6.205671297573,48.0,3218.0,0.09999999999999964
6.305671297573,48.0,3266.0,0.10000000000000053
6.405671297573,48.0,3314.0,0.09999999999999964
6.505671297573,48.0,3362.0,0.09999999999999964
6.605671297573,48.0,3410.0,0.10000000000000053
6.705671297573,48.0,3458.0,0.09999999999999964
6.805671297573,48.0,3506.0,0.10000000000000053
6.905671297573,48.0,3554.0,0.09999999999999964
7.005671297573,48.0,3602.0,0.09999999999999964
7.105671297573,48.0,3650.0,0.10000000000000053
7.205671297573,48.0,3698.0,0.09999999999999964
7.305671297573,48.0,3746.0,0.10000000000000053
7.405671297573,48.0,3794.0,0.09999999999999964
7.505671297573,48.0,3842.0,0.09999999999999964
7.605671297573,48.0,3890.0,0.10000000000000053
7.705671297573,48.0,3938.0,0.09999999999999964
7.805671297573,48.0,3986.0,0.10000000000000053
7.905671297573,48.0,4034.0,0.09999999999999964
8.005671297573,48.0,4082.0,0.10000000000000053
8.105671297573,48.0,4130.0,0.09999999999999964
8.205671297573,48.0,4178.0,0.09999999999999964
8.305671297573,48.0,4226.0,0.09999999999999964
8.405671297573,48.0,4274.0,0.10000000000000142
8.505671297573,48.0,4322.0,0.09999999999999964
8.605671297573,48.0,4370.0,0.09999999999999964
8.705671297573,48.0,4418.0,0.09999999999999964
8.805671297573,48.0,4466.0,0.09999999999999964
8.905671297573,48.0,4514.0,0.10000000000000142
9.005671297573,48.0,4562.0,0.09999999999999964
9.105671297573,48.0,4610.0,0.09999999999999964
9.205671297573,48.0,4658.0,0.09999999999999964
9.305671297573,48.0,4706.0,0.09999999999999964
9.405671297573,48.0,4754.0,0.10000000000000142
9.505671297573,48.0,4802.0,0.09999999999999964
9.605671297573,48.0,4850.0,0.09999999999999964
9.705671297573,48.0,4898.0,0.09999999999999964
9.805671297573,48.0,4946.0,0.09999999999999964
9.905671297573,48.0,4994.0,0.10000000000000142
10.005671297573,48.0,5042.0,0.09999999999999964
10.105671297573,48.0,5090.0,0.09999999999999964
10.205671297573,48.0,5138.0,0.09999999999999964
10.305671297573,48.0,5186.0,0.09999999999999964
10.405671297573,48.0,5234.0,0.10000000000000142
10.505671297573,48.0,5282.0,0.09999999999999964
10.605671297573,48.0,5330.0,0.09999999999999964
10.705671297573,48.0,5378.0,0.09999999999999964
10.805671297573,48.0,5426.0,0.09999999999999964
10.905671297573,48.0,5474.0,0.10000000000000142
11.005671297573,48.0,5522.0,0.09999999999999964
11.105671297573,48.0,5570.0,0.09999999999999964
11.205671297573,48.0,5618.0,0.09999999999999964
11.305671297573,48.0,5666.0,0.09999999999999964
11.405671297573,48.0,5714.0,0.10000000000000142
11.505671297573,48.0,5762.0,0.09999999999999964
11.605671297573,48.0,5810.0,0.09999999999999964
11.705671297573,48.0,5858.0,0.09999999999999964
11.805671297573,48.0,5906.0,0.09999999999999964
11.905671297573,48.0,5954.0,0.10000000000000142
12.005671297573,48.0,6002.0,0.09999999999999964
12.105671297573,48.0,6050.0,0.09999999999999964
12.205671297573,48.0,6098.0,0.09999999999999964
12.305671297573,48.0,6146.0,0.09999999999999964
12.405671297573,48.0,6194.0,0.10000000000000142
12.505671297573,48.0,6242.0,0.09999999999999964
12.605671297573,48.0,6290.0,0.09999999999999964
12.705671297573,48.0,6338.0,0.09999999999999964
12.805671297573,48.0,6386.0,0.09999999999999964
12.905671297573,48.0,6434.0,0.10000000000000142
13.005671297573,48.0,6482.0,0.09999999999999964
13.105671297573,48.0,6530.0,0.09999999999999964
