SP,RP,TI,TT,UT,LMS,CML,MLR
0.0,0.0,0.0,1.0,1.0,0.0,0.99842024,0.0
1.7573586e-05,0.0,0.1,1.0,1.0,0.0,0.9968404,0.3328178
3.5147175e-05,0.0,0.1,1.0,1.0,0.0,0.99526066,0.443757
5.272076e-05,0.0,0.042854056,1.0,1.0,0.0,0.9936809,0.49922663
7.029435e-05,0.0,0.057145946,1.0,1.0,0.0,0.99210113,0.53250843
8.7867935e-05,0.0,0.1,1.0,1.0,0.0,0.9905213,0.55469626
0.000105441526,0.0,0.1,1.0,1.0,0.0,0.98894155,0.5705447
0.00011056715,0.0,0.042538047,1.0,1.0,0.0,0.9873618,0.50968665
0.0001230151,0.0,0.000244,1.0,1.0,0.0,0.98578197,0.49922663
0.00012814073,0.0,0.000370377,1.0,1.0,0.0,0.9842022,0.44821692
0.00014058869,0.0,0.000484,1.0,1.0,0.0,0.98262244,0.443757
0.00014571431,0.0,0.000570377,1.0,1.0,0.0,0.9810426,0.39997828
0.0001588945,0.0,0.000404,1.0,1.0,0.0,0.97946286,0.40324807
0.0001764681,0.0,0.0553892,1.0,1.0,0.0,0.9778831,0.4270115
0.00019404168,0.0,0.1,1.0,1.0,0.0,0.97630334,0.446828
0.00021161526,0.0,0.1,1.0,1.0,0.0,0.9747235,0.46360558
0.00022918885,0.0,0.1,1.0,1.0,0.0,0.97314376,0.4779935
0.00024676244,0.0,0.1,1.0,1.0,0.0,0.971564,0.49046826
0.00026433603,0.0,0.1,1.0,1.0,0.0,0.9699842,0.5013878
0.0002819096,0.0,0.1,1.0,1.0,0.0,0.9684044,0.5110258
0.0002994832,0.0,0.1,1.0,1.0,0.0,0.96682465,0.5195954
0.00031705678,0.0,0.1,1.0,1.0,0.0,0.9652449,0.5272649
0.00033463037,0.0,0.1,1.0,1.0,0.0,0.96366507,0.534169
0.00035220396,0.0,0.1,1.0,1.0,0.0,0.9620853,0.54041696
0.00036977755,0.0,0.1,1.0,1.0,0.0,0.96050555,0.54609793
0.00038735112,0.0,0.1,1.0,1.0,0.0,0.9589257,0.55128586
0.0004049247,0.0,0.1,1.0,1.0,0.0,0.95734596,0.55604213
0.0004224983,0.0,0.1,1.0,1.0,0.0,0.9557662,0.5604186
0.0004400719,0.0,0.1,1.0,1.0,0.0,0.95418644,0.5644589
0.00045764548,0.0,0.1,1.0,1.0,0.0,0.9526066,0.5682004
0.00047521904,0.0,0.1,1.0,1.0,0.0,0.95102686,0.5716751
0.00049279263,0.0,0.1,1.0,1.0,0.0,0.9494471,0.5749104
0.0005103662,0.0,0.1,1.0,1.0,0.0,0.9478673,0.57793045
0.0005279398,0.0,0.1,1.0,1.0,0.0,0.9462875,0.58075583
0.0005455134,0.0,0.1,1.0,1.0,0.0,0.94470775,0.5834049
0.000563087,0.0,0.1,1.0,1.0,0.0,0.943128,0.5858936
0.0005806606,0.0,0.1,1.0,1.0,0.0,0.94154817,0.58823603
0.0005982342,0.0,0.1,1.0,1.0,0.0,0.9399684,0.5904448
0.0006158078,0.0,0.1,1.0,1.0,0.0,0.93838865,0.592531
