0,1,2,3,4,5,6,7,8,9
0.694857170588157,0.0,0.0,1.0,0.6434414613262679,0.0035533118268571587,0.0,0.0,0.0,1.0
0.694517358928707,5.244113482615764e-05,0.00018615040953090094,1.0,0.6487963190097595,0.001747311829725432,0.0,0.0,0.0,1.0
0.6975285933135056,0.00010488226965231528,0.00037230081906180194,1.0,0.6236515974071165,0.0016943495176986118,0.0,0.0,0.0,1.0
0.6968395772317435,0.00015732340447847292,0.0005584512285927029,1.0,0.6296195705752171,0.0017483761250471157,0.0,0.0,0.0,1.0
0.14650664292479817,0.00020976453930463056,0.0005584512285927029,1.0,0.0,0.0,1.0,0.0017271157167530224,0.22913911726704383,0.5
0.7435949006690422,0.0002622056741307882,0.0009307520476545049,1.0,0.1823148777579169,0.00069239030399192,0.0,0.0,0.19640496058412799,1.0
0.6967569636129347,0.00031464680895694583,0.0011169024571854058,1.0,0.5836528431772562,0.0017558401718395398,0.0,0.0,0.17185433282862464,1.0
0.8557642353903223,0.00036708794378310347,0.0013030528667163067,0.0,0.5892638416223527,0.0017477698652627535,0.0,0.0,0.15275940809692373,0.25
0.6917632870059024,0.0004195290786092611,0.0014892032762472078,1.0,0.6353314621913203,0.0018179775853163806,0.0,0.0,0.137483468311563,1.0
0.1454437664182115,0.0004719702134354187,0.0014892032762472078,1.0,0.0,0.0,1.0,0.0017271157167530224,0.24996994610950235,0.5
0.678141076878839,0.0005244113482615764,0.0016753536857781086,1.0,0.7204355624507117,0.0036103027135650145,0.0,0.0,0.22913911726704383,1.0
0.38031696643218676,0.0005768524830877341,0.0020476545048399106,1.0,0.0,0.0009413576994665329,1.0,0.0017271157167530224,0.3172695391056634,0.75
0.6826928666875917,0.0006292936179138917,0.002233804914370812,1.0,0.666777921518968,0.0018793740831394923,0.0,0.0,0.29460743063287553,1.0
0.6956547371225399,0.0006817347527400492,0.002419955323901713,1.0,0.5657333515462085,0.001562597178365571,0.0,0.0,0.274966936623126,1.0
0.690753351526356,0.0007341758875662069,0.0026061057334326137,1.0,0.611180100171998,0.0018169132899946965,0.0,0.0,0.257781499242937,1.0
0.6948977658246174,0.0007866170223923646,0.0027922561429635146,1.0,0.5814177397075792,0.0016863330734695715,0.0,0.0,0.24261788766589154,1.0
0.6898206928685376,0.0008390581572185222,0.0029784065524944155,1.0,0.6274776038179776,0.0018179775853163806,0.0,0.0,0.22913911726704383,1.0
0.6938562365063533,0.0008914992920446798,0.003164556962025317,1.0,0.5976997304364203,0.0016863330734695715,0.0,0.0,0.21707914863125938,1.0
0.6844224158854959,0.0009439404268708375,0.0033507073715562177,1.0,0.679156282041649,0.0018794143771095622,0.0,0.0,0.20622520758900273,1.0
0.6970428736218699,0.000996381561696995,0.0035368577810871186,1.0,0.5774985965842806,0.001561532780253147,0.0,0.0,0.19640496058412799,1.0
0.6961387846177569,0.0010488226965231526,0.0037230081906180195,1.0,0.5875099346320013,0.001755382136302219,0.0,0.0,0.18747745958212678,1.0
0.6956859751747855,0.0011012638313493105,0.00390915860014892,1.0,0.593788343771691,0.0017489151596875366,0.0,0.0,0.17932625856146633,1.0
0.6948185677559402,0.001153704966175468,0.004095309009679821,1.0,0.6033262417986552,0.0017545737899230683,0.0,0.0,0.17185433282862464,1.0
0.698641528976709,0.0012061461010016259,0.004281459419210722,1.0,0.5735638813342364,0.0016863330734695715,0.0,0.0,0.16498015582788575,1.0
0.6976757465983433,0.0012585872358277833,0.004467609828741623,1.0,0.5835364370891112,0.0017553282739544726,0.0,0.0,0.15863476955283168,1.0
0.6971433121429282,0.0013110283706539408,0.004653760238272525,1.0,0.5898458720630776,0.0017489690220352824,0.0,0.0,0.15275940809692373,1.0
0.6962086610808665,0.0013634695054800987,0.004839910647803426,1.0,0.5993915857582184,0.0017545737899230683,0.0,0.0,0.14730371531643777,1.0
0.6998881691961069,0.0014159106403062562,0.005026061057334327,1.0,0.5702578536955469,0.0016874378683428047,0.0,0.0,0.14222428003621054,1.0
0.6945999725475158,0.0014683517751324137,0.0052122114668652275,1.0,0.6159374144976263,0.0018173174631842715,0.0,0.0,0.137483468311563,1.0
0.6982955266326454,0.0015207929099585716,0.005398361876396128,1.0,0.586578626717234,0.0016870336951532298,0.0,0.0,0.1330485117731353,1.0
0.6973069383414217,0.001573234044784729,0.005584512285927029,1.0,0.5961476097880822,0.0017546276522708143,0.0,0.0,0.1288907496214685,1.0
0.6967504882991435,0.001625675179610887,0.00577066269545793,1.0,0.602115582956183,0.0017483761250471157,0.0,0.0,0.12498497305475118,1.0
0.7000617218371703,0.0016781163144370444,0.005956813104988831,1.0,0.5756204678376077,0.0016920186348789762,0.0,0.0,0.12130894383294577,1.0
