score_dae
1.6654475
17.782806
17.760126
18.083612
18.005964
1.5360005
22.692286
17.658335
17.046812
17.181831
1.5265313
15.545007
1.2461448
15.920872
17.33005
16.835733
17.302706
16.782896
17.233175
16.243954
17.607489
17.523727
17.487803
17.406137
17.826612
17.731901
17.68317
17.590412
17.993021
17.43049
17.833803
17.732367
17.677279
18.038187
17.974195
17.869238
17.809336
17.692436
18.091946
17.981838
17.919165
17.800129
17.740313
18.084776
18.018057
17.441324
17.835852
18.177504
18.10939
17.986473
17.923023
18.262981
18.19377
18.069927
18.005232
18.345114
18.274479
18.14879
18.083393
18.414145
18.342733
18.216085
18.149973
18.028635
18.422049
18.29528
18.229294
18.10731
18.030443
18.3677
18.298738
17.54473
18.098942
18.435608
18.365774
18.242804
18.165388
18.046028
18.43199
18.308146
18.229952
18.110338
18.496649
18.371672
18.29316
18.173536
18.559649
18.431786
18.355602
18.234903
18.161665
18.487959
18.406954
17.837015
18.214937
18.085129
18.47856
18.356386
18.282324
18.152403
18.537762
18.415531
18.338696
18.2116
18.141088
18.475687
18.399996
18.270147
18.199492
18.531347
18.45812
18.32773
18.25694
18.131773
18.516605
18.384897
18.314287
18.189001
18.573725
18.441805
18.370787
18.2435
18.165243
18.49153
18.419119
18.29393
18.212679
18.09167
18.484318
18.35743
18.277088
18.155592
18.540087
18.41314
18.33242
18.210848
18.59257
18.468157
18.387762
18.721521
18.189585
18.521889
18.44274
18.320723
18.24542
18.576876
18.497265
18.375488
18.300127
18.168243
18.553072
18.429632
18.354519
18.221983
18.151758
18.47738
18.398054
17.820057
18.66265
18.537722
18.460018
18.33089
18.259567
18.133495
18.517443
18.384872
18.313019
18.184706
18.570826
18.435215
18.36672
18.240562
18.623343
18.491695
18.419867
18.29328
18.212843
18.546162
18.473282
18.347067
18.266197
18.143978
18.527464
18.400026
18.319029
18.196484
18.57236
18.445211
18.363886
18.242117
18.633326
18.505713
18.424261
18.302563
18.22677
18.55995
18.47767
18.355047
18.279634
18.147707
18.531704
18.407839
18.33201
18.20006
18.584135
18.460148
18.382
18.252632
18.178284
18.514072
18.4369
18.769993
18.231827
18.566216
18.48903
18.35742
18.285534
18.610407
18.533228
18.401999
18.330194
18.203337
18.122234
18.460875
18.390017
18.263538
18.182318
18.058855
18.443197
18.315813
18.698957
18.110481
18.495428
18.367632
18.28638
18.162191
18.544909
18.419397
18.337831
18.215826
17.675446
1.6298305
17.377476
1.3776035
1.6232414
1.6191494
1.6150775
1.6110256
1.606993
1.6029799
1.5989858
23.335526
1.6080478
1.6041
1.6001706
1.5962592
1.5923657
1.5884899
1.5846316
1.5807906
1.5769663
1.5731593
1.5693691
1.565595
1.5618373
1.5580959
1.5543702
1.5506606
1.5469663
1.5432873
1.5396239
1.5359752
1.5323415
1.5287229
1.5251185
1.5215286
1.517953
1.5143914
21.216135
1.5531124
1.5495844
1.5460699
1.5425689
1.5390811
1.5356067
