score
0.011155875
0.82812476
0.82731533
0.83324265
0.83182573
-0.124391414
0.9099066
0.8185799
0.91959614
0.81115687
-0.12785353
0.777586
0.2457234
0.78156334
0.80844605
0.79999244
0.80921924
0.8001424
0.80893457
0.7910762
0.8166489
0.81547946
0.8151363
0.8139242
0.8219454
0.820458
0.8197902
0.81829584
0.8259092
0.8157447
0.82333755
0.8216424
0.8207813
0.82756644
0.8265334
0.82473135
0.82375026
0.8217151
0.82917005
0.82725805
0.82620376
0.82410926
0.823098
0.8295154
0.8283783
0.8178524
0.82517326
0.83153045
0.83035535
0.828163
0.8270594
0.83336365
0.8321586
0.8299407
0.82880545
0.83509743
0.8338586
0.8315996
0.83044475
0.8365599
0.83530074
0.83301854
0.8318451
0.82965696
0.83691376
0.83463347
0.8334575
0.8312539
0.8298758
0.8360969
0.834871
0.9321979
0.83126503
0.8374701
0.8362252
0.8339971
0.8326025
0.83043844
0.8375432
0.8353048
0.8338937
0.83172286
0.83882976
0.83656883
0.83514994
0.83297694
0.8400763
0.83776104
0.8363828
0.83418846
0.83286333
0.8388644
0.8374046
0.8269671
0.8339093
0.8315531
0.8387828
0.83656764
0.8352246
0.83285713
0.8399359
0.83771884
0.8363236
0.8340074
0.8327271
0.8388748
0.83750814
0.8351405
0.8338567
0.839952
0.83862984
0.8362518
0.83496475
0.83268106
0.83974564
0.8373516
0.83606696
0.8337805
0.84084135
0.8384427
0.8371501
0.8348268
0.8334006
0.83939046
0.8380801
0.83579504
0.83431345
0.83210343
0.8393085
0.83700013
0.8355349
0.8333157
0.84036946
0.83806014
0.83658767
0.83436656
0.8413681
0.83910453
0.8376378
0.8437584
0.834027
0.84011525
0.8386792
0.83645
0.83507526
0.841155
0.83971035
0.8374853
0.83610976
0.83369815
0.84075487
0.838508
0.8371364
0.83471304
0.8334303
0.83940315
0.83796245
0.8273705
0.84280986
0.8405442
0.83912456
0.83676386
0.8354608
0.83315474
0.8401942
0.8377787
0.8364655
0.8341185
0.8411964
0.8387252
0.8374735
0.8351661
0.8421818
0.83978295
0.8384702
0.8361549
0.8346838
0.84079427
0.83947086
0.83716214
0.8356832
0.8334468
0.84047616
0.8381536
0.83667195
0.83442974
0.8413184
0.83900106
0.8375136
0.8352855
0.842454
0.84012866
0.8386389
0.83641213
0.83502555
0.841132
0.8396355
0.8373919
0.8360121
0.8335972
0.8406341
0.83837664
0.83698916
0.8345738
0.84161115
0.83935165
0.83792186
0.835554
0.8341928
0.84034693
0.8389435
0.8450444
0.83519804
0.84131753
0.8399136
0.837505
0.83618927
0.8421418
0.8407378
0.83833647
0.8370222
0.83469963
0.83321416
0.8394208
0.83813214
0.83581704
0.8343296
0.83206844
0.83911186
0.8367887
0.8438056
0.8330368
0.8400817
0.8377509
0.8362632
0.83398885
0.84100056
0.838712
0.83721846
0.83498436
0.82507694
-0.08996553
0.81974757
0.29197553
-0.09234144
-0.09379867
-0.095248125
-0.09669042
-0.09812551
-0.09955332
-0.10097404
0.92927945
-0.09797713
-0.09938041
-0.100776926
-0.10216682
-0.103550024
-0.10492677
-0.10629691
-0.1076608
-0.109018505
-0.11036981
-0.11171505
-0.113054164
-0.11438739
-0.11571454
-0.1170358
-0.1183514
-0.11966111
-0.12096527
-0.122263744
-0.12355668
-0.1248441
-0.12612616
-0.12740281
-0.1286742
-0.12994027
-0.13120113
0.8953668
-0.11812934
-0.11937695
-0.1206195
-0.121857114
-0.123089865
-0.124317855
-0.12554097
-0.1267595
0.88603175
-0.1234686
-0.1246757
-0.12587813
0.7736949
-0.12530147
-0.1264932
-0.12768038
-0.12886347
-0.13004234
-0.13121673
-0.13238692
-0.13355315
-0.13471504
-0.13587299
0.9306259
-0.13140455
-0.13255264
-0.13369681
-0.13483708
0.8968992
-0.13363016
-0.1347613
0.8825538
0.89891714
-0.1344842
-0.13560516
0.7552505
-0.13547148
0.79484886
-0.13588005
0.9261047
0.7887982
0.90609837
-0.13597356
-0.13707379
0.78816146
-0.13691944
0.89526975
-0.13730778
-0.13839549
-0.13947998
0.78322107
0.91068006
-0.1386016
0.8894733
-0.13897161
-0.14004321
0.78856784
0.9153527
0.7856711
0.9118725
0.78223646
-0.13922982
0.87191385
-0.13958657
-0.14064242
-0.14169535
-0.14274544
0.87595797
-0.14144264
-0.14248574
-0.14352615
-0.1445637
-0.14559862
-0.14663067
-0.14766012
-0.14868681
-0.14971071
-0.15073201
-0.15175082
-0.1527669
-0.15378031
-0.15479136
-0.15579966
-0.15680543
-0.15780888
-0.15880968
-0.15980814
-0.16080399
-0.16179763
-0.16278881
-0.16377749
-0.1647639
-0.16574802
-0.16672964
-0.16770917
-0.16868632
-0.16966125
-0.1706338
-0.17160416
-0.17257226
-0.17353821
-0.17450212
-0.17546372
-0.1764232
-0.1773805
-0.17833588
-0.17928895
-0.18024006
-0.18118909
-0.18213603
-0.18308094
-0.18402389
-0.18496484
-0.1859038
-0.18684083
-0.18777567
-0.18870892
-0.18963996
-0.19056924
-0.19149655
-0.192422
-0.19334567
-0.19426747
-0.19518733
-0.1961053
-0.19702168
-0.1979362
-0.19884884
-0.19975969
-0.20066884
-0.20157641
-0.20248201
-0.20338598
-0.2042883
-0.20518883
-0.2060877
-0.20698485
-0.2078805
-0.2087744
-0.20966661
-0.21055734
-0.21144634
-0.21233383
-0.21321973
-0.21410401
-0.21498671
-0.21586782
-0.21674757
-0.21762556
-0.21850216
-0.21937716
-0.22025079
-0.22112271
-0.22199339
-0.22286257
-0.22373015
-0.22459641
-0.22546107
-0.2263245
-0.22718644
-0.22804692
-0.22890607
-0.22976379
-0.23062016
-0.23147519
-0.23232871
-0.233181
-0.23403195
-0.23488148
-0.23572984
-0.23657668
-0.23742232
-0.23826665
-0.23910972
-0.23995143
-0.24079196
-0.24163114
-0.24246913
-0.24330589
-0.24414122
-0.24497554
-0.24580854
-0.24664041
-0.24747096
-0.24830028
-0.24912858
-0.24995565
-0.2507814
-0.25160626
-0.25242966
-0.253252
-0.25407314
-0.25489324
-0.25571215
-0.25653002
-0.25734672
-0.2581622
-0.2589767
-0.25979003
-0.2606025
-0.2614137
-0.26222378
-0.2630329
-0.26384085
-0.2646477
-0.2654536
-0.26625848
-0.26706222
-0.267865
-0.26866677
-0.26946762
-0.27026725
-0.27106598
-0.2718637
-0.2726605
-0.27345616
-0.27425092
-0.27504477
-0.27583745
-0.27662936
0.6459559
-0.19355002
0.7349309
0.8629703
0.74017847
0.8595876
0.73677254
0.86449105
0.7417431
0.86974895
0.8673216
0.8659886
0.8638698
0.8711438
0.868911
0.8675904
0.86547714
0.86421025
0.87053466
0.8691835
0.8670127
0.8657975
0.8721246
0.8707691
0.86865216
0.8673812
0.86510307
0.87230694
0.8702207
0.86894727
0.8666657
0.8739222
0.8717804
0.8705108
0.8682293
0.8753612
0.8732253
0.87192637
0.86966896
0.8684812
0.8748881
0.8735992
0.8713163
0.8701195
0.87640405
0.8751283
0.8728422
0.8716488
0.8694309
0.8766692
0.87435865
0.87316376
0.8709296
0.87817836
0.875868
0.87467694
0.872456
0.87105846
0.8773957
0.8761759
0.8739592
0.87258565
0.87045074
0.8691127
0.87546206
0.8740859
0.871922
0.8790344
0.87678707
0.87546015
0.87332237
0.88063943
0.87840325
0.8770397
0.8748952
0.8735913
0.87988174
0.878501
0.87636274
0.87506473
0.87276375
0.8799775
0.87781286
0.8765154
0.87415063
0.88141596
0.87926495
0.73222244
0.8759271
0.8744458
0.88071764
0.8794017
0.8770977
0.875879
0.8821474
0.8808302
0.87853223
0.87731063
0.8750812
0.8821711
0.8797943
0.8786284
0.86791897
0.87502867
0.88138914
0.880151
0.87791586
0.87654066
0.8827955
0.8815491
0.87932193
0.87794393
0.8757858
0.8829777
0.88071954
0.87934035
0.8771867
0.884368
0.8821163
0.8807379
0.8785224
0.87727165
0.8835185
0.8821214
-0.17290184
0.85273445
-0.17298889
0.8482505
0.8475102
-0.17293826
-0.17371076
-0.17448267
0.89758337
-0.17346823
-0.17423856
-0.17500818
-0.17577706
-0.17654535
-0.17731285
-0.1780798
-0.17884597
-0.17961162
-0.1803765
-0.18114084
-0.18190439
-0.18266752
-0.18342961
-0.18419136
-0.18495241
-0.18571271
-0.18647255
-0.18723164
-0.18799011
0.87194854
-0.17761554
-0.1783723
-0.17912865
-0.17988433
-0.18063943
-0.18139397
-0.18214776
-0.18290098
-0.18365371
-0.1844058
-0.18515727
-0.18590806
-0.18665837
-0.18740803
-0.18815711
-0.18890557
-0.18965364
-0.19040093
-0.19114771
-0.19189388
-0.19263954
-0.19338468
-0.19412908
-0.19487305
-0.19561644
-0.19635922
-0.19710149
-0.19784318
-0.19858426
-0.19932488
-0.20006499
-0.20080447
-0.20154345
-0.20228185
-0.2030198
-0.20375709
-0.20449388
-0.20523031
-0.20596597
-0.2067013
-0.20743595
-0.20817025
-0.20890394
-0.20963699
-0.21036962
-0.21110187
-0.21183343
-0.21256456
-0.21329515
-0.2140252
