0,1,2,3,4,5,6,7,8
0.7233010559537314,0.0,0.0,1.0,0.5528683000000001,0.9975625298537518,1.0,1.0,1.0
0.7220081987860079,5.2441136928423205e-05,0.00018615044670275077,1.0,0.5490706999999999,0.9988267999296081,1.0,1.0,1.0
0.7328185486699431,0.00010488226685647931,0.0003723008433961909,1.0,0.5669031,0.9988638599318317,1.0,1.0,1.0
0.7302297031788493,0.00015732341678558425,0.0005584512600933552,1.0,0.5626707,0.9988260599295636,1.0,1.0,1.0
0.0003031618909907219,0.00020976454671364032,0.0005584512600933552,1.0,0.0,0.0,0.0,0.9982728999999999,0.7708609000000001
0.9265491207494861,0.00026220566664117206,0.0009307521134914083,1.0,0.8798953000000002,0.9995652999739181,1.0,1.0,0.80359507
0.7538248016577959,0.0003146468165702771,0.001116902570196021,1.0,0.5952699,0.9988208599292517,1.0,1.0,0.8281457
0.7223045381589437,0.0003670879364978087,0.0013030529268820128,0.0,0.5912906,0.99882649992959,1.0,1.0,0.84724057
0.7315518011387643,0.00041952908642691367,0.0014892033835866257,1.0,0.55861986,0.9987773599266417,1.0,1.0,0.8625165000000001
0.0003031618909907219,0.00047197016635234764,0.0014892033835866257,1.0,0.0,0.0,0.0,0.9982728999999999,0.75003004
0.6942840763669055,0.0005244113162814527,0.0016753537402726176,1.0,0.49826473,0.9975226598513597,1.0,1.0,0.7708609000000001
0.0026367231617845655,0.0005768524162079356,0.0020476547537004643,1.0,0.0,0.9993910199634612,0.0,0.9982728999999999,0.68273044
0.7184060693120616,0.0006292935761375648,0.0022338051103864562,1.0,0.5363183000000001,0.9987343599240617,1.0,1.0,0.7053925999999999
0.7618587768373551,0.0006817346660635233,0.0024199555670910687,1.0,0.6079781999999999,0.9989561599373696,1.0,1.0,0.72503304
0.7421915780676333,0.0007341758159926284,0.002606105923777061,1.0,0.5757478,0.9987781099266866,1.0,1.0,0.7422185
0.7549891013775365,0.0007866169959233065,0.0027922562804630524,1.0,0.596855,0.9988694599321676,1.0,1.0,0.7573821
0.7351356338597449,0.0008390581158508382,0.0029784067371676653,1.0,0.56418973,0.9987773599266417,1.0,1.0,0.7708609000000001
0.7479477625602057,0.0008914991957762724,0.003164557093853657,1.0,0.58530796,0.9988694599321676,1.0,1.0,0.78292084
0.712889913409241,0.0009439405157142921,0.00335070755055827,1.0,0.5275397,0.9987343599240617,1.0,1.0,0.7937748
0.7566295068183765,0.000996381565638153,0.0035368581072815035,1.0,0.5996344,0.9989568599374117,1.0,1.0,0.80359507
0.752208205004303,0.0010488226155620137,0.0037230080638930114,1.0,0.5925344,0.9988211599292696,1.0,1.0,0.81252253
0.7495007357315437,0.0011012637654911187,0.003909158720634866,1.0,0.58808184,0.9988256599295396,1.0,1.0,0.82067376
0.7453905587474225,0.0011537050154254676,0.004095309277358101,1.0,0.58131766,0.9988217599293056,1.0,1.0,0.8281457
0.7581730765190816,0.0012061460653493286,0.004281459333988229,1.0,0.60242486,0.9988694599321676,1.0,1.0,0.8350198
0.7538439487245953,0.0012585872152784336,0.004467609990730084,1.0,0.5953524,0.998821199929272,1.0,1.0,0.8413652
0.7511283764611844,0.0013110283652075384,0.004653760247397455,1.0,0.59087783,0.9988256599295396,1.0,1.0,0.84724057
0.7470196099976579,0.0013634695151366436,0.00483991090413931,1.0,0.5841081,0.9988217599293056,1.0,1.0,0.8526963
0.7595360195540971,0.0014159105650605043,0.0050260609607694386,1.0,0.60476947,0.998868699932122,1.0,1.0,0.8577756999999999
0.7398674202674723,0.001468351714989609,0.0052122116175112925,1.0,0.5723739999999999,0.9987778099266686,1.0,1.0,0.8625165000000001
0.7525170890072106,0.0015207929649239582,0.0053983617741600425,1.0,0.59319496,0.9988689999321401,1.0,1.0,0.86695147
0.74836685723967,0.001573234014847819,0.005584512430901897,1.0,0.58640873,0.9988216599292997,1.0,1.0,0.87110925
0.7458023107168393,0.001625675164776924,0.005770663087643752,1.0,0.58217627,0.9988260599295636,1.0,1.0,0.875015
0.7571849418183263,0.0016781163147060291,0.005956813244292502,1.0,0.60096633,0.9988655599319337,1.0,1.0,0.8786911000000001
0.7544131388012687,0.001730557464635134,0.006142963901034357,1.0,0.5964477,0.9988256099295366,1.0,1.0,0.882157
0.7502994705285826,0.0017829985145589949,0.006329114057683108,1.0,0.5896615,0.9988216599292997,1.0,1.0,0.88543046
0.7477236198336082,0.0018354396644880997,0.006515264614406341,1.0,0.585407,0.9988260299295618,1.0,1.0,0.8885269
