0,1,2,3,4
-0.18095973,-0.18078308,-0.180883,-0.18111926,-0.18118477
-0.18138659,-0.18135628,-0.18143368,-0.18164954,-0.18176174
-0.18145591,-0.18143743,-0.1815158,-0.18172538,-0.1818428
-0.18167381,-0.18166071,-0.18173845,-0.18194033,-0.18214375
-0.18175942,-0.18174891,-0.18182562,-0.18208835,-0.18224822
-0.18191184,-0.18190257,-0.18200053,-0.18225476,-0.18246302
-0.18194968,-0.18195507,-0.18204494,-0.18234661,-0.18251139
-0.18206249,-0.18205783,-0.18216239,-0.18245432,-0.18266061
-0.1820783,-0.18208179,-0.18217854,-0.18251309,-0.18267442
-0.18205604,-0.1820499,-0.18216139,-0.18248385,-0.18262516
-0.1820724,-0.18207395,-0.18217736,-0.18248539,-0.18262966
-0.18211588,-0.18210757,-0.18220598,-0.18250868,-0.18265443
-0.1821748,-0.1821627,-0.18226054,-0.18255809,-0.1827066
-0.1822354,-0.18222407,-0.1823211,-0.18261492,-0.182766
-0.18229702,-0.18228614,-0.18238272,-0.18267378,-0.18282717
-0.18235958,-0.1823493,-0.18244562,-0.18273461,-0.18289009
-0.18242128,-0.18241137,-0.18250756,-0.18279514,-0.18295263
-0.1824823,-0.18247278,-0.18256886,-0.18285567,-0.1830149
-0.18254305,-0.18253379,-0.18262987,-0.18291625,-0.1830772
-0.18260354,-0.18259451,-0.18269068,-0.18297705,-0.18313968
-0.18266383,-0.182655,-0.18275125,-0.18303807,-0.18320236
-0.18272403,-0.18271531,-0.1828118,-0.18309925,-0.18326516
-0.18278417,-0.18277559,-0.1828723,-0.18316072,-0.18332823
-0.18284425,-0.18283574,-0.18293275,-0.18322237,-0.18339142
-0.18290427,-0.18289593,-0.1829932,-0.18328428,-0.18345493
-0.18296434,-0.18295601,-0.18305366,-0.1833464,-0.18351859
-0.1830243,-0.18301609,-0.18311408,-0.18340868,-0.18358238
-0.18308434,-0.18307616,-0.18317452,-0.18347108,-0.18364634
-0.18314427,-0.18313614,-0.183235,-0.18353364,-0.18371047
-0.18320419,-0.1831961,-0.18329535,-0.18359639,-0.18377472
-0.18326405,-0.183256,-0.18335576,-0.18365917,-0.18383907
-0.18332389,-0.18331587,-0.18341608,-0.18372205,-0.18390349
-0.18338364,-0.18337563,-0.18347639,-0.18378498,-0.18396798
-0.18344337,-0.18343535,-0.18353659,-0.18384802,-0.18403253
-0.183503,-0.18349499,-0.18359679,-0.18391098,-0.1840971
-0.18356252,-0.18355452,-0.18365687,-0.18397413,-0.1841617
-0.18362194,-0.18361399,-0.1837169,-0.18403713,-0.18422629
-0.18368131,-0.18367329,-0.18377678,-0.18410015,-0.18429081
-0.1837405,-0.18373245,-0.18383652,-0.18416312,-0.18435529
-0.18379955,-0.18379158,-0.18389618,-0.18422604,-0.18441969
-0.18385845,-0.1838504,-0.1839557,-0.18428892,-0.1844841
-0.18391721,-0.18390915,-0.18401498,-0.18435168,-0.18454838
-0.18397585,-0.1839677,-0.18407424,-0.18441439,-0.18461256
-0.18403417,-0.18402608,-0.18413314,-0.18447691,-0.18467656
-0.18409236,-0.18408424,-0.18419202,-0.18453938,-0.18474045
-0.1841504,-0.18414225,-0.1842506,-0.1846016,-0.18480417
-0.18420808,-0.18419994,-0.18430898,-0.18466368,-0.18486774
-0.18426563,-0.18425748,-0.18436709,-0.18472569,-0.18493108
-0.1843229,-0.18431468,-0.18442501,-0.1847874,-0.18499424
-0.18437989,-0.18437167,-0.18448263,-0.18484893,-0.18505716
-0.1844366,-0.18442841,-0.18454002,-0.18491025,-0.18511985
-0.18449298,-0.18448472,-0.18459706,-0.18497135,-0.18518224
-0.18454915,-0.18454084,-0.18465388,-0.18503213,-0.1852445
-0.1846049,-0.18459669,-0.18471032,-0.18509266,-0.18530639
-0.18466042,-0.18465209,-0.1847664,-0.18515292,-0.18536787
-0.18471557,-0.18470716,-0.18482226,-0.18521295,-0.1854292
-0.1847703,-0.1847619,-0.18487768,-0.18527254,-0.18549006
-0.1848247,-0.18481629,-0.18493278,-0.18533194,-0.18555066
-0.18487874,-0.18487027,-0.18498746,-0.18539092,-0.18561083
-0.18493238,-0.18492383,-0.18504176,-0.18544948,-0.18567064
-0.18498562,-0.18497702,-0.18509565,-0.18550779,-0.18573016
-0.18503837,-0.18502982,-0.1851491,-0.1855657,-0.18578914
-0.18509077,-0.18508217,-0.18520223,-0.18562318,-0.18584773
-0.1851427,-0.18513401,-0.1852548,-0.18568034,-0.18590593
-0.1851941,-0.18518549,-0.185307,-0.18573701,-0.1859637
-0.18524514,-0.1852365,-0.1853587,-0.18579334,-0.18602099
-0.18529575,-0.18528695,-0.18540998,-0.18584915,-0.1860778
-0.18534583,-0.18533696,-0.18546078,-0.18590456,-0.18613414
-0.1853954,-0.18538655,-0.18551108,-0.18595944,-0.18619
-0.18544446,-0.18543562,-0.18556085,-0.18601395,-0.18624538
-0.18549302,-0.18548411,-0.18561015,-0.18606795,-0.18630023
-0.18554103,-0.18553214,-0.1856589,-0.1861215,-0.18635458
-0.1855886,-0.18557961,-0.18570723,-0.18617454,-0.1864083
-0.18563561,-0.18562661,-0.18575488,-0.186227,-0.18646163
-0.18568207,-0.18567303,-0.18580215,-0.18627903,-0.1865143
-0.18572797,-0.18571891,-0.1858488,-0.18633056,-0.18656646
-0.18577339,-0.1857643,-0.18589494,-0.18638158,-0.18661807
-0.18581827,-0.18580908,-0.18594053,-0.18643205,-0.1866691
-0.1858625,-0.18585327,-0.18598552,-0.18648195,-0.18671954
-0.18590619,-0.18589696,-0.18603,-0.18653135,-0.18676935
-0.18594933,-0.1859401,-0.18607385,-0.18658027,-0.18681875
-0.18599193,-0.18598261,-0.18611728,-0.18662858,-0.18686739
-0.18603389,-0.18602455,-0.18616004,-0.18667628,-0.18691547
-0.18607539,-0.18606596,-0.18620229,-0.18672353,-0.186963
-0.18611623,-0.1861068,-0.18624389,-0.18677011,-0.18700989
-0.18615653,-0.18614703,-0.18628493,-0.18681625,-0.1870562
-0.18619624,-0.18618673,-0.18632546,-0.1868618,-0.18710186
-0.18623535,-0.18622582,-0.18636534,-0.18690675,-0.18714693
-0.18627393,-0.18626434,-0.1864047,-0.18695116,-0.18719137
-0.18631193,-0.18630226,-0.18644348,-0.18699498,-0.1872352
-0.1863493,-0.18633959,-0.18648165,-0.1870383,-0.18727842
-0.18638615,-0.18637641,-0.18651927,-0.18708096,-0.18732107
-0.18642236,-0.18641259,-0.18655632,-0.18712316,-0.18736298
-0.18645807,-0.18644823,-0.18659286,-0.18716468,-0.18740433
-0.18649316,-0.18648325,-0.18662877,-0.18720567,-0.18744512
-0.18652768,-0.18651782,-0.18666415,-0.18724614,-0.1874853
-0.18656369,-0.18655376,-0.18670093,-0.18728797,-0.18752691
-0.18660465,-0.18659467,-0.18674265,-0.18733406,-0.18757364
-0.18664975,-0.18663977,-0.18678853,-0.18738317,-0.18762437
-0.1866943,-0.18668424,-0.1868339,-0.18743178,-0.18767452
-0.18673834,-0.18672822,-0.18687864,-0.1874798,-0.1877241
-0.18678172,-0.18677165,-0.18692286,-0.18752715,-0.18777299
-0.18682463,-0.1868144,-0.18696648,-0.187574,-0.18782121
-0.18686685,-0.18685664,-0.18700956,-0.18762018,-0.18786882
-0.18690853,-0.18689829,-0.18705204,-0.18766584,-0.1879158
-0.18694974,-0.1869394,-0.18709403,-0.1877109,-0.18796216
-0.18699029,-0.18698,-0.18713538,-0.18775535,-0.18800794
-0.18703036,-0.18701996,-0.18717621,-0.18779919,-0.18805307
-0.18706985,-0.1870594,-0.18721648,-0.18784252,-0.18809758
-0.1871088,-0.1870983,-0.18725619,-0.18788528,-0.1881415
-0.18714833,-0.18713781,-0.18729661,-0.18792866,-0.18818593
-0.18718863,-0.18717808,-0.1873377,-0.18797293,-0.18823108
-0.18722843,-0.1872178,-0.18737824,-0.18801662,-0.18827565
-0.18726772,-0.18725705,-0.18741828,-0.18805976,-0.18831961
-0.18730636,-0.18729565,-0.18745774,-0.18810242,-0.18836299
-0.1873445,-0.18733379,-0.1874967,-0.18814448,-0.18840572
-0.18738219,-0.18737137,-0.18753514,-0.18818587,-0.18844786
-0.18741931,-0.18740848,-0.18757316,-0.18822674,-0.18848947
-0.18745586,-0.18744504,-0.18761048,-0.18826711,-0.18853046
-0.18749206,-0.1874811,-0.18764739,-0.18830688,-0.18857086
-0.18752763,-0.18751661,-0.18768379,-0.18834625,-0.18861069
-0.18756267,-0.18755169,-0.18771966,-0.18838495,-0.18865
-0.18759726,-0.18758622,-0.18775505,-0.1884231,-0.18868865
-0.18763138,-0.18762028,-0.18778995,-0.18846081,-0.18872681
-0.18766496,-0.18765382,-0.18782435,-0.18849798,-0.18876436
-0.18769813,-0.18768692,-0.18785822,-0.18853457,-0.18880144
-0.18773076,-0.18771955,-0.1878917,-0.18857062,-0.1888379
-0.18776293,-0.18775173,-0.1879247,-0.18860629,-0.18887387
-0.1877946,-0.18778332,-0.18795718,-0.18864132,-0.18890926
-0.18782587,-0.1878145,-0.18798922,-0.18867591,-0.18894412
-0.18785661,-0.18784526,-0.18802081,-0.18870999,-0.18897845
-0.18788695,-0.18787554,-0.18805191,-0.18874358,-0.18901227
-0.18791682,-0.18790534,-0.18808255,-0.1887767,-0.18904561
-0.18794622,-0.18793471,-0.18811283,-0.18880935,-0.18907845
-0.18797517,-0.18796363,-0.1881426,-0.18884145,-0.18911074
-0.18800373,-0.18799214,-0.18817198,-0.18887314,-0.18914251
-0.18803185,-0.18802021,-0.18820089,-0.18890436,-0.18917383
-0.18805954,-0.18804789,-0.18822932,-0.18893512,-0.18920465
-0.18808681,-0.18807505,-0.18825749,-0.18896538,-0.18923499
-0.18811367,-0.18810187,-0.18828508,-0.18899523,-0.18926482
-0.18814011,-0.18812828,-0.18831235,-0.1890246,-0.18929419
-0.18816617,-0.18815425,-0.1883392,-0.18905354,-0.18932308
-0.18819174,-0.18817987,-0.18836562,-0.18908204,-0.1893516
-0.188217,-0.18820506,-0.18839167,-0.1891101,-0.1893796
-0.18824185,-0.18822987,-0.18841735,-0.18913774,-0.18940717
-0.1882664,-0.18825433,-0.1884426,-0.18916498,-0.18943426
-0.1882904,-0.18827838,-0.18846744,-0.18919177,-0.18946092
-0.18831414,-0.18830203,-0.18849202,-0.18921822,-0.18948723
-0.18833752,-0.18832532,-0.18851614,-0.18924418,-0.18951304
-0.18836048,-0.18834822,-0.18853989,-0.18926974,-0.18953848
-0.18838309,-0.18837085,-0.18856333,-0.18929496,-0.18956348
-0.18840538,-0.18839306,-0.18858641,-0.18931973,-0.18958803
-0.18842725,-0.18841489,-0.1886091,-0.18934412,-0.18961222
-0.18844888,-0.18843642,-0.18863146,-0.18936811,-0.18963599
-0.18847007,-0.18845762,-0.18865347,-0.18939182,-0.18965937
-0.18849099,-0.18847848,-0.18867522,-0.1894151,-0.18968236
-0.1885115,-0.18849896,-0.1886965,-0.18943803,-0.18970501
-0.18853177,-0.18851915,-0.18871754,-0.18946059,-0.18972726
-0.18855163,-0.18853903,-0.18873824,-0.18948281,-0.18974912
-0.18738088,-0.1873689,-0.1875507,-0.18826362,-0.18754898
-0.18541937,-0.18540908,-0.18556164,-0.1855745,-0.18550436
-0.1810112,-0.18099995,-0.18123767,-0.18111679,-0.18112683
